system:index,VHI_M,VHI_class,adm4_id,month,season,year,ym,.geo
VHI_M_2023-01_00000000000000000017,46.44647524789541,2.2123419755731732,24,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000018,232.3805257458028,4.744266551276502,25,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_00000000000000000019,30.089428719321777,2.5614126200986758,26,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000001a,13.646588039963808,2.22510055218488,27,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000005b,160.1801646929111,3.601080515859183,92,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000005c,60.13139483299236,2.096457874724835,93,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000005d,254.0,5.0,94,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000005e,35.186505193794,1.834404349975284,95,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000005f,81.66427748300406,2.857417371252882,96,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000b6,0.4300344536055285,1.8300153139356816,183,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000b7,0.48132826626338515,2.152435167615434,184,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000b8,0.27883829267827104,1.1942379182156133,185,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000b9,39.240323705373896,2.3257617728531854,186,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000ba,0.5546986525853475,2.5936000000000003,187,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000bb,0.3981336639069095,1.812871287128713,188,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001a0,34.28656115056747,4.264484978540772,417,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001a1,0.5137637696810698,2.6328254638708706,418,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001a2,19.612642984581417,3.1211804648733352,419,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001a3,0.4490895616190693,2.1625775938516107,420,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001cb,41.30419623743705,2.1524599226091765,460,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000001cc,79.79881025660754,2.8947008547008553,461,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000021b,0.375360360016694,2.0,540,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000021c,0.4202934765945309,2.273913043478261,541,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000021d,24.828094329478674,2.2890589824403427,542,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000bf,0.5314998100612432,2.7119686800894853,192,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_000000000000000000c0,0.5197011553409583,2.700135455469015,193,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2023-01_0000000000000000010a,0.46463341044672035,2.2596317669689476,267,1,Dry,2023,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
