GID_1,GID_0GHSL,Tot_Pop,UCentre_Pop,UCluster_Pop,Rural_Pop,UCentre_share,UCluster_share,Urban_share,Rural_share,DEGURBA_L1,DUC_Pop,SDUC_Pop,SUrb_Pop,RC_Pop,LDR_Pop,VLDR_Pop,DUC_share,SDUC_share,SUrb_share,RC_share,LDR_share,VLDR_share,DEGURBA_L2
AFG.1_1,AFG,985971.678131827,155342.117686773,465197.136802368,365432.423642686,0.157552312233864,0.47181592242467,0.629368234658535,0.370631765341465,2,316724.177760605,24620.3602192998,123852.598822464,240613.461096644,107005.928718906,17813.0338271358,0.321230502645592,0.0249706566277333,0.125614763151345,0.244036889124997,0.108528400046597,0.0180664761698704,22
AFG.2_1,AFG,521228.120038643,55431.48739985,330578.569187209,135218.063451584,0.106347845154134,0.634230112455752,0.740577957609886,0.259422042390114,2,253996.824890211,17763.0017238259,58818.7425731719,93818.3766889721,36179.4343299866,5220.25243262574,0.487304531596223,0.0340791316525843,0.112846449206944,0.179994848861985,0.0694119003543098,0.0100152931738194,23
AFG.3_1,AFG,1024988.30971294,243446.808936581,594087.579634618,187453.921141736,0.237511790748874,0.579604249146024,0.817116039894898,0.182883960105102,2,329304.271222085,45331.0972791016,219452.211133432,91900.9793508686,84883.3807042167,10669.5610866509,0.321276123933854,0.0442259651642245,0.214102160047945,0.0896605146419738,0.082813998852328,0.0104094466108,23
AFG.4_1,AFG,1411417.72478044,428214.415501716,693205.325799026,289997.983479695,0.303393111751045,0.491141150935215,0.794534262686259,0.205465737313741,2,317398.695529548,68557.1193141695,307249.510955309,142385.341286381,131071.80562848,16540.8365648338,0.224879346459194,0.0485732310927542,0.217688573383266,0.100881077789023,0.0928653532736878,0.0117193062510299,23
AFG.5_1,AFG,425731.834402561,63790.913356781,266870.095375299,95070.8256704807,0.149838250753083,0.626850223098313,0.776688473851396,0.223311526148604,2,232813.101578951,14919.5845589638,19137.4092373848,80221.7083282471,13847.7393071651,1001.37803506851,0.546853870830831,0.0350445593994651,0.0449517928680169,0.188432486945271,0.0325269058786689,0.00235213332466379,23
AFG.6_1,AFG,493345.210511565,0,399971.027869165,93374.1826424003,0,0.810732564839177,0.810732564839177,0.189267435160823,2,374429.181879044,7907.63415789604,17634.2118322253,79154.5499991775,12855.7765682936,1363.85607492924,0.758959799145078,0.0160286022635071,0.0357441634305922,0.160444549400002,0.0260583791924584,0.00276450656836217,23
AFG.7_1,AFG,514219.296000177,85396.0257974956,201239.325603161,227583.94459952,0.16606927523285,0.391349230121251,0.557418505354101,0.442581494645899,2,115033.000190943,20006.3479461521,66199.9774660654,146121.699613394,67802.5952444822,13659.649741644,0.223704168796699,0.0389062567308738,0.128738804593678,0.284162225630179,0.131855408328471,0.0265638606872492,21
AFG.8_1,AFG,1043199.12607163,440880.358951118,477295.708952033,125023.058168479,0.422623397520796,0.457530779142217,0.880154176663014,0.119845823336986,2,291467.998924039,37344.0944216847,148483.615606309,83772.7915203609,37332.49919766,3917.76745045837,0.279398239166111,0.0357976665129228,0.142334873463183,0.0803037401266081,0.0357865514499066,0.00375553176047174,23
AFG.9_1,AFG,1431331.49114033,200619.799116092,785890.164147995,444821.527876247,0.140163058213901,0.549062302487232,0.689225360701133,0.310774639298867,2,360425.078109669,113278.101806208,312186.984232118,276596.472735193,149701.661965258,18523.3931757957,0.25181104470951,0.0791417659063453,0.218109491871377,0.193244174705351,0.104589092667829,0.0129413719256873,21
AFG.10_1,AFG,725347.751007229,189677.104805976,414945.710673511,120724.935527742,0.261498163525823,0.572064516774624,0.833562680300447,0.166437319699553,2,374405.665285051,6517.48722434044,34022.5581641197,105949.984306812,13945.7313193083,829.219901621342,0.51617402103356,0.00898532767943398,0.0469051680616304,0.146067846987446,0.0192262694686004,0.00114320324350613,23
AFG.11_1,AFG,983126.783644116,229477.773917018,484311.471785685,269337.537941413,0.233416256921027,0.492623616651463,0.72603987357249,0.27396012642751,2,316199.910775851,33463.001470387,134648.559539447,149788.576084193,104598.257433044,14950.7044241764,0.321626789175457,0.0340373205441022,0.136959506931904,0.152359368675704,0.106393457256178,0.015207300495628,23
AFG.12_1,AFG,1932612.33464524,1036084.43477059,538788.343077541,357739.556797116,0.536105672201856,0.278787594086448,0.814893266288304,0.185106733711696,3,330805.879093397,45574.7050268557,162407.758957288,212962.60324348,128757.23726924,16019.7162843961,0.171170323796014,0.0235819177027148,0.0840353525877191,0.110194165392498,0.066623416895906,0.00828915142329191,30
AFG.13_1,AFG,580695.264288215,194013.654780317,222275.869484283,164405.740023615,0.334105798190258,0.382775412774783,0.716881210965041,0.283118789034959,2,90329.5401900429,41393.6544343382,90552.6748599019,94493.8884490309,62359.6373168165,7552.21425776742,0.155554118907383,0.0712829206297667,0.155938373237633,0.162725433218155,0.107387886817458,0.013005468999346,22
AFG.14_1,AFG,4348418.03402911,3745683.72442272,503159.761585793,99574.5480205924,0.861389980243479,0.115710991364733,0.977100971608213,0.0228990283917873,3,259886.082846491,22284.9506755024,220988.7280638,33266.7388859466,59380.457870123,6927.35126452288,0.0597656620896885,0.00512484091941222,0.0508204883556328,0.00765030837090947,0.0136556461235864,0.00159307389729138,30
AFG.15_1,AFG,1236250.17241992,595724.556877315,372989.869304078,267535.746238526,0.481880261914305,0.301710671209827,0.783590933124132,0.216409066875868,2,213860.155584702,32196.3602964282,126933.353422947,94882.5717250947,138105.812693631,34547.3618198,0.17299100162395,0.0260435638471175,0.102676105738759,0.0767503000944907,0.111713483059253,0.0279452837221245,23
AFG.16_1,AFG,470723.108971797,0,437096.794284202,33626.3146875948,0,0.928564555156332,0.928564555156332,0.0714354448436681,2,228595.812782958,12819.8126148805,195681.168886364,8830.2599286437,22727.8874442875,2068.16731466353,0.485626918300827,0.0272342962785126,0.415703340576992,0.0187589259170464,0.0482829226165084,0.00439359631011326,22
AFG.17_1,AFG,571214.429015555,55540.6641446203,318794.22931687,196879.535554065,0.0972326000943996,0.558099048489177,0.655331648583576,0.344668351416424,2,22282.0414992049,62025.9357790677,234486.252038597,49976.9813026246,128626.041444801,18276.51280664,0.0390081909128352,0.108586080162514,0.410504777413827,0.0874925050278511,0.225179958542851,0.0319958878457223,21
AFG.18_1,AFG,465396.969042178,0,250139.450058667,215257.518983511,0,0.537475460086198,0.537475460086198,0.462524539913802,2,99640.6678737104,25815.3577306978,124683.424454259,60940.5603873655,139429.430085506,14887.5285106394,0.214098231191274,0.0554695441696317,0.267907684725293,0.130943182790352,0.299592475585869,0.0319888815375809,21
AFG.19_1,AFG,1078969.62633626,433531.774910446,477651.542266116,167786.309159698,0.401801648840239,0.44269229699081,0.84449394583105,0.15550605416895,2,36894.0202282332,65416.8153810631,375340.706656819,35336.1490013432,122803.583741466,9646.57641688921,0.0341937523797683,0.0606289684012625,0.34786957620978,0.0327499015160698,0.113815607727955,0.00894054492492531,21
AFG.20_1,AFG,463128.295302807,92922.4730249066,255060.668051522,115145.154226379,0.200640889289978,0.550734365916373,0.75137525520635,0.24862474479365,2,41802.1735849604,50584.4882094637,162674.006257098,43537.0018225387,63487.8843406374,8120.2680632025,0.0902604613212606,0.109223488874481,0.351250415720631,0.0940063525897783,0.137084874719492,0.0175335174843792,21
AFG.21_1,AFG,386179.14368657,0,314856.617248543,71322.5264380276,0,0.815312329513283,0.815312329513283,0.184687670486716,2,144031.143426105,28816.0887838975,142009.38503854,36937.5264414996,31599.2706772909,2785.72931923717,0.372964583356691,0.0746184491187466,0.367729297037846,0.0956486828596801,0.0818254201292066,0.00721356749782976,21
AFG.22_1,AFG,1579517.00189453,326788.592498975,958856.044755078,293872.364640478,0.206891468788885,0.607056488537313,0.813947957326197,0.186052042673803,2,297099.863536597,128264.922907539,533491.258310942,70142.6331387162,203602.809880931,20126.9216208309,0.188095388134629,0.0812051549642663,0.337755945438418,0.0444076468025254,0.128901942579106,0.0127424532921709,21
AFG.23_1,AFG,173862.466111593,207.855226118118,86805.9305920927,86848.6802933821,0.00119551522974894,0.499279301240192,0.500474816469941,0.499525183530059,2,68428.769573641,960.952125549316,17416.2088929024,56945.0417074896,26801.221075872,3102.41751002055,0.393579885895098,0.005527082107144,0.10017233323795,0.327529241825776,0.154151851605911,0.0178440900983728,21
AFG.24_1,AFG,160481.552126303,0,57136.180496037,103345.371630266,0,0.356029585575477,0.356029585575477,0.643970414424523,1,37577.0718970895,8035.69274401665,11523.4158549309,46270.9311398938,52738.2737604529,4336.16672991961,0.234151971981897,0.0500723767781878,0.071805236815392,0.288325546000934,0.328625147636573,0.0270197207870156,13
AFG.25_1,AFG,461828.351716571,0,205240.656390399,256587.695326172,0,0.444408957630123,0.444408957630123,0.555591042369878,1,38830.5607485175,59672.2945635244,106737.801078357,124782.184022814,109749.914739456,22055.5965639018,0.0840800713169474,0.129208816093097,0.231120070220078,0.27019169256069,0.237642219953639,0.0477571298555476,13
AFG.26_1,AFG,616767.021080072,0,425966.837812673,190800.183267399,0,0.690644640932207,0.690644640932207,0.309355359067793,2,165808.905089545,39880.2597802356,220277.672942893,52499.5002414919,127671.023009556,10629.6600163504,0.268835556089207,0.0646601689409365,0.357148915902063,0.0851204724752561,0.207000404765451,0.017234481827086,21
AFG.27_1,AFG,152877.999287471,0,131821.293296918,21056.7059905529,0,0.862264641814432,0.862264641814432,0.137735358185568,2,114389.500963062,4272.41369195282,13159.3786419034,14267.2969665825,6236.92991541326,552.479108557105,0.748240436794077,0.0279465568091259,0.0860776482112286,0.0933247231980997,0.0407967787679204,0.00361385621954815,23
AFG.28_1,AFG,721040.02944231,303555.28405901,318145.882032592,99338.863350708,0.420996438011626,0.44123192755146,0.862228365563085,0.137771634436914,2,207006.002175249,11217.8439221382,99922.0359352045,63968.6796169616,32639.8366435766,2730.34709016979,0.287093633810259,0.0155578656719165,0.138580428069284,0.0887172376080678,0.0452677178946944,0.00378667893415235,23
AFG.29_1,AFG,386414.036864841,95670.9055416286,136130.462272039,154612.669051174,0.247586517088902,0.352291711182464,0.599878228271366,0.400121771728634,2,64626.1375570297,28871.190459311,42633.134255698,114511.13656155,36084.321747005,4017.21074261889,0.167245833203607,0.0747156875913633,0.110330190387494,0.296343107746895,0.0933825335119139,0.0103961304698256,21
AFG.30_1,AFG,582318.107683996,106687.403959826,296154.952343337,179475.751380833,0.183211551473377,0.508579328781667,0.691790880255044,0.308209119744956,2,141761.034656674,40358.1711939238,114035.74649274,116495.801605176,58153.3349973988,4826.61477825791,0.243442600850054,0.0693060556788057,0.195830672252808,0.200055262008776,0.0998652355646076,0.00828862217157284,21
AFG.31_1,AFG,1024635.02483004,329444.504561139,456477.077733774,238713.44253513,0.321523758780142,0.445502121898956,0.767025880679098,0.232974119320902,2,189426.082696036,63920.5871771723,203130.407860566,116208.999683978,105403.446109481,17100.9967416711,0.18487176224281,0.0623837616596942,0.198246597996452,0.113415017901866,0.102869259351118,0.0166898420679184,23
AFG.32_1,AFG,393310.550493598,59577.5395979434,206365.065831214,127367.94506444,0.151477094939799,0.524687338217166,0.676164433156965,0.323835566843035,2,132372.514984295,14499.1395502687,59493.4112966508,70923.2184976488,49252.0062986016,7192.72026818991,0.336559786708415,0.036864354470208,0.151263197038543,0.180323712162416,0.125224218462462,0.0182876362181568,22
AFG.33_1,AFG,527756.405370563,62776.3157958984,349132.612236559,115847.477338105,0.118949415217083,0.661541212354242,0.780490627571326,0.219509372428674,2,156130.95455794,55624.7302720249,137376.927406594,76583.0518403202,35285.1947308779,3979.23076690733,0.295839051822238,0.105398493899791,0.260303666632213,0.145110606069381,0.0668588658930675,0.00753990046622612,22
AFG.34_1,AFG,316095.648067567,0,125747.679578584,190347.968488984,0,0.397815282644145,0.397815282644145,0.602184717355855,1,83561.7323958538,18534.7704495788,23651.1767331511,113749.584086776,65345.2693292629,11253.1150729451,0.264355845791309,0.0586365885227779,0.0748228483300583,0.359858115042638,0.20672625431178,0.0356003480014369,13
AGO.1_1,AGO,438998.979285707,108858.042783909,113145.704109325,216995.232392474,0.247968783346674,0.257735688345845,0.505704471692519,0.494295528307481,2,73106.2147224825,9229.29177180957,30810.197615033,102379.954844726,85064.9339299225,29550.343617825,0.166529350117017,0.0210234925530499,0.0701828456757783,0.233212284482547,0.193770231694687,0.0673130121302472,21
AGO.2_1,AGO,2252286.7216698,1410326.21197111,275767.338904183,566193.170794507,0.626175254865207,0.122438824618091,0.748614079483298,0.251385920516702,3,173671.841557218,6189.49792959588,95905.9994173693,61611.4203453306,306304.548691693,198277.201757483,0.0771091175409769,0.00274809502273632,0.0425816120543777,0.0273550519800842,0.1359971382616,0.088033730275018,30
AGO.3_1,AGO,1723865.97602147,749271.365955801,263440.792478335,711153.817587333,0.434645950658562,0.152819764496039,0.587465715154601,0.412534284845399,2,196947.716145625,3265.06400084868,63228.0123318611,206728.816420549,377865.546695272,126559.454471512,0.114247696099997,0.0018940358741717,0.0366780325218703,0.119921629231096,0.219196591818206,0.0734160637960965,23
AGO.4_1,AGO,472991.507534779,364618.305945811,55615.0566106047,52758.1449783635,0.770877066791734,0.117581511982042,0.888458578773776,0.111541421226224,3,18515.6659719767,10524.6493011136,26574.7413375145,7347.05439589825,36584.3070057584,8826.78357670689,0.0391458740316077,0.022251243697731,0.0561843942527032,0.0155331634476714,0.0773466466584886,0.018661611120064,30
AGO.5_1,AGO,641316.584901187,332556.568181591,127904.568188963,180855.448530633,0.518552889495024,0.199440605779235,0.717993495274259,0.282006504725741,3,98292.297630135,0,29612.270558828,42414.1377584152,83880.0038043659,54561.3069678517,0.153266420897691,0,0.0461741848815443,0.0661360375779933,0.13079344239521,0.0850770247525385,30
AGO.6_1,AGO,645250.985232383,334341.181050671,144564.416272575,166345.387909136,0.518156792787012,0.22404369707473,0.742200489861742,0.257799510138258,3,111136.104404042,9239.04711227119,24189.2647562623,60445.9189004488,83761.7253010701,22137.7437076175,0.172237016211632,0.0143185323598441,0.0374881485032537,0.0936781504931444,0.129812626742296,0.0343087329028173,30
AGO.7_1,AGO,1913482.13000796,804008.930190688,298016.559523244,811456.640294024,0.42018104981589,0.155745671647326,0.575926721463215,0.424073278536785,2,201178.07662579,16378.365406014,80460.1174914399,331587.631634132,352573.218798309,127295.789861583,0.105137159877712,0.00855945563805497,0.0420490561315592,0.173290163746004,0.184257387758747,0.0665257270320334,23
