GID_2,GID_0GHSL,Tot_Pop,UCentre_Pop,UCluster_Pop,Rural_Pop,UCentre_share,UCluster_share,Urban_share,Rural_share,DEGURBA_L1,DUC_Pop,SDUC_Pop,SUrb_Pop,RC_Pop,LDR_Pop,VLDR_Pop,DUC_share,SDUC_share,SUrb_share,RC_share,LDR_share,VLDR_share,DEGURBA_L2
AFG.1.1_1,AFG,130437.636378646,0,98888.27077315,31549.3656054959,0,0.758126822277647,0.758126822277647,0.241873177722353,2,54710.3991571218,17272.5097098947,26905.3619061336,14003.7577486634,15495.7988688648,2049.80898796767,0.419437216711775,0.132419677245258,0.206269928320614,0.107359793825243,0.118798525479887,0.0157148584172233,22
AFG.1.2_1,AFG,90593.3468396044,0,55595.0764515251,34998.2703880793,0,0.613677255460671,0.613677255460671,0.386322744539329,2,38485.5691749603,14776.1945465207,2333.31273004413,29548.1208179719,5086.69772292487,363.451847182587,0.424816727911587,0.163104632536448,0.0257558950126355,0.3261621504092,0.0561486897258678,0.00401190440426137,22
AFG.1.3_1,AFG,373891.209402768,214550.419764612,112080.423027279,47260.3666108772,0.573831142238734,0.299767473020587,0.873598615259321,0.126401384740679,3,37622.1091156602,13648.8066387475,60809.5072728712,25789.1805032231,16464.0093381777,5007.17676947638,0.100623144298459,0.0365047540447642,0.162639574677363,0.068975091830635,0.0440342241917813,0.0133920687182631,30
AFG.1.4_1,AFG,20712.3883631094,0,6807.86591309309,13904.5224500163,0,0.32868570218674,0.32868570218674,0.67131429781326,1,0,0,6807.86591309309,6100.6553106606,7076.61761116237,727.249528193381,0,0,0.32868570218674,0.294541373197038,0.341661110592462,0.0351118140237596,13
AFG.1.5_1,AFG,140779.15385858,0,107981.51575128,32797.6381072998,0,0.767027736647382,0.767027736647382,0.232972263352618,2,99077.8788327053,0,8903.63691857457,22600.6067218855,8792.19854965806,1404.83283575624,0.703782315187335,0,0.0632454214600463,0.16053944140472,0.0624538385739291,0.00997898337396937,23
AFG.1.6_1,AFG,54088.749485597,0,39735.1820647717,14353.5674208254,0,0.734629334984949,0.734629334984949,0.265370665015051,2,33961.4453240037,0,5773.73674076796,10967.5357359052,3043.71951192617,342.312172994018,0.62788372160549,0,0.106745613379459,0.202769260524791,0.056272691472312,0.00632871301794784,23
AFG.1.7_1,AFG,193230.345163763,69975.7944839597,69878.20039168,53376.3502881229,0.362136673847243,0.36163160777081,0.723768281618053,0.276231718381947,2,27275.9178396463,8480.59637583792,34121.6861761957,34806.4565041959,16779.5722962394,1790.32148768753,0.141157527905516,0.0438885329767984,0.176585546888495,0.180129350153039,0.0868371491135037,0.00926521911540463,23
AFG.1.8_1,AFG,15621.8668082952,0,0,15621.8668082952,0,0,0,1,1,0,0,0,14123.1915374994,1412.47279334068,86.2024774551392,0,0,0,0.904065545482693,0.090416389454214,0.00551806506309255,13
AFG.1.9_1,AFG,115478.067841709,0,70799.4091551304,44678.6586865783,0,0.613098317960936,0.613098317960936,0.386901682039064,2,68259.027837038,0,2540.38131809235,39117.2984466553,5368.40024125576,192.95999866724,0.59109949718421,0,0.0219988207767259,0.338742231990539,0.0464884834115382,0.0016709666369872,23
AFG.1.10_1,AFG,66453.1532736719,0,52753.8226118684,13699.3306618035,0,0.793849802651411,0.793849802651411,0.206150197348589,2,45293.0751384497,0,7460.74747341871,7106.96614961326,5732.93704645336,859.427465736866,0.681579020816675,0,0.112270781834736,0.106947011533747,0.0862703538362369,0.0129328319786047,23
AFG.1.11_1,AFG,63637.9873961154,0,15994.7416410381,47643.2457550773,0,0.25133952683762,0.25133952683762,0.74866047316238,1,7487.27052658424,4993.33643327653,3514.13468117733,31009.3039512094,15234.6737748962,1399.26802897174,0.117654106186288,0.0784647132568076,0.0552207073945244,0.4872766286305,0.239395907982881,0.0219879365489983,13
AFG.1.12_1,AFG,20629.1677147839,0,0,20629.1677147839,0,0,0,1,1,0,0,0,9564.8195611164,9130.94599290937,1933.40216075815,0,0,0,0.463655135939476,0.442623091690009,0.0937217723705148,12
AFG.1.13_1,AFG,7195.12536779046,0,0,7195.12536779046,0,0,0,1,1,0,0,0,5111.89183533192,1856.34997695684,226.883555501699,0,0,0,0.710465985515096,0.258001060727439,0.0315329537574649,13
AFG.2.1_1,AFG,19476.9547488689,0,18555.6806311607,921.274117708206,0,0.952699273085198,0.952699273085198,0.047300726914802,2,12787.1602306366,0,5768.52040052414,0,892.829694986343,28.4444227218628,0.656527696218998,0,0.2961715768662,0,0.0458403126411839,0.00146041427361814,23
AFG.2.2_1,AFG,77027.9019508362,0,58096.7278852463,18931.1740655899,0,0.754229654629917,0.754229654629917,0.245770345370083,2,56020.5542469025,0,2076.17363834381,12240.2338180542,6074.55573749542,616.384510040283,0.727276127586315,0,0.0269535270436023,0.158906493725698,0.0788617576702604,0.00800209397412507,23
AFG.2.3_1,AFG,111103.142822862,0,76582.2395977974,34520.9032250643,0,0.689289588503333,0.689289588503333,0.310710411496667,2,67584.9533462524,8506.18518877029,491.101062774658,30921.6909168959,3221.66415739059,377.548150777817,0.608308204692347,0.0765611572512599,0.00442022655972613,0.27831517751209,0.0289970569286873,0.00339817705588909,23
AFG.2.4_1,AFG,16693.2390478365,0,0,16693.2390478365,0,0,0,1,1,0,0,0,14768.7695782781,1783.73096690699,140.738502651453,0,0,0,0.884715634632461,0.106853496903477,0.00843086846406199,13
AFG.2.5_1,AFG,136140.90218237,0,109054.05498302,27086.8471993506,0,0.801038139419219,0.801038139419219,0.198961860580781,2,81317.0851527303,0,27736.9698302895,10236.1690535247,15190.2438022941,1660.43434353173,0.597300912871874,0,0.203737226547345,0.0751880506845228,0.11157736990714,0.0121964399891185,23
AFG.2.6_1,AFG,142506.338848054,0,110751.45278722,31754.8860608339,0,0.777168606550954,0.777168606550954,0.222831393449046,2,91898.3561096191,3525.51579296589,15327.5808846354,23703.1759254336,6865.08801424503,1186.62212115526,0.644872058692102,0.0247393612204502,0.107557186638401,0.166330677758179,0.0481739133131814,0.00832680237768569,23
AFG.2.7_1,AFG,187036.06767673,75937.279010009,100615.236798648,10483.5518680736,0.40600339791819,0.537945638231388,0.943949036149577,0.0560509638504228,2,80285.2961273938,3488.9001159668,16841.0405552872,7141.23383951187,2617.92347582057,724.3945527412,0.429250342592518,0.0186536220489673,0.0900416735899029,0.0381810520730934,0.0139968911255413,0.00387302065178803,23
