GID_1,GID_0GHSL,Tot_Pop,UCentre_Pop,UCluster_Pop,Rural_Pop,UCentre_share,UCluster_share,Urban_share,Rural_share,DEGURBA_L1,DUC_Pop,SDUC_Pop,SUrb_Pop,RC_Pop,LDR_Pop,VLDR_Pop,DUC_share,SDUC_share,SUrb_share,RC_share,LDR_share,VLDR_share,DEGURBA_L2
AFG.1_1,AFG,1292748.19789443,284526.214248572,630514.507780815,377707.475865046,0.220094071461089,0.487731879114407,0.707825950575497,0.292174049424503,2,412172.69294617,59171.4437042773,159170.371130369,249849.784823931,111474.393724766,16383.2973163486,0.318834474971612,0.0457718245522623,0.123125579590533,0.193270263482769,0.0862305543386793,0.0126732316030554,23
AFG.2_1,AFG,689984.547277559,75937.279010009,473655.392683093,140391.875584457,0.110056492293387,0.686472464567465,0.796528956860853,0.203471043139147,2,389893.405213535,15520.601097703,68241.3863718547,99011.2731316984,36646.0358491391,4734.56660361961,0.565075561114984,0.02249412854091,0.0989027749115711,0.143497812410963,0.0531113863255804,0.00686184440260376,23
AFG.3_1,AFG,1204942.60395787,340391.272674199,675517.428252611,189033.903031059,0.282495839682419,0.560622079453198,0.843117919135617,0.156882080864383,2,388911.018255956,30834.542406112,255771.867590543,99081.1776701547,80416.0874321535,9536.63792875037,0.322763106706081,0.0255900507665924,0.212268921980524,0.0822289604041747,0.0667385211279037,0.00791459933230464,23
AFG.4_1,AFG,1627854.55463548,630062.567791795,709034.364697929,288757.622145761,0.387050898372724,0.435563707260504,0.822614605633228,0.177385394366772,2,295048.167696081,66541.9320966955,347444.264905152,140824.68759957,132376.36031114,15556.5742350502,0.181249711072713,0.0408770746177602,0.213436921570031,0.0865093795993982,0.0813195257120392,0.00955648905533438,23
AFG.5_1,AFG,519046.075051069,82697.2972819805,337847.919247866,98500.8585212231,0.159325542099213,0.650901597155175,0.810227139254388,0.189772860745612,2,308915.897291303,8522.9083776474,20409.1135789156,83221.2379540205,14363.478353858,916.142213344574,0.595160838584336,0.0164203310405706,0.039320427530268,0.160334972084766,0.0276728387791869,0.00176504988165922,23
AFG.6_1,AFG,591532.014696598,102772.535564184,393845.913888037,94913.5652443767,0.17373959990466,0.665806590519102,0.839546190423762,0.160453809576239,2,357857.200264096,8742.57378065586,27246.1398432851,79981.9389969707,13580.4318407774,1351.19440662861,0.604966749682423,0.0147795445782254,0.0460602962584533,0.135211513510379,0.022958067363003,0.00228422870285668,23
AFG.7_1,AFG,657114.990902998,112358.278403666,286482.051967978,258274.660531353,0.170987239614279,0.435969435995212,0.606956675609491,0.393043324390509,2,178114.402179286,28362.4633902311,80005.1863984615,172950.285242759,71947.7783545442,13376.5969340503,0.271055149623849,0.0431621006716889,0.121752185699674,0.263196377555005,0.10949039262622,0.0203565542092844,21
AFG.8_1,AFG,1293847.87026056,554269.847737402,615947.628229933,123630.394293227,0.428388731378273,0.476058771968214,0.904447503346487,0.095552496653513,2,386007.561006911,55618.1731106918,174321.89411233,82913.1870306488,36719.8839389356,3997.32332364284,0.298340763144878,0.0429866403841521,0.134731368439184,0.0640826398036666,0.0283803720537413,0.00308948479610499,23
AFG.9_1,AFG,1355518.72102657,134415.348023422,789994.242811415,431109.130191732,0.0991615578142852,0.582798474530202,0.681960032344487,0.318039967655513,2,355968.226384077,119132.167571522,314893.848855816,265525.937446512,145777.406779695,19805.7859655246,0.262606647080826,0.0878867740618886,0.232305053387487,0.195885112708309,0.107543632203983,0.0146112227432205,21
AFG.10_1,AFG,908559.667420119,294960.684980392,492687.462772042,120911.519667685,0.32464646578242,0.542273094920713,0.866919560703133,0.133080439296867,2,453645.173729986,4292.05821824074,34750.2308238149,107921.642208338,12311.8169211745,678.060538172722,0.499301465822409,0.00472402459865752,0.0382476044996463,0.118783219284634,0.0135509173064376,0.00074630270579597,23
AFG.11_1,AFG,1168830.81368287,278940.588393992,612407.998433657,277482.226855224,0.238649242583772,0.523949224528072,0.762598467111845,0.237401532888155,2,436450.418134758,26413.4470863491,149544.13321255,154664.770494562,107697.56154573,15119.8948149327,0.373407693419328,0.0225981782625348,0.127943352846209,0.13232434385198,0.0921412750972787,0.0129359139388971,23
AFG.12_1,AFG,2519717.59591186,1448704.31289943,700109.700901911,370903.582110522,0.574947095360961,0.277852447448003,0.852799542808965,0.147200457191035,3,415145.406960912,57824.1617107652,227140.132230233,226122.142743513,129542.562491424,15238.8768755849,0.16475870456057,0.0229486676620358,0.0901450752253978,0.089741065868011,0.0514115402065699,0.00604785111645424,30
AFG.13_1,AFG,653640.18026557,216616.776562868,277585.456262557,159437.947440146,0.331400643814243,0.424676243357279,0.756076887171522,0.243923112828478,2,110958.277376009,50043.1858244352,116583.993062112,90043.4323558472,62276.84566571,7117.66941858828,0.169754370563522,0.0765607551911863,0.17836111760257,0.137756880734081,0.0952769544253037,0.0108892776690937,23
AFG.14_1,AFG,4982597.27926227,4262779.09808461,620322.328191289,99495.8529863698,0.855533541879139,0.12449778567758,0.980031327556719,0.0199686724432807,3,366105.841903751,19411.3881888837,234805.098098655,32052.5042613028,61122.3880832298,6320.96064183721,0.0734769080028794,0.00389583727139147,0.0471250404033096,0.00643289081273061,0.0122671740575188,0.00126860757303129,30
AFG.15_1,AFG,1537327.66650112,843562.030769422,392772.412587862,300993.223143836,0.548719735649672,0.255490368869632,0.804210104519304,0.195789895480696,3,222253.857376816,19087.9157577567,151430.639453289,113995.885574045,152418.02042745,34579.3171423422,0.144571558958966,0.0124162962611607,0.0985025136495056,0.0741519768739306,0.0991447846472088,0.0224931339595566,30
AFG.16_1,AFG,557000.60597904,143180.978230089,383484.721662119,30334.9060868323,0.257057131883043,0.688481695613361,0.945538827496404,0.0544611725035965,2,183934.869867563,18735.798042357,180814.053752199,8809.36730089784,19614.7664202899,1910.77236564457,0.330223823624502,0.0336369437326285,0.32462092825623,0.0158157230105946,0.0352149821916495,0.00343046730135241,23
AFG.17_1,AFG,802042.750125722,119180.772412489,488749.464296164,194112.513417069,0.148596533531171,0.609380814451039,0.75797734798221,0.24202265201779,2,46489.8465258516,82506.4961329326,359753.12163738,51234.2094754241,126851.738848621,16026.5650930237,0.0579642999311,0.10287044689326,0.448546067626679,0.0638796491426337,0.158160819767695,0.0199821831074609,21
AFG.18_1,AFG,580603.254450509,0,392506.348108249,188096.906342261,0,0.676031946255145,0.676031946255145,0.323968053744855,2,142323.156343197,68855.5694599077,181327.622305144,48709.9053583629,124527.156554971,14859.8444289267,0.245129794316937,0.118593151058159,0.312309000880049,0.0838953364194671,0.214478915852487,0.0255938014729013,21
