fid,COMMUNE,REGION,month,season,year,VHI_M,precip_sum,LST,NDVI
1,TAMBACOUNDA,TAMBACOUNDA,1,Dry,2021,0.426167399,0.093818009,40.74393959,0.219029378
1,TAMBACOUNDA,TAMBACOUNDA,2,Dry,2021,0.469169133,0.170707434,41.6931001,0.200720586
1,TAMBACOUNDA,TAMBACOUNDA,3,Dry,2021,0.62622793,0,45.32492833,0.190112091
1,TAMBACOUNDA,TAMBACOUNDA,4,Dry,2021,0.683216122,0.499312788,46.49436999,0.19769878
1,TAMBACOUNDA,TAMBACOUNDA,5,Dry,2021,0.517569619,0.769149899,41.91604028,0.187309761
1,TAMBACOUNDA,TAMBACOUNDA,6,Wet,2021,0.779313012,84.36058044,39.36044462,0.265248517
1,TAMBACOUNDA,TAMBACOUNDA,7,Wet,2021,0.616908992,207.7719421,32.82122409,0.419628867
1,TAMBACOUNDA,TAMBACOUNDA,8,Wet,2021,0.462556581,333.1681824,32.55634195,0.548589743
1,TAMBACOUNDA,TAMBACOUNDA,9,Wet,2021,0.252636765,239.3530273,34.77481422,0.500520908
1,TAMBACOUNDA,TAMBACOUNDA,10,Wet,2021,0.681979599,96.56076813,37.41618993,0.395743429
1,TAMBACOUNDA,TAMBACOUNDA,11,Dry,2021,0.615964963,2.276304007,40.21397078,0.330937826
1,TAMBACOUNDA,TAMBACOUNDA,12,Dry,2021,0.38774835,0,40.30677828,0.229026885
2,BAKEL,TAMBACOUNDA,1,Dry,2021,0.513133154,0,38.60435181,0.246440206
2,BAKEL,TAMBACOUNDA,2,Dry,2021,0.531535305,0.33645463,39.08858831,0.227445513
2,BAKEL,TAMBACOUNDA,3,Dry,2021,0.716354657,0.001682282,43.30524853,0.206214887
2,BAKEL,TAMBACOUNDA,4,Dry,2021,0.78590896,0,49.23803896,0.205231475
2,BAKEL,TAMBACOUNDA,5,Dry,2021,0.855288349,0,43.28358974,0.190112384
2,BAKEL,TAMBACOUNDA,6,Wet,2021,0.55521434,41.72878265,41.20406675,0.214028789
2,BAKEL,TAMBACOUNDA,7,Wet,2021,0.381856273,110.6820374,38.91291076,0.311728048
2,BAKEL,TAMBACOUNDA,8,Wet,2021,0.630527601,293.2470398,29.97555663,0.431613834
2,BAKEL,TAMBACOUNDA,9,Wet,2021,0.739075448,109.5069427,36.8171666,0.429315535
2,BAKEL,TAMBACOUNDA,10,Wet,2021,0.731059859,25.14812088,40.44856754,0.303871297
2,BAKEL,TAMBACOUNDA,11,Dry,2021,0.48516702,0.537876427,40.31832975,0.283929262
2,BAKEL,TAMBACOUNDA,12,Dry,2021,0.526191753,0,38.00049921,0.247816155
3,BARGNY,DAKAR,1,Dry,2021,18.57658986,0,34.70458499,0.209411326
3,BARGNY,DAKAR,2,Dry,2021,18.70784579,0,32.62041384,0.181809397
3,BARGNY,DAKAR,3,Dry,2021,18.60574172,0,34.92626529,0.173806854
3,BARGNY,DAKAR,4,Dry,2021,18.64330736,0,33.78895098,0.162469069
3,BARGNY,DAKAR,5,Dry,2021,18.68959842,0,32.71750214,0.150386423
3,BARGNY,DAKAR,6,Wet,2021,18.74759381,0,33.95629101,0.177337353
3,BARGNY,DAKAR,7,Wet,2021,18.59723941,0,31.96486807,0.208228109
3,BARGNY,DAKAR,8,Wet,2021,18.57173103,0,33.0739124,0.351381693
3,BARGNY,DAKAR,9,Wet,2021,18.61222734,0,32.99625049,0.405292484
3,BARGNY,DAKAR,10,Wet,2021,18.6464143,0,35.53264204,0.316679246
3,BARGNY,DAKAR,11,Dry,2021,18.63377405,0,35.91065155,0.29338004
3,BARGNY,DAKAR,12,Dry,2021,18.48730195,0,35.02304809,0.219691984
4,KANEL,MATAM,1,Dry,2021,0.760649692,0.217018723,40.11676719,0.237124948
4,KANEL,MATAM,2,Dry,2021,0.785274614,0.144490898,42.37350806,0.23304791
4,KANEL,MATAM,3,Dry,2021,0.826681044,0,44.91512366,0.206040953
4,KANEL,MATAM,4,Dry,2021,0.801582781,0,47.65893011,0.18859919
4,KANEL,MATAM,5,Dry,2021,0.97036349,0,44.28405138,0.174946103
4,KANEL,MATAM,6,Wet,2021,0.859562017,18.98681068,40.50427318,0.187164485
4,KANEL,MATAM,7,Wet,2021,0.65608728,61.6489563,39.64749082,0.264442951
4,KANEL,MATAM,8,Wet,2021,0.684774312,336.8909607,34.59553135,0.326005581
4,KANEL,MATAM,9,Wet,2021,0.660567408,70.69742584,39.27494814,0.213307276
4,KANEL,MATAM,10,Wet,2021,0.600400638,8.326639175,42.79416786,0.163688204
4,KANEL,MATAM,11,Dry,2021,0.59856281,0.237580895,42.60896761,0.215164138
4,KANEL,MATAM,12,Dry,2021,0.642552626,0,38.92906335,0.214952441
5,KEDOUGOU,KEDOUGOU,1,Dry,2021,0.505709507,0,40.98517467,0.311853539
5,KEDOUGOU,KEDOUGOU,2,Dry,2021,0.490162178,0,42.24712733,0.261742433
5,KEDOUGOU,KEDOUGOU,3,Dry,2021,0.594335203,0,45.92248862,0.239086917
5,KEDOUGOU,KEDOUGOU,4,Dry,2021,0.653707285,0,46.88883022,0.237647135
5,KEDOUGOU,KEDOUGOU,5,Dry,2021,0.640604852,38.18878555,42.9179967,0.264199155
5,KEDOUGOU,KEDOUGOU,6,Wet,2021,0.574970385,123.9924088,40.51423248,0.462125176
5,KEDOUGOU,KEDOUGOU,7,Wet,2021,0.678083918,176.2825928,33.16936106,0.599976559
5,KEDOUGOU,KEDOUGOU,8,Wet,2021,0.351700648,452.7455444,34.00519743,0.651982493
5,KEDOUGOU,KEDOUGOU,9,Wet,2021,0.418032946,264.2693787,34.57080508,0.64389866
5,KEDOUGOU,KEDOUGOU,10,Wet,2021,0.697291263,169.7448425,33.58383364,0.560766241
5,KEDOUGOU,KEDOUGOU,11,Dry,2021,0.695508602,4.026390076,37.22754495,0.52959971
5,KEDOUGOU,KEDOUGOU,12,Dry,2021,0.518083349,0.025207773,37.8755206,0.369861905
6,KOLDA,KOLDA,1,Dry,2021,0.573473192,0,37.28912144,0.356205267
6,KOLDA,KOLDA,2,Dry,2021,0.516476046,0,37.64754534,0.324922362
6,KOLDA,KOLDA,3,Dry,2021,0.682584148,0,41.93299976,0.286666957
6,KOLDA,KOLDA,4,Dry,2021,0.709667483,0,44.40331859,0.285085154
6,KOLDA,KOLDA,5,Dry,2021,0.811629703,0,43.34185818,0.29666381
6,KOLDA,KOLDA,6,Wet,2021,0.755052122,0,41.34110211,0.349521389
6,KOLDA,KOLDA,7,Wet,2021,0.474692185,0,35.50403246,0.52901948
6,KOLDA,KOLDA,8,Wet,2021,0.570801476,0,33.65482357,0.581151424
6,KOLDA,KOLDA,9,Wet,2021,0.425845769,0,32.92070196,0.604842172
6,KOLDA,KOLDA,10,Wet,2021,0.544116927,0,33.76120555,0.559471394
6,KOLDA,KOLDA,11,Dry,2021,0.555563333,0,34.46254687,0.522226772
6,KOLDA,KOLDA,12,Dry,2021,0.479270065,0,36.01470244,0.403529269
7,LINGUERE,LOUGA,1,Dry,2021,0.652711714,0,40.07772275,0.23911573
7,LINGUERE,LOUGA,2,Dry,2021,0.618614805,0,42.37068113,0.21851846
7,LINGUERE,LOUGA,3,Dry,2021,0.740475439,0,43.58252534,0.202041197
7,LINGUERE,LOUGA,4,Dry,2021,0.719365638,0,47.10350702,0.197165494
7,LINGUERE,LOUGA,5,Dry,2021,0.775506782,0,41.07986573,0.192670514
7,LINGUERE,LOUGA,6,Wet,2021,0.519082019,0,42.46146452,0.21256974
7,LINGUERE,LOUGA,7,Wet,2021,0.572212046,0,43.10762404,0.314827459
7,LINGUERE,LOUGA,8,Wet,2021,0.586980665,0,31.55546239,0.463294998
7,LINGUERE,LOUGA,9,Wet,2021,0.616685928,0,35.9761035,0.448298453
7,LINGUERE,LOUGA,10,Wet,2021,0.651800176,0,40.41387693,0.306780108
7,LINGUERE,LOUGA,11,Dry,2021,0.538656366,0,43.32338876,0.268301138
7,LINGUERE,LOUGA,12,Dry,2021,0.485366528,0,39.95522941,0.236174991
8,MATAM,MATAM,1,Dry,2021,0.626627088,1.241589308,38.25378636,0.296960368
8,MATAM,MATAM,2,Dry,2021,0.603833961,0.775493562,39.69482533,0.272665345
8,MATAM,MATAM,3,Dry,2021,0.715821532,0.002174909,43.50389505,0.232107811
8,MATAM,MATAM,4,Dry,2021,0.707723031,0,48.63090047,0.214218712
8,MATAM,MATAM,5,Dry,2021,0.740301398,0,43.15956949,0.191587638
8,MATAM,MATAM,6,Wet,2021,0.782702792,45.44699097,41.57984533,0.20762405
8,MATAM,MATAM,7,Wet,2021,0.410643703,315.291687,38.65785368,0.266231454
8,MATAM,MATAM,8,Wet,2021,0.623890204,1387.604614,32.53119817,0.339311833
8,MATAM,MATAM,9,Wet,2021,0.605403952,257.4070129,36.1507546,0.292076147
8,MATAM,MATAM,10,Wet,2021,0.572561322,14.07370186,40.04557539,0.25197138
8,MATAM,MATAM,11,Dry,2021,0.545153396,0.465170741,40.81167296,0.266550918
8,MATAM,MATAM,12,Dry,2021,0.427921808,0.338474244,38.09363368,0.258930704
9,MBACKE,DIOURBEL,1,Dry,2021,0.388740497,0,40.35074275,0.211704341
9,MBACKE,DIOURBEL,2,Dry,2021,0.484222285,0,40.44105042,0.196411452
9,MBACKE,DIOURBEL,3,Dry,2021,0.501186196,0,42.02248852,0.18457471
9,MBACKE,DIOURBEL,4,Dry,2021,0.554516484,0,45.22034718,0.178867672
9,MBACKE,DIOURBEL,5,Dry,2021,0.591624047,0,40.03582449,0.173584172
9,MBACKE,DIOURBEL,6,Wet,2021,0.711793869,0,39.8940318,0.202651524
9,MBACKE,DIOURBEL,7,Wet,2021,0.498457399,0,39.12565312,0.2593839
9,MBACKE,DIOURBEL,8,Wet,2021,0.53580684,0,31.95355277,0.405271174
9,MBACKE,DIOURBEL,9,Wet,2021,0.44808915,0,37.38222776,0.391959129
9,MBACKE,DIOURBEL,10,Wet,2021,0.229814395,0,39.86186627,0.302657282
9,MBACKE,DIOURBEL,11,Dry,2021,0.334690989,0,42.31682404,0.267665514
9,MBACKE,DIOURBEL,12,Dry,2021,0.341576414,0,39.64983209,0.218241153
10,MEDINA YORO FOULAH,KOLDA,1,Dry,2021,0.521860096,0,37.61728353,0.390333089
10,MEDINA YORO FOULAH,KOLDA,2,Dry,2021,0.473102477,0.121856764,38.80636644,0.318679709
10,MEDINA YORO FOULAH,KOLDA,3,Dry,2021,0.605647675,0.039343517,42.45039975,0.286178745
10,MEDINA YORO FOULAH,KOLDA,4,Dry,2021,0.580136899,0.002489846,44.73593114,0.300329067
10,MEDINA YORO FOULAH,KOLDA,5,Dry,2021,0.673378139,2.08155489,41.63079354,0.306447644
10,MEDINA YORO FOULAH,KOLDA,6,Wet,2021,0.656002662,85.240242,40.41787719,0.3992214
10,MEDINA YORO FOULAH,KOLDA,7,Wet,2021,0.431881605,220.989624,35.76185631,0.600232905
10,MEDINA YORO FOULAH,KOLDA,8,Wet,2021,0.239202992,301.6706238,32.81052604,0.704890896
10,MEDINA YORO FOULAH,KOLDA,9,Wet,2021,0.417440753,223.9994812,31.40493698,0.78491061
10,MEDINA YORO FOULAH,KOLDA,10,Wet,2021,0.721033125,111.903244,31.58680597,0.691004505
10,MEDINA YORO FOULAH,KOLDA,11,Dry,2021,0.604444209,2.329724789,34.62483605,0.635158762
10,MEDINA YORO FOULAH,KOLDA,12,Dry,2021,0.410830453,0,36.94577328,0.433483254
11,NGANDA,KAFFRINE,1,Dry,2021,0.501012084,0.169433773,41.28654269,0.263072352
11,NGANDA,KAFFRINE,2,Dry,2021,0.535533857,0.141144708,38.93747775,0.231924453
11,NGANDA,KAFFRINE,3,Dry,2021,0.664301883,0,42.60926272,0.214960106
11,NGANDA,KAFFRINE,4,Dry,2021,0.67186032,0,47.32742226,0.206012026
11,NGANDA,KAFFRINE,5,Dry,2021,0.776337176,0,42.74320514,0.192740897
11,NGANDA,KAFFRINE,6,Wet,2021,0.648738225,84.23544312,44.21706241,0.218396173
11,NGANDA,KAFFRINE,7,Wet,2021,0.569393075,148.8375244,36.6110823,0.448030708
11,NGANDA,KAFFRINE,8,Wet,2021,0.812740975,312.809845,33.72793045,0.65759463
11,NGANDA,KAFFRINE,9,Wet,2021,0.654075132,167.2935638,31.90614493,0.707814273
11,NGANDA,KAFFRINE,10,Wet,2021,0.890035713,56.92533875,34.72679815,0.604963655
11,NGANDA,KAFFRINE,11,Dry,2021,0.675040375,1.25980854,41.17925283,0.441097965
11,NGANDA,KAFFRINE,12,Dry,2021,0.334723664,0,39.83510603,0.283975975
12,OUROSSOGUI,MATAM,1,Dry,2021,0.635936967,0,39.18163051,0.216326199
12,OUROSSOGUI,MATAM,2,Dry,2021,0.590538028,0,40.60233671,0.196161262
12,OUROSSOGUI,MATAM,3,Dry,2021,0.648506069,0,43.38039889,0.183821656
12,OUROSSOGUI,MATAM,4,Dry,2021,0.685616441,0,48.2064148,0.175550844
12,OUROSSOGUI,MATAM,5,Dry,2021,0.787653506,0,43.34917329,0.16233625
12,OUROSSOGUI,MATAM,6,Wet,2021,0.660367106,0,41.13510484,0.184441612
12,OUROSSOGUI,MATAM,7,Wet,2021,0.364467377,0,37.99360328,0.351090932
12,OUROSSOGUI,MATAM,8,Wet,2021,0.609236964,0,33.39626657,0.42475799
12,OUROSSOGUI,MATAM,9,Wet,2021,0.518153088,0,40.32609785,0.338080037
12,OUROSSOGUI,MATAM,10,Wet,2021,0.454572217,0,43.70012051,0.244664726
12,OUROSSOGUI,MATAM,11,Dry,2021,0.506095289,0,42.70469872,0.228762744
12,OUROSSOGUI,MATAM,12,Dry,2021,0.482910655,0,38.69755724,0.214007074
13,SALEMATA,KEDOUGOU,1,Dry,2021,0.436353586,0,39.93000774,0.405128871
13,SALEMATA,KEDOUGOU,2,Dry,2021,0.46352986,0,40.49219037,0.332083125
13,SALEMATA,KEDOUGOU,3,Dry,2021,0.553382606,0,43.02933693,0.29615698
13,SALEMATA,KEDOUGOU,4,Dry,2021,0.549227463,0.147107631,43.72005256,0.307240476
13,SALEMATA,KEDOUGOU,5,Dry,2021,0.711382474,27.89983368,40.25350832,0.406607222
13,SALEMATA,KEDOUGOU,6,Wet,2021,0.799689352,118.7212219,34.50202539,0.662381612
13,SALEMATA,KEDOUGOU,7,Wet,2021,0.612951083,180.9163208,28.09555487,0.781622054
13,SALEMATA,KEDOUGOU,8,Wet,2021,0.48560834,421.4778442,30.34420711,0.809798496
13,SALEMATA,KEDOUGOU,9,Wet,2021,0.397635313,255.2625732,31.9022625,0.822761039
13,SALEMATA,KEDOUGOU,10,Wet,2021,0.708382605,168.1716309,30.79053155,0.708395026
13,SALEMATA,KEDOUGOU,11,Dry,2021,0.734360959,2.192813158,33.35090245,0.688557396
13,SALEMATA,KEDOUGOU,12,Dry,2021,0.524044054,0,36.85778119,0.52604193
14,SENDOU,DAKAR,1,Dry,2021,17.08732898,0,38.01970674,0.267662973
14,SENDOU,DAKAR,2,Dry,2021,17.19109499,0,34.68857684,0.227141457
14,SENDOU,DAKAR,3,Dry,2021,17.16242726,0,36.88658653,0.218801325
14,SENDOU,DAKAR,4,Dry,2021,17.18053603,0,36.74130075,0.208132589
14,SENDOU,DAKAR,5,Dry,2021,17.25453499,0,36.90926728,0.193745789
14,SENDOU,DAKAR,6,Wet,2021,17.21825122,0,36.23121532,0.218363082
14,SENDOU,DAKAR,7,Wet,2021,17.0644748,0,35.79995509,0.288562834
14,SENDOU,DAKAR,8,Wet,2021,17.04904442,0,33.86953476,0.505447032
14,SENDOU,DAKAR,9,Wet,2021,17.14300875,0,32.45901453,0.627115386
14,SENDOU,DAKAR,10,Wet,2021,17.13586466,0,34.42863496,0.502722867
14,SENDOU,DAKAR,11,Dry,2021,17.15442977,0,36.9496812,0.414058705
14,SENDOU,DAKAR,12,Dry,2021,17.07699948,0,36.55546543,0.314034802
15,TIVAOUANE,THIES,1,Dry,2021,0.433593285,1.583141088,37.81966081,0.274503749
15,TIVAOUANE,THIES,2,Dry,2021,0.551119328,1.668271065,38.66417556,0.245946875
15,TIVAOUANE,THIES,3,Dry,2021,0.43424193,0,40.95784711,0.229678895
15,TIVAOUANE,THIES,4,Dry,2021,0.639174079,0,41.34176928,0.219341345
15,TIVAOUANE,THIES,5,Dry,2021,0.642589472,0.106928132,37.9488727,0.209972302
15,TIVAOUANE,THIES,6,Wet,2021,0.766496836,52.57103729,38.92000208,0.249309284
15,TIVAOUANE,THIES,7,Wet,2021,0.72317877,55.34615326,36.59006414,0.364484887
15,TIVAOUANE,THIES,8,Wet,2021,0.652548039,690.9793701,33.30971243,0.504376737
15,TIVAOUANE,THIES,9,Wet,2021,0.61144095,181.6474915,34.87419064,0.488534313
15,TIVAOUANE,THIES,10,Wet,2021,0.569777007,72.23251343,38.97726561,0.381032098
15,TIVAOUANE,THIES,11,Dry,2021,0.533128138,0,39.84903406,0.339489211
15,TIVAOUANE,THIES,12,Dry,2021,0.491519593,1.23784852,39.17800127,0.30449645
16,VELINGARA,KOLDA,1,Dry,2021,0.588997748,0,40.74061158,0.323348695
16,VELINGARA,KOLDA,2,Dry,2021,0.531069511,0,39.16559562,0.280512808
16,VELINGARA,KOLDA,3,Dry,2021,0.629174485,0,43.95879624,0.249265171
16,VELINGARA,KOLDA,4,Dry,2021,0.689883635,0,46.27048701,0.247240044
16,VELINGARA,KOLDA,5,Dry,2021,0.614952765,0,42.92694523,0.226645659
16,VELINGARA,KOLDA,6,Wet,2021,0.746338212,0,40.53404507,0.343842679
16,VELINGARA,KOLDA,7,Wet,2021,0.465491122,0,33.09499781,0.508776038
16,VELINGARA,KOLDA,8,Wet,2021,0.293724349,0,33.78992113,0.639867474
16,VELINGARA,KOLDA,9,Wet,2021,0.170727603,0,32.58288764,0.668314704
16,VELINGARA,KOLDA,10,Wet,2021,0.642668924,0,33.23206948,0.593727649
16,VELINGARA,KOLDA,11,Dry,2021,0.712647338,0,36.503918,0.494788038
16,VELINGARA,KOLDA,12,Dry,2021,0.516202134,0,38.64244945,0.381090297
17,NIORO,KAOLACK,1,Dry,2021,0.414947993,0,39.85570302,0.307390195
17,NIORO,KAOLACK,2,Dry,2021,0.427997903,0,39.16762451,0.27363887
17,NIORO,KAOLACK,3,Dry,2021,0.509093153,0,40.89703293,0.252134568
17,NIORO,KAOLACK,4,Dry,2021,0.638075903,0,45.38069247,0.241479519
17,NIORO,KAOLACK,5,Dry,2021,0.802255272,0,40.49360818,0.230922214
17,NIORO,KAOLACK,6,Wet,2021,0.4770582,0,40.81363203,0.270644923
17,NIORO,KAOLACK,7,Wet,2021,0.804970344,0,34.40718426,0.504966229
17,NIORO,KAOLACK,8,Wet,2021,0.803887872,0,33.48784096,0.643322535
17,NIORO,KAOLACK,9,Wet,2021,0.545515913,0,32.64670549,0.597345593
17,NIORO,KAOLACK,10,Wet,2021,0.650443858,0,35.27819958,0.525173824
17,NIORO,KAOLACK,11,Dry,2021,0.275553325,0,39.76954141,0.430680803
17,NIORO,KAOLACK,12,Dry,2021,0.26230134,0,38.80901128,0.319872962
18,SARAYA,KEDOUGOU,1,Dry,2021,0.410704149,0.00191785,39.47810111,0.347039239
18,SARAYA,KEDOUGOU,2,Dry,2021,0.529524532,0.11684905,40.70901313,0.304367264
18,SARAYA,KEDOUGOU,3,Dry,2021,0.457170628,0.455809265,45.37446821,0.273067436
18,SARAYA,KEDOUGOU,4,Dry,2021,0.636460016,0,44.22673623,0.283811458
18,SARAYA,KEDOUGOU,5,Dry,2021,0.603867144,117.2856293,41.0639294,0.308467929
18,SARAYA,KEDOUGOU,6,Wet,2021,0.546689497,780.4469604,37.44701438,0.614664282
18,SARAYA,KEDOUGOU,7,Wet,2021,0.521186789,1006.889343,29.67505073,0.785172054
18,SARAYA,KEDOUGOU,8,Wet,2021,0.425407992,2579.094482,30.22409956,0.821057479
18,SARAYA,KEDOUGOU,9,Wet,2021,0.479633842,1308.125,29.6163256,0.805145143
18,SARAYA,KEDOUGOU,10,Wet,2021,0.693812965,828.6337891,29.79161705,0.737831456
18,SARAYA,KEDOUGOU,11,Dry,2021,0.666606108,13.64276505,32.60815381,0.677919709
18,SARAYA,KEDOUGOU,12,Dry,2021,0.417993351,0.099391043,37.35149367,0.514239891
19,AGNAM CIVOL,MATAM,1,Dry,2021,0.514308455,6.738603592,37.46227194,0.212638277
19,AGNAM CIVOL,MATAM,2,Dry,2021,0.51372189,4.906769753,38.76690153,0.196626471
19,AGNAM CIVOL,MATAM,3,Dry,2021,0.602804477,0,43.2039956,0.172697302
19,AGNAM CIVOL,MATAM,4,Dry,2021,0.59626378,0,47.7383225,0.165890462
19,AGNAM CIVOL,MATAM,5,Dry,2021,0.704263417,4.566971779,42.4241862,0.155898757
19,AGNAM CIVOL,MATAM,6,Wet,2021,0.698166913,212.8381042,43.45873587,0.169536398
19,AGNAM CIVOL,MATAM,7,Wet,2021,0.444606318,966.4908447,37.95988268,0.221707368
19,AGNAM CIVOL,MATAM,8,Wet,2021,0.56331581,5022.643555,34.64049874,0.342987795
19,AGNAM CIVOL,MATAM,9,Wet,2021,0.577710986,1442.328735,39.08264879,0.321119292
19,AGNAM CIVOL,MATAM,10,Wet,2021,0.629310488,161.0621643,41.01957171,0.23949125
19,AGNAM CIVOL,MATAM,11,Dry,2021,0.476066619,1.470915794,42.12393073,0.227725323
19,AGNAM CIVOL,MATAM,12,Dry,2021,0.40351397,2.543384314,37.71061949,0.211234222
20,DABIA,MATAM,1,Dry,2021,0.482274827,5.254644394,37.99026271,0.234068005
20,DABIA,MATAM,2,Dry,2021,0.476607139,3.5318501,39.71555888,0.214025605
20,DABIA,MATAM,3,Dry,2021,0.575083568,0,43.77499173,0.186618599
20,DABIA,MATAM,4,Dry,2021,0.595964189,0,48.07280482,0.177982084
20,DABIA,MATAM,5,Dry,2021,0.711482044,0.600720465,42.85059842,0.165525236
20,DABIA,MATAM,6,Wet,2021,0.690980536,151.004425,42.43750759,0.177413455
20,DABIA,MATAM,7,Wet,2021,0.439624348,823.6837158,38.34657565,0.22372084
20,DABIA,MATAM,8,Wet,2021,0.608642735,3626.063721,33.79097493,0.352743189
20,DABIA,MATAM,9,Wet,2021,0.581516218,890.6818848,39.43358962,0.336743012
20,DABIA,MATAM,10,Wet,2021,0.612334075,68.27233124,41.68759323,0.249443018
20,DABIA,MATAM,11,Dry,2021,0.460079912,0.259232521,42.32942696,0.239691829
20,DABIA,MATAM,12,Dry,2021,0.390199108,2.311237097,38.17886951,0.220956662
21,NGUIDJILONE,MATAM,1,Dry,2021,0.387945535,1.373268962,38.03707305,0.21917197
21,NGUIDJILONE,MATAM,2,Dry,2021,0.416038743,1.262530684,39.89134442,0.204990411
21,NGUIDJILONE,MATAM,3,Dry,2021,0.552262246,0,44.11368456,0.190322289
21,NGUIDJILONE,MATAM,4,Dry,2021,0.597009875,0,47.61855791,0.18633636
21,NGUIDJILONE,MATAM,5,Dry,2021,0.697166033,0,42.9299619,0.175914697
21,NGUIDJILONE,MATAM,6,Wet,2021,0.792452743,18.58958435,41.47091049,0.183942723
21,NGUIDJILONE,MATAM,7,Wet,2021,0.492821445,276.688446,37.60465655,0.187390333
21,NGUIDJILONE,MATAM,8,Wet,2021,0.7143832,1058.102783,34.84500073,0.277959101
21,NGUIDJILONE,MATAM,9,Wet,2021,0.547413155,207.064682,39.37390572,0.244216859
21,NGUIDJILONE,MATAM,10,Wet,2021,0.463659761,1.950588584,41.47867415,0.213528834
21,NGUIDJILONE,MATAM,11,Dry,2021,0.351234006,0.282216221,41.3215312,0.228531189
21,NGUIDJILONE,MATAM,12,Dry,2021,0.349369384,0.497369289,38.15924207,0.215904774
22,OREFONDE,MATAM,1,Dry,2021,0.483727276,11.88959885,37.56331136,0.200320955
22,OREFONDE,MATAM,2,Dry,2021,0.482120532,7.820477962,39.41043133,0.186299192
22,OREFONDE,MATAM,3,Dry,2021,0.575919724,0,42.95582353,0.168883598
22,OREFONDE,MATAM,4,Dry,2021,0.568577725,0,47.71661543,0.164025547
22,OREFONDE,MATAM,5,Dry,2021,0.688339896,37.37678909,41.82236384,0.155379451
22,OREFONDE,MATAM,6,Wet,2021,0.65045482,344.8931274,42.65184684,0.168424637
22,OREFONDE,MATAM,7,Wet,2021,0.433813931,1234.08313,37.71752332,0.229172843
22,OREFONDE,MATAM,8,Wet,2021,0.585560862,7296.544434,34.29680046,0.396758337
22,OREFONDE,MATAM,9,Wet,2021,0.468570716,2517.591309,39.49833625,0.33975726
22,OREFONDE,MATAM,10,Wet,2021,0.519387217,305.2574768,41.29263136,0.247661584
22,OREFONDE,MATAM,11,Dry,2021,0.438742148,2.928328276,42.30524711,0.228240777
22,OREFONDE,MATAM,12,Dry,2021,0.387784041,4.307393074,37.59592642,0.207933528
23,THILOGNE,MATAM,1,Dry,2021,0.435963492,0.48012203,38.62935944,0.262939268
23,THILOGNE,MATAM,2,Dry,2021,0.483607041,0.322248548,40.37273916,0.237390509
23,THILOGNE,MATAM,3,Dry,2021,0.596481562,0,44.3813609,0.197947689
23,THILOGNE,MATAM,4,Dry,2021,0.557510013,0,48.76619922,0.186716252
23,THILOGNE,MATAM,5,Dry,2021,0.672791236,0,44.41442342,0.177378824
23,THILOGNE,MATAM,6,Wet,2021,0.65997564,7.605026245,44.12446681,0.185766718
23,THILOGNE,MATAM,7,Wet,2021,0.408748007,55.78363037,39.18284862,0.257429701
23,THILOGNE,MATAM,8,Wet,2021,0.673786085,239.1724701,33.92948823,0.390074756
23,THILOGNE,MATAM,9,Wet,2021,0.565198914,61.72141266,39.00082225,0.338824133
23,THILOGNE,MATAM,10,Wet,2021,0.639126375,5.66599369,41.37856239,0.255524348
23,THILOGNE,MATAM,11,Dry,2021,0.446473026,0,42.25796663,0.236043431
23,THILOGNE,MATAM,12,Dry,2021,0.339648505,0.197596937,38.51561438,0.225178854
24,MERMOZ-SACRE COEUR,DAKAR,1,Dry,2021,46.46275123,0,31.71019029,0.167415521
24,MERMOZ-SACRE COEUR,DAKAR,2,Dry,2021,46.5460285,0,28.10411513,0.140193768
24,MERMOZ-SACRE COEUR,DAKAR,3,Dry,2021,46.47547568,0,32.06705519,0.14575583
24,MERMOZ-SACRE COEUR,DAKAR,4,Dry,2021,46.53184701,0,29.891451,0.138088499
24,MERMOZ-SACRE COEUR,DAKAR,5,Dry,2021,46.49398436,0,30.8840961,0.130733177
24,MERMOZ-SACRE COEUR,DAKAR,6,Wet,2021,46.46386865,0,32.03870599,0.166900601
24,MERMOZ-SACRE COEUR,DAKAR,7,Wet,2021,46.48803514,0,30.29127022,0.181002502
24,MERMOZ-SACRE COEUR,DAKAR,8,Wet,2021,46.4520645,0,33.8106803,0.231478194
24,MERMOZ-SACRE COEUR,DAKAR,9,Wet,2021,46.32115277,0,33.59009039,0.252877438
24,MERMOZ-SACRE COEUR,DAKAR,10,Wet,2021,46.34573923,0,35.07431494,0.227911287
24,MERMOZ-SACRE COEUR,DAKAR,11,Dry,2021,46.47622456,0,34.95066127,0.216330788
24,MERMOZ-SACRE COEUR,DAKAR,12,Dry,2021,46.43263553,0,32.90512845,0.190132298
25,NGOR,DAKAR,1,Dry,2021,232.3857865,0,25.51941463,0.195082873
25,NGOR,DAKAR,2,Dry,2021,232.3828884,0,24.3519187,0.181638065
25,NGOR,DAKAR,3,Dry,2021,232.380185,0,27.22685095,0.139135475
25,NGOR,DAKAR,4,Dry,2021,232.3845932,0,25.68152846,0.145849339
25,NGOR,DAKAR,5,Dry,2021,232.3822793,0,25.80200542,0.108122059
25,NGOR,DAKAR,6,Wet,2021,232.3758373,0,28.37059079,0.169949409
25,NGOR,DAKAR,7,Wet,2021,232.3776395,0,27.99327371,0.158811619
25,NGOR,DAKAR,8,Wet,2021,232.3733405,0,29.89768638,0.239752604
