system:index,VHI_M,adm4_id,month,season,year,ym,.geo
VHI_M_2021-02_00000000000000000125,0.6150000095367432,294,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000126,0.5,295,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000127,0.5699999928474426,296,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000128,0.4699999988079071,297,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000129,0.5,298,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_0000000000000000012a,0.46500000357627863,299,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_0000000000000000012b,0.49000000953674316,300,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000174,0.5049999952316284,373,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000175,0.4799999892711639,374,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000176,0.4699999988079071,375,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000177,0.4900000095367432,376,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000195,0.5099999904632568,406,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000196,0.5400000214576721,407,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000197,0.6399999856948853,408,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000198,0.5099999904632568,409,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000199,0.5099999904632568,410,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000035,0.6549999713897705,54,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000000ce,0.5299999713897705,207,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000000cf,0.5199999809265137,208,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000000d0,0.550000011920929,209,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000000d1,0.5649999976158142,210,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001ea,0.5350000262260437,491,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001eb,0.5799999833106995,492,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001ec,0.574999988079071,493,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001ed,0.584999978542328,494,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001f4,0.5649999976158143,501,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001f5,0.5299999713897705,502,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001f6,0.5849999785423279,503,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001f7,0.5049999952316284,504,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001f8,0.5199999809265137,505,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001f9,0.5299999713897705,506,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001fa,0.625,507,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001fb,0.6100000143051147,508,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001fc,0.6250000000000001,509,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000001fd,0.6349999904632568,510,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000049,0.5350000262260437,74,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_0000000000000000004a,0.5149999856948851,75,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000000fd,0.5299999713897705,254,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_000000000000000000fe,0.5799999833106995,255,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000191,0.5149999856948853,402,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_0000000000000000016e,0.6700000166893005,367,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_0000000000000000016f,0.6499999761581421,368,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000170,0.6050000190734863,369,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000181,0.5400000214576721,386,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000182,0.6299999952316284,387,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-02_00000000000000000228,0.5950000286102295,553,2,Dry,2021,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000017,0.4050000011920929,24,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000018,0.38499999046325684,25,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000019,0.4350000023841858,26,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000001a,0.4399999976158142,27,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000005b,0.6349999904632568,92,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000005c,0.32499998807907104,93,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000005d,,94,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000005e,0.4050000011920929,95,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000005f,0.6650000214576721,96,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000b6,0.6100000143051147,183,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000b7,0.6150000095367432,184,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000b8,0.4350000023841858,185,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000b9,0.5550000071525574,186,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000ba,0.6650000214576721,187,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000bb,0.4050000011920929,188,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001a0,0.6449999809265137,417,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001a1,0.5450000166893005,418,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001a2,0.5049999952316284,419,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001a3,0.5450000166893005,420,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001cb,0.30000001192092896,460,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001cc,0.4350000023841858,461,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000021b,0.41999998688697815,540,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000021c,0.46000000834465027,541,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000021d,0.4350000023841858,542,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000bf,0.4650000035762787,192,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000c0,0.5899999737739563,193,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000010a,0.4699999988079071,267,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000010b,0.5550000071525574,268,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000226,0.42500001192092896,551,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000227,0.5649999976158142,552,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001a4,0.39500001072883606,421,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001a5,0.41999998688697815,422,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001a6,0.3100000023841858,423,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001a7,0.30000001192092896,424,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001a8,0.32499998807907104,425,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001a9,0.32499998807907104,426,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001aa,0.30000001192092896,427,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001fe,0.46000000834465027,511,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001ff,0.5149999856948853,512,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000200,0.36500000953674316,513,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000201,0.2750000059604645,514,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000202,0.3499999940395355,515,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000002,0.47999998927116394,3,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000000d,0.5950000286102295,14,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000027,0.5199999809265137,40,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000070,0.5,113,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000071,0.4699999988079071,114,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001b0,0.46000000834465027,433,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001b1,0.5099999904632568,434,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001b2,0.4650000035762787,435,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001cd,0.5,462,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001ce,0.479999989271164,463,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001cf,0.45500001311302185,464,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000001c,0.3899999856948853,29,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000001d,0.4399999976158142,30,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000001e,0.3650000095367431,31,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000026,0.4099999964237213,39,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000f9,0.375,250,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000fa,0.375,251,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000fb,0.40500000119209295,252,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000fc,0.39500001072883617,253,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000163,0.43500000238418574,356,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000164,0.4199999868869782,357,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000165,0.4550000131130218,358,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000166,0.4449999928474427,359,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000149,0.4900000095367432,330,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000014a,0.41999998688697815,331,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000014b,0.44499999284744257,332,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000014c,0.479999989271164,333,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000014d,0.4699999988079071,334,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000014e,0.43999999761581426,335,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000158,0.4650000035762787,345,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000159,0.4900000095367432,346,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000015a,0.48500001430511475,347,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000015b,0.479999989271164,348,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000015c,0.45500001311302185,349,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000015d,0.4900000095367431,350,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000008,0.5099999904632568,9,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000c2,0.4449999928474426,195,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000c3,0.5699999928474426,196,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000c4,0.4900000095367432,197,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000c5,0.5199999809265137,198,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000c6,0.550000011920929,199,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000c7,0.47999998927116394,200,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000c8,0.4300000071525573,201,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000c9,0.5049999952316284,202,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000136,0.5,311,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000137,0.5,312,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000138,0.4900000095367431,313,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000139,0.47999998927116394,314,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000013a,0.574999988079071,315,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001ef,0.6349999904632568,496,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001f0,0.6050000190734864,497,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000081,0.5049999952316284,130,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000a0,0.6050000190734863,161,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000a1,0.5600000023841857,162,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000a2,0.649999976158142,163,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000a3,0.5899999737739563,164,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000a4,0.6299999952316284,165,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000014f,0.42500001192092896,336,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000150,0.45500001311302185,337,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000151,0.5550000071525574,338,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000152,0.47999998927116394,339,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000153,0.4550000131130219,340,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000171,0.4650000035762787,370,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000172,0.5350000262260437,371,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000173,0.4449999928474426,372,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001f1,0.4950000047683717,498,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001f2,0.6000000238418579,499,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001f3,0.47999998927116405,500,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000092,0.5299999713897705,147,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000093,0.48500001430511475,148,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000094,0.4950000047683716,149,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000095,0.45500001311302185,150,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000096,0.4350000023841858,151,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000097,0.5099999904632568,152,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000098,0.4749999940395355,153,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000a9,0.4050000011920929,170,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000017c,0.6050000190734863,381,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000017d,0.6150000095367432,382,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000017e,0.6000000238418579,383,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000001ee,0.675000011920929,495,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000020d,0.6150000095367432,526,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000020e,0.47999998927116394,527,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000020f,0.5,528,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000210,0.4600000083446502,529,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000211,0.6200000047683716,530,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000058,0.5450000166893005,89,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000059,0.5049999952316283,90,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000018b,0.4350000023841858,396,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000018c,0.44999998807907093,397,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000018d,0.41499999165534984,398,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000018e,0.4399999976158141,399,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000036,0.699999988079071,55,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000db,0.6399999856948851,220,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000dc,0.6150000095367432,221,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000dd,0.6499999761581422,222,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000102,0.6449999809265136,259,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000103,0.6299999952316284,260,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000104,0.6349999904632568,261,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_00000000000000000105,0.5649999976158142,262,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_0000000000000000000a,0.6650000214576722,11,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000b1,0.7049999833106995,178,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000b2,0.649999976158142,179,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000b3,0.649999976158142,180,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000ca,0.6899999976158142,203,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000d2,0.6349999904632567,211,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000d3,0.615000009536743,212,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000d4,0.6449999809265137,213,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
VHI_M_2021-03_000000000000000000d5,0.649999976158142,214,3,Dry,2021,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
