GID_0,GID_0GHSL,Tot_Pop,UCentre_Pop,UCluster_Pop,Rural_Pop,UCentre_share,UCluster_share,Urban_share,Rural_share,DEGURBA_L1,DUC_Pop,SDUC_Pop,SUrb_Pop,RC_Pop,LDR_Pop,VLDR_Pop,DUC_share,SDUC_share,SUrb_share,RC_share,LDR_share,VLDR_share,DEGURBA_L2
ABW,ABW,64414.6710437751,0,57600.5848270883,6814.08621668677,0,0.894215306757431,0.894215306757431,0.10578469324257,2,5976.15756905079,10926.589634832,40697.8376232055,0,6188.20922272943,625.876993957339,0.0927763422868293,0.169628897544264,0.631810066926337,0,0.09606831987893,0.00971637336363954,21
AFG,AFG,10515361.2799684,2631316.89832582,3534983.07819411,4349061.30344849,0.250235520042324,0.336173240659662,0.586408760701986,0.413591239298014,2,1667797.03671157,419930.755816546,1447255.285666,1856718.16879709,2089020.98302586,403322.151625539,0.15860577609337,0.0399349812751091,0.137632483291182,0.176571980682595,0.19866373844952,0.0383555201658987,21
AGO,AGO,9967828.87558874,4284693.52579099,2277293.67613006,3405841.67366769,0.429852235553946,0.228464363158075,0.658316598712021,0.341683401287979,2,1432970.17261261,170420.232791466,673903.270725976,1051324.84726226,1400117.36087538,954399.465530051,0.143759507762213,0.017097026335276,0.0676078290605859,0.105471799364148,0.140463623357768,0.0957479785660627,23
AIA,AIA,6732.81083507021,0,0,6732.81083507021,0,0,0,1,1,0,0,0,914.723792176228,4899.0481781126,919.038864781382,0,0,0,0.135860610758818,0.727637876382058,0.136501512859123,12
ALA,ALA,25276.2190212938,0,10417.2910034028,14858.928017891,0,0.412138025652761,0.412138025652761,0.587861974347239,1,0,6958.60729961097,3458.68370379182,0,6541.20546186203,8317.72255602898,0,0.275302540057464,0.136835485595297,0,0.258788921568983,0.329073052778256,12
ALB,ALB,3169753.85059868,391476.40245246,1176754.51438044,1601522.93376577,0.123503723287069,0.3712447621629,0.494748485449969,0.505251514550031,1,618531.027534761,77756.8103567457,480466.676488936,467812.899097526,1005556.0695886,128153.965079646,0.195135350152801,0.0245308670709745,0.151578544939125,0.147586507075043,0.317234749757834,0.0404302577171542,13
AND,AND,43812.2134163608,0,31469.0492742509,12343.1641421099,0,0.718271158208578,0.718271158208578,0.281728841791422,2,24429.9938280582,0,7039.05544619262,4104.14690401033,6125.20931582479,2113.80792227481,0.557606930193017,0,0.160664228015561,0.0936758630523268,0.13980597733365,0.0482470014054448,23
ARE,ARE,1363321.57761581,538095.551821395,573468.314992757,251757.710801663,0.39469451716771,0.420640532951618,0.815335050119328,0.184664949880672,2,173132.470518979,54367.3973058644,345968.447167914,68632.4281901379,115640.489538141,67484.7930733841,0.126993127198759,0.0398786303969034,0.253768775355955,0.0503420684576582,0.0848226063731595,0.0495002750498543,23
ARG,ARG,30283271.6490004,17372576.219116,7152438.42548818,5758257.00439629,0.573669067875941,0.236184468718863,0.809853536594804,0.190146463405197,3,3824221.23363446,654785.057257043,2673432.13459668,1713104.39435527,2068867.26151263,1976285.34852838,0.126281640833238,0.0216220052062524,0.0882808226793727,0.0565693302299397,0.0683171648523294,0.0652599683229275,30
ARM,ARM,3302185.09980381,1432894.14469181,1124474.91387107,744816.041240924,0.433923024114228,0.340524495110186,0.774447519224415,0.225552480775586,2,559071.545449626,174037.982982324,391365.385439122,439410.552318203,267244.034888476,38161.4540342457,0.169303515264133,0.0527038847678962,0.118517095078157,0.133066602579095,0.080929453319971,0.0115564248765198,23
ASM,ASM,38755.8609336421,0,28540.1922502988,10215.6686833433,0,0.736409708435206,0.736409708435206,0.263590291564794,2,0,20979.3754142285,7560.81683607027,0,9663.26382557349,552.404857769841,0,0.541321361694157,0.195088346741049,0,0.249336838165431,0.0142534533993625,22
ATA,ATA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
ATF,ATF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
ATG,ATG,64848.2463810997,0,40026.7854916595,24821.4608894401,0,0.617237746976694,0.617237746976694,0.382762253023306,2,21415.9046148136,0,18610.8808768459,7606.13600418949,15150.0802718977,2065.24461335293,0.330246472494519,0,0.286991274482175,0.117291313623036,0.233623592269001,0.0318473471312688,21
AUS,AUS,15767301.6338039,7380714.78106708,4725266.07109953,3661320.78163726,0.468102593105938,0.299687681560485,0.767790274666422,0.232209725333577,2,1256219.84768904,559930.413556787,2909115.8098537,920099.660722147,1470523.60945016,1270697.51146495,0.079672468813294,0.0355121267139547,0.184503086033236,0.0583549222366321,0.0932641262026389,0.0805906768943059,23
AUT,AUT,7560846.90360906,2257989.2889324,1676643.71847351,3626213.89620315,0.298642376670077,0.221753427869726,0.520395804539802,0.479604195460197,2,571429.787248994,248554.570322274,856659.360902243,829106.304292477,2210060.69979795,587046.892112721,0.0755774841805394,0.0328739059910907,0.113302037698096,0.109657861726669,0.292303326330151,0.0776430074033774,21
