GID_0,GID_0GHSL,Tot_Pop,UCentre_Pop,UCluster_Pop,Rural_Pop,UCentre_share,UCluster_share,Urban_share,Rural_share,DEGURBA_L1,DUC_Pop,SDUC_Pop,SUrb_Pop,RC_Pop,LDR_Pop,VLDR_Pop,DUC_share,SDUC_share,SUrb_share,RC_share,LDR_share,VLDR_share,DEGURBA_L2
ABW,ABW,60645.2759510518,0,51975.1833609976,8670.09259005426,0,0.857035977591196,0.857035977591196,0.142964022408804,2,15260.4945385437,2521.16510737687,34193.523715077,0,7915.17042265972,754.922167394543,0.251635338436927,0.0415723247662648,0.563828314388005,0,0.130515861269198,0.0124481611396056,21
AFG,AFG,12159268.1090512,2842953.17554828,4665371.02600382,4650943.90749907,0.233809564033877,0.383688474023448,0.617498038057325,0.382501961942675,2,2331399.52589322,541899.53987362,1792071.96023697,2131273.0937529,2135293.68173153,384377.13201464,0.191738475127279,0.0445667893012606,0.147383209594908,0.175279718700043,0.175610379060731,0.0316118641819005,21
AGO,AGO,7031439.04534633,2812465.32976236,1595544.82724425,2623428.88833972,0.399984314963771,0.226915830024899,0.62690014498867,0.37309985501133,2,1045022.96294913,127728.77747841,422793.086816705,857701.043302026,1052307.77844491,713420.066592782,0.148621492159669,0.0181653821720812,0.0601289556931487,0.121980868748295,0.149657526952661,0.101461459310374,23
AIA,AIA,6304.55561261484,0,0,6304.55561261484,0,0,0,1,1,0,0,0,751.670048803091,4426.55474397121,1126.33081984054,0,0,0,0.119226491919441,0.702120024941024,0.178653483139534,12
ALA,ALA,23886.2170265113,0,9837.06134790136,14049.15567861,0,0.411830024695128,0.411830024695128,0.588169975304872,1,0,6603.6597330682,3233.40161483316,0,5827.33507054998,8221.82060805999,0,0.276463189032353,0.135366835662776,0,0.243962242496676,0.344207732808196,12
ALB,ALB,2648443.98706821,535743.686954334,692612.794624067,1420087.50548981,0.202286206380145,0.261516874816288,0.463803081196432,0.536196918803567,1,423591.406827224,76837.4172655204,192183.970531323,388148.608318205,890161.375432853,141777.521738752,0.159939726456565,0.0290122870790174,0.0725648612807053,0.146557227645158,0.336107306697563,0.0535323844608463,13
AND,AND,27644.183503844,0,19025.570505593,8618.61299825099,0,0.688230509790511,0.688230509790511,0.311769490209489,2,16374.6055037975,0,2650.96500179544,2576.74348651245,4118.59120464604,1923.27830709249,0.592334568373872,0,0.0958959414166391,0.0932110541862867,0.148985814830572,0.0695726211926302,23
ARE,ARE,537611.04993382,140657.763797206,226843.13541694,170110.150719674,0.26163480794251,0.421946564239824,0.683581372182335,0.316418627817665,2,54294.9988205069,19612.7342088688,152935.402387564,46243.9968612954,91212.7296831468,32653.4241752315,0.100993085665167,0.0364812706347519,0.284472207939905,0.0860175713780214,0.169663048582009,0.0607380078576345,21
ARG,ARG,25872697.086028,13925059.8614361,6841941.09453698,5105696.13005487,0.53821446659135,0.264446380359465,0.802660846950815,0.197339153049185,3,3763255.58295146,640990.549333995,2437694.96225152,1599181.49434606,1790884.61366736,1715630.02204144,0.145452774808844,0.024774786610096,0.0942188189405251,0.0618096168725165,0.0692190925326643,0.0663104436440038,30
ARM,ARM,2831875.16285969,1265138.88292555,862242.713414693,704493.566519449,0.4467495246676,0.304477656615336,0.751227181282936,0.248772818717064,2,404345.519311747,109994.072645644,347903.121457302,401370.713595244,264668.01847717,38454.8344470354,0.142783666672449,0.0388414270827425,0.122852562860144,0.141733194619331,0.0934603410306768,0.0135792830670554,23
ASM,ASM,28885.8260660607,0,19197.5243996875,9688.30166637315,0,0.664600152191722,0.664600152191722,0.335399847808278,2,0,5098.39999146014,14099.1244082274,0,9058.29803192872,630.003634444438,0,0.176501789486661,0.488098362705061,0,0.31358971736563,0.0218101304426484,21
ATA,ATA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
ATF,ATF,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11
ATG,ATG,63910.3227905709,0,37528.4764063053,26381.8463842656,0,0.587205239586775,0.587205239586775,0.412794760413225,2,21088.0083927363,0,16440.468013569,7229.50693764538,17268.172472611,1884.16697400925,0.329962476669693,0,0.257242762917082,0.113119549737464,0.270193792154632,0.0294814185211286,21
AUS,AUS,13875366.2728767,5916346.64415968,4534814.59334097,3424205.03537606,0.426392105823169,0.326824856667426,0.753216962490595,0.246783037509405,2,1080862.58545197,559222.690305033,2894729.31758397,869309.032225149,1396687.69640717,1158208.30674375,0.0778979498051033,0.0403032741123519,0.208623632749971,0.0626512493529238,0.100659519103102,0.083472269053379,23
AUT,AUT,7575280.14182677,2286497.72236728,1659484.88590811,3629297.53355137,0.301836721488678,0.21906581074742,0.520902532236099,0.479097467763901,2,586467.355769378,262663.417564552,810354.112574184,863924.576669549,2179946.98137454,585425.975507281,0.077418569978846,0.0346737563029862,0.106973484465588,0.114045231396712,0.287771137246529,0.0772810991206599,21
AZE,AZE,5889038.98934771,1760882.8538667,2362439.7596796,1765716.37580142,0.29901022171051,0.401158790755649,0.700169012466158,0.299830987533842,2,1271192.70019817,249110.406401697,842136.653079728,683104.001197742,909347.304914638,173265.069689042,0.215857409417317,0.0423006889328286,0.143000692405503,0.115995836066523,0.154413531063302,0.0294216204040165,23
BDI,BDI,3749124.96595298,173946.180212729,1610948.3848074,1964230.40093284,0.0463964743219794,0.429686500033194,0.476082974355173,0.523917025644826,1,615891.820977881,183207.407529944,811849.156299578,584039.149410323,1221613.44092292,158577.810599603,0.164276151520953,0.0488667113509711,0.21654363716127,0.155780123285879,0.325839616448315,0.0422972859106325,13
