fid,2021-01_vhi,2021-02_vhi,2021-03_vhi,2021-04_vhi,2021-05_vhi,2021-06_vhi,2021-07_vhi,2021-08_vhi,2021-09_vhi,2021-10_vhi,2021-11_vhi,2021-12_vhi,2022-01_vhi,2022-02_vhi,2022-03_vhi,2022-04_vhi,2022-05_vhi,2022-06_vhi,2022-07_vhi,2022-08_vhi,2022-09_vhi,2022-10_vhi,2022-11_vhi,2022-12_vhi,2023-01_vhi,2023-02_vhi,2023-03_vhi,2023-04_vhi,2023-05_vhi,2023-06_vhi,2023-07_vhi,2023-08_vhi,2023-09_vhi,2023-10_vhi,2023-11_vhi,2023-12_vhi,2024-01_vhi,2024-02_vhi,2024-03_vhi,2024-04_vhi,2024-05_vhi,2024-06_vhi,2024-07_vhi,2024-08_vhi,2024-09_vhi,2024-10_vhi,2024-11_vhi,2024-12_vhi
252,0.499477453,0.468913294,0.406736729,0.603138031,0.628165921,0.707353947,0.543765774,0.488561775,0.441812988,0.487365791,0.648793049,0.44117862,0.519202632,0.421881705,0.472558345,0.624455796,0.610848233,0.847251334,0.713316992,0.818247835,0.823283315,0.738859444,0.540200801,0.4602725,0.584974172,0.51423539,0.382906006,0.638200697,0.717630834,0.832270323,0.686753479,0.669259025,0.649358612,0.508427761,0.472765853,0.391955024,0.449680666,0.353280287,0.287709065,0.526382444,0.561782421,0.744940185,0.588858919,0.629633965,0.775580608,0.811240715,0.778519941,0.63808067
253,0.468660084,0.461745992,0.394714664,0.629792344,0.663576037,0.705959515,0.638471101,0.467474822,0.442871675,0.42284628,0.610520101,0.50647568,0.527215377,0.438284334,0.455424681,0.644364809,0.652204722,0.834366096,0.697519241,0.684473607,0.855818883,0.673440697,0.540268457,0.542330041,0.616581114,0.50796731,0.434928255,0.71584571,0.762396707,0.880205933,0.67017282,0.606845494,0.607272751,0.407048855,0.440586911,0.43126402,0.480621887,0.396254934,0.299160013,0.518740629,0.591402218,0.718878898,0.590886695,0.619101073,0.864304578,0.808437559,0.724667525,0.69305873
254,73.46373624,71.3506388,71.42562987,71.39717669,72.54814789,72.44888666,74.59136288,71.42291431,71.31672913,71.48840614,71.41030767,72.41008802,71.34996046,71.37982659,71.44263348,71.40739775,71.40909384,71.39496865,71.50893696,71.46478784,71.36399165,71.52316912,72.47294908,71.36078174,71.42443274,71.41634177,71.46987256,71.41725471,72.59459588,71.47216005,71.4618275,71.40503719,71.37596877,71.45344886,71.3691435,72.41398627,71.32100699,71.36432616,71.45666553,71.38398829,71.44542154,71.4472497,71.4601792,71.40838833,71.39899617,71.50413294,71.39228693,71.43360674
255,5.933537635,5.978403287,6.038649632,5.999356101,6.165430656,5.946935098,6.013715208,5.917167187,5.864986642,6.002698194,5.920118007,5.903058764,5.930507547,5.995200699,6.05252419,5.994845991,5.97243939,5.95872748,6.104393126,6.037841788,5.918233186,6.109488904,5.937745258,5.878882302,6.019708931,6.041530031,6.063855128,6.001148441,6.198827035,6.09102313,6.07891956,5.901186865,5.918176312,6.007250547,5.895835995,5.908991416,5.899978564,5.991330773,6.083642847,5.982795474,6.07247938,6.067109414,6.072995963,5.939120382,6.029292004,6.113686821,5.916478039,6.040545092
256,0.593875808,0.520005919,0.419820831,0.625082444,0.636290507,0.723716439,0.474987553,0.563450529,0.541997182,0.47934903,0.363413805,0.34132275,0.525372413,0.452840175,0.465999307,0.628280141,0.532733446,0.837132678,0.572909768,0.988147901,0.759255573,0.612685289,0.461163374,0.419186192,0.60864501,0.503748259,0.236263774,0.596378665,0.499828581,0.715903194,0.834754514,0.992274307,0.78134295,0.600663826,0.389593704,0.419487795,0.514595135,0.406816996,0.274442291,0.556243568,0.535349563,0.678612561,0.666577219,0.869081908,0.662313485,0.572817525,0.346361317,0.385652801
257,0.30947985,0.458052089,0.653258232,0.615612585,0.771790307,0.757713549,0.578361031,0.536842238,0.550539891,0.722472857,0.41230188,0.309950666,0.360160521,0.459700683,0.706016982,0.562243226,0.591102709,0.827385343,0.702414023,0.802657015,0.783308628,0.731092759,0.583802958,0.42950997,0.483033338,0.572889724,0.606282634,0.601764608,0.730407081,0.605683073,0.4460525,0.646572904,0.824648201,0.705678962,0.405686821,0.306317123,0.263141876,0.322646905,0.584737345,0.501919955,0.568900243,0.503834364,0.453172027,0.407407175,0.795153465,0.668407977,0.639152861,0.510683159
258,0.419264679,0.508171166,0.673781789,0.614355955,0.830967411,0.736476758,0.69297837,0.482651911,0.530586275,0.666838989,0.418921964,0.325009389,0.427601312,0.478454853,0.684395587,0.541807715,0.683413154,0.89526009,0.536770958,1.071117609,0.843413322,0.835253489,0.718530055,0.495215082,0.527668133,0.529371329,0.572332976,3.291385215,1.762785991,0.743456196,0.61263498,0.787844281,0.651769041,0.682562406,0.467013667,0.357355491,0.321611518,0.330230349,0.566835176,0.506236428,0.648944333,0.527788111,0.605910737,0.432012038,0.726398824,0.721236056,0.639114195,0.491675097
259,0.49280314,0.486783199,0.64585513,0.648157006,0.755267547,0.649530435,0.67122792,0.59559164,0.482294918,0.687694789,0.416875213,0.344267258,0.488685226,0.489013768,0.650853597,0.611825935,0.717476108,0.983003577,0.853766741,0.779453022,0.700122986,0.590319247,0.425893721,0.459921177,0.614076586,0.570347675,0.583045882,0.688125678,0.847131724,0.772219056,0.555477639,0.727641581,0.677585656,0.823010997,0.356236759,0.311660607,0.422752454,0.359710319,0.541853553,0.587136715,0.762768623,0.630260985,0.492377241,0.369008117,0.709009958,0.865613856,0.676417199,0.533379868
260,0.484474399,0.477907485,0.636868186,0.6176856,0.751185578,0.599714483,0.638818945,0.594901499,0.538127871,0.780130352,0.48264033,0.370990678,0.513327629,0.522389093,0.658112448,0.624119808,0.716263203,0.931873809,0.756995104,0.810733662,0.785904254,0.683233913,0.425505147,0.507556666,0.633105994,0.574536181,0.59075579,0.688600665,0.876844382,0.709151241,0.472014554,0.80305586,0.752208869,0.919375482,0.427856687,0.339189971,0.444663095,0.351000317,0.528828505,0.607408544,0.767133166,0.559290988,0.408298628,0.382730944,0.791371088,0.896909183,0.71656339,0.525604147
261,0.429058019,0.437421379,0.622480892,0.614936428,0.770715945,0.612146655,0.482595956,0.575716462,0.487476302,0.663848438,0.356532423,0.267286507,0.424127734,0.456009423,0.620695898,0.572452841,0.679829867,0.982085538,0.723618348,0.862011822,0.784832891,0.657954282,0.360348733,0.394502084,0.53873697,0.54686343,0.559449338,2.110562411,0.800326344,0.680719763,0.45075628,0.748775368,0.688308508,0.799218011,0.34037197,0.252862417,0.379290086,0.335530523,0.504370698,0.560865701,0.710221644,0.571295046,0.455816311,0.373039983,0.787794897,0.8779557,0.647136643,0.474775644
262,0.40271356,0.375611544,0.558713883,0.599672719,0.748958273,0.599586766,0.512620743,0.576739147,0.362368845,0.595075863,0.3048682,0.208029944,0.388099434,0.415588296,0.572799194,0.538220823,0.683401613,0.991980136,0.816020824,4.996797256,0.731073929,0.543740193,0.306296609,0.328218402,0.512446809,0.532909359,0.505646328,0.529216465,0.760376596,0.60141146,0.461679254,0.735880713,0.608818724,0.693934382,0.2042502,0.128934706,0.324147052,0.278193221,0.42561251,0.50564342,0.671882162,0.532807506,0.45054205,0.389831638,0.765462473,0.815394673,0.563098144,0.425853673
263,0.515809734,0.489573628,0.638572886,0.566064025,0.715455662,0.745194627,0.490504809,0.297213073,0.300120114,0.698659258,0.578162008,0.419292583,0.43357436,0.531590763,0.639030198,0.492652796,0.676150476,0.979645577,0.643261501,1.817306367,0.584952509,0.798107987,0.65082689,0.509402702,0.568167067,0.561222577,0.558247365,0.623740026,96.96893409,0.860606325,0.605672713,0.52464805,0.73269734,0.739233309,0.380338797,0.287429215,0.260826738,0.310876387,0.514302922,0.413539598,0.621661735,0.473473638,0.320221071,0.395685786,0.61254563,0.797019577,0.608822593,0.651731474
264,0.395587573,0.416988536,0.623791129,0.573815726,0.635744001,0.735877028,0.59021227,0.465812225,0.369801931,0.750349608,0.618098138,0.362240978,0.351256865,0.493418804,0.636522182,0.519093897,0.692922874,1.01421226,0.62849704,1.431639613,0.643114266,0.79995317,0.665951962,0.405439472,0.473367461,0.48149865,0.526251598,0.59403247,157.5635873,0.83970021,0.570803234,0.599521013,0.877284506,0.775899954,0.503444568,0.249300179,0.232254014,0.279478076,0.489587173,0.530243294,0.547901938,0.479348507,0.379482157,0.433247941,0.621696406,0.769820264,0.660263216,0.591933482
265,0.442495257,0.474864428,0.628534534,0.576703042,0.67251633,0.735306939,0.465347749,0.259993997,0.326215673,0.676526634,0.549945842,0.339140464,0.450036752,0.544803099,0.670030665,0.532251752,0.583957673,0.906515587,0.646076682,0.596707987,0.759555424,0.834156935,0.702197041,0.477480989,0.572695307,0.545589977,0.607167901,0.613008113,31.70111538,0.845190174,0.585675389,0.44353852,0.78740196,0.752245417,0.389133922,0.28621202,0.325103974,0.328855383,0.558857414,0.463986775,0.593748347,0.570999313,0.411407137,0.374187144,0.765192191,0.759437661,0.634426567,0.55293093
266,0.416552214,0.459320133,0.597365872,0.538372015,0.777106541,0.844395323,0.529368584,0.404126829,0.492775841,0.698287497,0.41167404,0.199547691,0.385540131,0.428339909,0.587036634,0.504107019,0.627516097,1.013277996,0.704080276,0.763646868,0.711951454,0.70143699,0.467188089,0.31827561,0.535825958,0.533109211,0.528009095,4.767401528,0.796319374,0.672969475,0.463988246,0.66080359,0.846898954,0.750212456,0.454334163,0.259582274,0.311280747,0.279274158,0.470411949,0.470751427,0.634961701,0.55746913,0.552847897,0.382650795,0.87362582,0.823463303,0.712502391,0.442058256
267,0.452878811,0.577093707,0.485627649,0.603990375,0.527117336,0.646359994,0.66122891,0.490391039,0.397816706,0.376219568,0.44311212,0.389722726,0.430137402,0.537786479,0.578987354,0.631353663,0.47206458,0.711424287,0.75631685,0.47531959,0.460131903,0.395676006,0.418648807,0.380038471,0.46463341,0.640499865,0.517477055,0.566029683,0.520327837,0.614726857,0.628443251,0.497664744,0.449001925,0.337719974,0.392398188,0.371063754,0.427730145,0.512618304,0.539585056,0.537102773,0.480859853,0.698864248,0.787858205,0.48850975,0.700606767,0.45779472,0.428567467,0.396782357
268,56.49276943,56.59840322,56.57933257,56.62382315,56.56473327,56.69469904,56.68916737,56.6050006,56.52263787,56.47842184,56.52680344,56.51175958,56.4919308,56.59114863,56.62341283,56.63712423,56.52298089,56.7171813,56.78523369,56.61072931,56.50271717,56.51332272,56.51727682,56.46845669,56.50628499,56.64206235,56.53826324,56.63185991,56.57954763,56.6707227,56.68862369,56.57763787,56.603712,56.48972426,56.50019944,56.5006428,56.48729544,56.53579419,56.54508711,56.54011054,56.53282951,56.67051363,56.76115102,56.56575814,56.7880608,56.55833294,56.48197525,56.46589391
269,0.610870378,0.567669057,0.613422106,0.569129108,0.698053657,0.85382535,1.138582162,0.363842591,0.288448889,0.661907554,0.531778898,0.480769625,0.489801507,0.56219994,0.571145226,0.515004011,0.536920978,0.856161793,0.816008355,41.59547959,0.50690311,0.683522121,0.65301226,0.545610081,0.57950991,0.630190643,0.664871202,0.597071826,39.21912985,0.919706175,0.683645952,0.529562767,0.44857799,0.766490324,0.509163261,0.419822448,0.340165942,0.368611869,0.520178166,0.377528962,0.599319489,0.661426052,0.602612806,0.418950921,0.517421769,0.740622123,0.523596805,0.673775425
270,0.691524737,0.592175387,0.567181355,0.638249016,0.598946814,0.820544408,0.625058694,0.491618328,0.339598254,0.746385055,0.589282512,0.524057149,0.546731353,0.547139789,0.466977138,0.494415389,0.456706869,0.871825375,0.787325461,6.385894673,0.522978935,0.839256169,0.683962186,0.605261621,0.632821822,0.66976256,0.694308719,0.712070602,14.09761658,0.910046683,0.667806473,0.49270981,0.392968161,0.763394588,0.561723289,0.477814618,0.383419559,0.317068517,0.404426966,0.345094091,0.441353241,0.595112209,0.539370064,0.431451976,0.45161627,0.8452919,0.576787173,0.681515952
271,0.637790381,0.532059267,0.549884414,0.602054419,0.565470435,0.763660733,0.674065997,0.280922786,0.299566343,0.651204483,0.611896702,0.544757606,0.453883625,0.42119751,0.504305662,0.557448066,0.50554652,0.870052538,0.857721276,0.466607828,0.52125904,0.63151184,0.719224933,0.622864747,0.541992181,0.557309944,0.681338969,0.778182418,69.9625193,0.952531121,0.686703916,0.316899932,0.472227499,0.736200241,0.570092048,0.449254637,0.259597058,0.295248554,0.438070161,0.449530979,0.536392515,0.58607283,0.631033021,0.204776704,0.412873438,0.753712564,0.560522372,0.71959544
272,0.619789173,0.537125664,0.63123607,0.599204511,0.559431346,0.780186844,0.679107987,0.317856485,0.270117861,0.655089001,0.551408287,0.507028182,0.515705656,0.529800225,0.582076336,0.518521075,0.461630139,0.891322346,0.807424147,3.3128929,0.493958323,0.665878001,0.630615281,0.562702886,0.587147408,0.622882834,0.637450461,0.712288446,21.33281224,0.913120884,0.733974956,0.380246213,0.467026538,0.704713118,0.486494943,0.387423932,0.264634309,0.306084935,0.495123188,0.403938739,0.467627852,0.583338257,0.613992094,0.325694984,0.490167017,0.720188967,0.517744827,0.66050998
273,0.623302849,0.559501218,0.638603285,0.621519545,0.55059484,0.676199991,0.472233617,0.296527462,0.291431642,0.724465008,0.626941563,0.511537065,0.550832433,0.586258065,0.576490458,0.539867679,0.446285729,0.849784308,0.736855915,58.32801022,0.522576481,0.75913799,0.716610456,0.572951062,0.594223552,0.597634163,0.633299376,0.638654448,76.03547783,0.938804325,0.640008698,0.536712027,0.643238873,0.74719976,0.568545752,0.462796766,0.377517274,0.384218515,0.499935444,0.426846159,0.497660016,0.502874436,0.470389017,0.370378168,0.469096529,0.824766046,0.591778799,0.668893513
274,0.543746612,0.508481596,0.629191894,0.642581311,0.535164857,0.635251898,0.448829201,0.281336504,0.323328892,0.704462672,0.625826187,0.494760476,0.470372323,0.563067276,0.560165119,0.562598035,0.457187057,0.877507739,0.666336445,32.63191837,0.536642317,0.729483175,0.729217852,0.563677767,0.530757954,0.531873991,0.644234459,1.365837699,50.10527822,0.914553273,0.607941015,0.589554543,0.613671579,0.713393009,0.545269977,0.446796451,0.371425602,0.394331244,0.497928408,0.51161525,0.49082083,0.489821615,0.428359841,0.333385259,0.583418983,0.817037638,0.602854735,0.673654814
275,0.715425114,0.73858096,0.811168268,0.712567559,0.839226215,0.775559939,0.704825087,0.608718941,0.41248769,0.826974982,0.902149316,0.698437251,0.758552328,0.87480791,0.910228156,0.808483909,0.771633743,0.920478358,0.832545231,0.763338767,0.569872329,0.89033407,0.832691804,0.73006699,0.850898028,0.887713842,0.876819247,0.908006412,0.826548148,0.881473441,0.876688713,0.690462045,0.656029429,0.891537846,0.716345181,0.697076325,0.747528911,0.740081019,0.812216881,0.749299777,0.831937767,0.876843009,0.781255009,0.754575173,0.699800176,0.888253461,0.776143081,0.787820907
276,0.309351291,0.401327653,0.374020063,0.495357337,0.521869148,0.649112147,0.404072286,0.366673995,0.23720588,0.29440077,0.386493957,0.274413132,0.342185269,0.341826559,0.450068719,0.474169874,0.473556898,0.873101978,0.741990094,0.927586581,0.704138263,0.588401579,0.532648426,0.417810617,0.497740516,0.524641289,0.357600327,0.459066791,0.602428535,0.659505219,0.590001377,0.629545075,0.586158598,0.575057733,0.47776113,0.324846065,0.335203408,0.305173175,0.320339474,0.481456855,0.478280657,0.615453546,0.735538765,0.70508248,0.88014156,0.824209722,0.748128083,0.519758114
277,0.45007364,0.476117038,0.539119738,0.533404461,0.680793569,0.687024647,0.450836316,0.488490701,0.464055594,0.556957504,0.426390261,0.223399409,0.410123187,0.401273071,0.540792572,0.491341915,0.610347667,1.002899708,0.770666982,0.977213274,0.687840917,0.758520549,0.615745974,0.387099939,0.557142335,0.554300019,0.483013098,0.495127587,0.746496198,0.730245376,0.657933457,0.63518418,0.619820816,0.686991999,0.520944354,0.333938008,0.449613838,0.373356564,0.417237577,0.483513699,0.624300872,0.598264871,0.714566542,0.63899385,0.885384511,0.857488705,0.735889759,0.480627086
278,0.450013908,0.478787635,0.617496917,0.514325517,0.685487896,0.614879368,0.411305851,0.486863363,0.520514045,0.559283305,0.348725375,0.209629653,0.391792846,0.439815822,0.584562927,0.457486057,0.586886909,1.004192846,0.747506876,0.877794913,0.716014373,0.745935953,0.521831881,0.407710392,0.560865917,0.558909198,0.585979644,0.507582853,0.724686164,0.687084164,0.637055989,0.645159826,0.675012013,0.706293386,0.475563969,0.292503566,0.4067054,0.378517714,0.497036647,0.473214542,0.591952512,0.564956886,0.615195712,0.609349678,0.793036469,0.837124836,0.720406297,0.48420662
279,0.373211765,0.508481287,0.611188824,0.576444149,0.688459854,0.62131886,0.469039703,0.486599942,0.446778233,0.451649682,0.29510494,0.123359332,0.315590991,0.445418774,0.532348455,0.457814549,0.533304353,0.980853999,0.831844599,0.818665584,0.82055365,0.743235698,0.521512091,0.354401154,0.511235699,0.652657448,0.531100454,0.612427636,0.75861357,0.673910757,0.655954665,0.621852106,0.642646509,0.66417233,0.514911187,0.302830973,0.367133856,0.382656632,0.464268305,0.515173796,0.569264453,0.582232325,0.831422981,0.443597392,0.737855201,0.825029861,0.744170973,0.51195171
280,0.407299406,0.471540124,0.599005073,0.565888224,0.665005345,0.6313361,0.380214188,0.43021106,0.42419924,0.519360223,0.321481154,0.205767781,0.382663601,0.501852204,0.573919802,0.51250189,0.570190727,1.074079618,0.74398977,0.810322121,0.684876275,0.727658545,0.453433831,0.332709484,0.508654772,0.594813525,0.543673648,0.615730969,0.719407902,0.682580935,0.585261326,0.605295293,0.605594495,0.700701199,0.401254999,0.238655737,0.351139745,0.366816412,0.447434316,0.497339369,0.574457385,0.585793198,0.605397434,0.484589531,0.694738807,0.807260169,0.708638221,0.49474183
281,53.04098129,53.00426857,53.08718585,53.22099365,53.26914428,53.25005454,53.24199776,53.05854837,53.06927324,53.1111,52.9742755,53.0667827,53.03768233,52.9907822,53.06998456,53.19229484,53.19409683,53.34559915,53.24241921,52.97364305,53.20315034,53.04379891,52.99317746,52.96842965,53.06524662,53.00774342,52.99636026,53.23915076,53.24470073,53.27680831,53.33775924,53.2318636,53.07974118,52.96826228,52.93604803,52.92637593,52.94896078,52.9604891,52.99992414,53.06847138,53.16544345,53.27397909,53.28659649,53.22055079,53.16768045,53.00695602,52.91484196,53.05431188
282,8.299119267,8.259857089,8.311529988,8.417536676,8.542861172,8.549462024,8.397711058,8.487126232,8.374291419,8.384135574,8.184695368,8.241306431,8.303438963,8.205963431,8.338259153,8.361556776,8.365881061,8.635584031,8.405202516,8.465782735,8.588911233,8.346398024,8.229680271,8.185308689,8.295318824,8.246629822,8.154557782,8.360374169,8.336983414,8.445018877,8.559413611,8.585301826,8.410749139,8.305408987,8.143441008,8.174090459,8.199400187,8.132482269,8.167776157,8.220189159,8.350941038,8.487014295,8.617985621,8.617144078,8.395143258,8.320882321,8.171672459,8.270696019
283,3.868164579,3.816933493,3.902078256,3.945567886,4.003719757,4.049452416,3.777512727,3.984603911,3.82303813,3.759461128,3.689598047,3.653243629,3.816554764,3.729046009,3.894121772,3.886329211,3.767177137,4.083123752,3.811672498,3.966281328,3.970843545,3.706174042,3.637170226,3.589414285,3.81886283,3.76138589,3.646166491,3.846103601,3.799275618,3.916840503,3.93773551,4.032876667,3.852143462,3.723511656,3.59884569,3.602227623,3.734978272,3.660698264,3.666220556,3.719072227,3.79015142,3.91537204,4.084315311,4.064323725,3.803081731,3.766093086,3.606589512,3.679541265
284,0.53693084,0.537062016,0.591079255,0.858976374,0.941968963,0.95869275,0.844558066,0.748101094,0.745787038,0.74495776,0.633876104,0.555653116,0.566105688,0.533446544,0.721438436,0.806833667,0.80158403,1.007713757,0.894639786,0.827420162,0.919087977,0.790696382,0.584990038,0.585460131,0.635348193,0.552715134,0.486322712,0.771448054,0.844811825,0.923443101,0.971665403,0.859746586,0.776556213,0.724027544,0.613536844,0.542836345,0.526224506,0.457879264,0.529232196,0.61730342,0.813999726,0.975164829,0.981883107,0.858189686,0.807044846,0.830506838,0.559879131,0.562772127
285,0.570425339,0.527345996,0.441766246,0.676739298,0.628328911,0.704932568,0.490407527,0.518829319,0.474546899,0.40803458,0.33217427,0.356657775,0.468771106,0.460509904,0.464699717,0.650229345,0.546675769,0.775922067,0.610895755,0.97835404,0.764251384,0.46636681,0.263914024,0.397578387,0.527043987,0.508403844,0.26577406,0.620998231,0.482492364,0.691889668,0.678280516,0.935015955,0.758942835,0.575997726,0.343465872,0.44944506,0.490605836,0.410854267,0.29128733,0.556715394,0.506977551,0.662025448,0.701283058,0.797211353,0.78755444,0.679853405,0.341055984,0.490719667
286,0.591966163,0.494955063,0.46185779,0.625224089,0.624144158,0.636903196,0.418006015,0.351288904,0.384683045,0.373542829,0.370426952,0.296988933,0.483744928,0.424102257,0.482840214,0.57630314,0.538390536,0.702141262,0.503784497,0.794084851,0.618069258,0.471846473,0.459883678,0.427910015,0.583540009,0.479771623,0.306977127,0.572892335,0.486099901,0.682823788,0.587299956,0.829689076,0.686010035,0.480356152,0.36066504,0.423750138,0.528891344,0.363635127,0.308912471,0.495382054,0.500363024,0.602960787,0.627152521,0.807638014,0.708294363,0.653211897,0.42574232,0.611141234
287,0.620543138,0.549720355,0.469502404,0.677171369,0.65178199,0.732177632,0.487672377,0.486891632,0.470221334,0.470348734,0.419151742,0.402432605,0.535682441,0.482356897,0.496372006,0.666683986,0.557674219,0.839686957,0.606607654,0.98195309,0.802782021,0.647743602,0.461356807,0.499026099,0.607798142,0.520020722,0.283128553,0.640505642,0.51916255,0.752524049,0.829129801,0.964994422,0.745289085,0.573799566,0.395181668,0.492216229,0.571479337,0.451196218,0.315561605,0.572143369,0.53846449,0.695864079,0.666170714,0.750451013,0.64033938,0.647820945,0.397200078,0.506496496
288,0.6223202,0.542954039,0.498383891,0.663764367,0.646553732,0.713524674,0.505988577,0.441220521,0.476903616,0.465552275,0.483439291,0.378407625,0.554768278,0.481686925,0.523230774,0.645466324,0.557777659,0.845368955,0.621380085,0.998098069,0.785039071,0.702044417,0.613770291,0.527557763,0.646695628,0.527289283,0.31174058,0.648166959,0.521179198,0.766655361,0.766599677,0.953352043,0.690150233,0.476121446,0.400907108,0.386811782,0.57607712,0.444846216,0.334193467,0.527379958,0.525132546,0.665537427,0.616854262,0.736758208,0.723161462,0.688513334,0.45260511,0.546961653
289,2.703342222,2.818719941,2.73274877,2.724404195,2.782706803,2.796457547,2.493380073,2.600850954,2.723534417,2.871790936,2.734295546,2.728128065,2.683005686,2.734377522,2.759115319,2.758876247,2.804749163,2.926979212,2.620907037,2.781539914,2.752656405,2.858191801,2.727239263,2.738264366,2.727178466,2.821994311,2.728542459,2.758456753,2.746438717,2.866564621,2.636867618,2.766550891,2.770222001,2.814127084,2.673388311,2.714837811,2.663812121,2.688482248,2.679519899,2.751879187,2.807103948,2.821313197,2.67710237,2.760957835,2.804257704,2.877602668,2.719318687,2.797860558
290,0.442164016,0.452862032,0.597339833,0.532655672,0.658614593,0.63462122,0.673132963,0.735209651,0.612169245,0.801077164,0.598079859,0.359990614,0.484965352,0.510102786,0.664836322,0.558801166,0.638675481,0.949740361,0.795770119,0.801116443,0.801401316,0.710422194,0.559336658,0.462267843,0.567753429,0.581432758,0.562291839,0.585146313,0.720776274,0.737477661,0.688686944,0.740374001,0.76039387,0.89979878,0.55643613,0.336215438,0.415505761,0.407484771,0.522753231,0.499532228,0.678794596,0.622130436,0.519371529,0.499282706,0.842221256,0.897231707,0.760299344,0.525511182
291,0.523275551,0.538959416,0.670772899,0.696253241,0.759537812,0.718971421,0.809881086,0.869098886,0.658265,0.897921687,0.640794503,0.453433492,0.586812867,0.610962174,0.722353321,0.726166556,0.723072085,1.011053788,0.888330079,1.005094377,0.886322351,0.903041795,0.697820474,0.571399548,0.635033819,0.649497679,0.607465902,0.728082486,0.770868903,0.804461342,0.81870185,0.853325616,0.8735187,1.054067721,0.638842238,0.442246357,0.510434347,0.504530715,0.588530595,0.67509458,0.719528753,0.710837995,0.772034785,0.790861262,0.971938711,1.016549664,0.807676298,0.610055422
292,0.42300889,0.43443104,0.525685679,0.51590222,0.629939904,0.672189873,0.681294166,0.736811155,0.627408826,0.811829686,0.605393531,0.375121069,0.493014193,0.538318338,0.623507372,0.562553857,0.626346464,0.921557651,0.794107887,0.933226587,0.851856036,0.767506009,0.636127912,0.520755957,0.577405635,0.593433575,0.557055578,0.651647491,0.737861847,0.715969328,0.672690519,0.795625433,0.796302589,0.924136226,0.602586571,0.390462752,0.420831717,0.411984042,0.464137357,0.516950879,0.687648175,0.617777289,0.580512336,0.527297162,0.934028939,0.927219944,0.752399348,0.534279195
293,0.534041655,0.619212799,0.556119887,0.6370826,0.719346839,0.829637189,0.550603825,0.533590638,0.530588105,0.476909714,0.504044269,0.454696996,0.566311132,0.609397922,0.581492758,0.658885787,0.685584175,0.850126185,0.688338282,0.931293219,0.7797245,0.564964204,0.567342394,0.468417751,0.584119798,0.662445419,0.53212059,0.61947083,0.727421851,0.770297762,0.69700708,0.824521928,0.597345877,0.464898268,0.544069159,0.412222323,0.507819159,0.613923328,0.517744057,0.533988828,0.695656659,0.877915212,0.835455816,0.830837846,0.82143818,0.62014801,0.599147748,0.523319943
294,13.55666495,13.63386798,13.55967707,13.66550716,13.70169059,13.75070783,13.56429828,13.48981682,13.4637374,13.424301,13.5112251,13.50596375,13.50387755,13.58101854,13.54931394,13.65616439,13.59623261,13.77217582,13.663379,13.83919051,13.74942255,13.52879458,13.57445911,13.56180704,13.55294561,13.64178596,13.52471055,13.65967614,13.65013586,13.72006984,13.68499405,13.73082951,13.60692884,13.50243311,13.56743269,13.52448009,13.52088153,13.59188132,13.4933983,13.57252048,13.6330188,13.7547201,13.87311131,13.78101848,13.78753489,13.67500548,13.60542015,13.60146503
295,0.470389762,0.513382916,0.428582964,0.67456629,0.613951745,0.678200609,0.507287452,0.319808815,0.310637643,0.353182331,0.445959883,0.425264367,0.464005949,0.456911951,0.414527888,0.615182279,0.546207501,0.741022618,0.585008833,0.78498392,0.779338726,0.666927101,0.646388109,0.573037042,0.574070923,0.550624443,0.394956155,0.666358362,0.584312008,0.741203195,0.642067788,0.754805048,0.694509494,0.571695344,0.564224914,0.503175608,0.499032884,0.43296357,0.274692369,0.52026748,0.517951795,0.655583435,0.789229279,0.766680007,0.928323836,0.774703864,0.642036534,0.606710783
296,0.499651556,0.574378001,0.466562864,0.596140579,0.670182665,0.757234297,0.673330272,0.548229993,0.578015086,0.553866647,0.57349467,0.509713915,0.56777678,0.606148481,0.526972455,0.628075592,0.649333263,0.804066023,0.666029293,2.5686774,0.693578842,0.596496992,0.598327775,0.504921364,0.550242357,0.65572954,0.502090561,0.611561951,0.636466402,0.752625586,0.808863234,0.778344892,0.665493799,0.570306915,0.600898996,0.478976884,0.527390823,0.557128713,0.408185188,0.52159987,0.634394814,0.778175462,0.806360818,0.700938402,0.871165833,0.759578425,0.671676918,0.591537811
297,0.475321963,0.469943133,0.424314726,0.682293605,0.562353428,0.646488703,0.428066012,0.33285482,0.464452068,0.395101169,0.334579089,0.389254907,0.422289912,0.385274698,0.423008417,0.628498001,0.491898535,0.730166142,0.52089647,0.810990991,0.858679659,0.663990547,0.588532708,0.531595782,0.623820703,0.47692069,0.296098806,0.716067799,0.534315464,0.750696341,0.680043565,0.79681585,0.749023784,0.616883027,0.350560482,0.414520016,0.452762516,0.334266727,0.206426672,0.50090386,0.420499193,0.57010413,0.664232744,0.784822038,0.962458287,0.789254903,0.608721018,0.517566101
