fid,2021-01_vhi,2021-02_vhi,2021-03_vhi,2021-04_vhi,2021-05_vhi,2021-06_vhi,2021-07_vhi,2021-08_vhi,2021-09_vhi,2021-10_vhi,2021-11_vhi,2021-12_vhi,2022-01_vhi,2022-02_vhi,2022-03_vhi,2022-04_vhi,2022-05_vhi,2022-06_vhi,2022-07_vhi,2022-08_vhi,2022-09_vhi,2022-10_vhi,2022-11_vhi,2022-12_vhi,2023-01_vhi,2023-02_vhi,2023-03_vhi,2023-04_vhi,2023-05_vhi,2023-06_vhi,2023-07_vhi,2023-08_vhi,2023-09_vhi,2023-10_vhi,2023-11_vhi,2023-12_vhi,2024-01_vhi,2024-02_vhi,2024-03_vhi,2024-04_vhi,2024-05_vhi,2024-06_vhi,2024-07_vhi,2024-08_vhi,2024-09_vhi,2024-10_vhi,2024-11_vhi,2024-12_vhi
101,0.464445081,0.480530723,0.5701475,0.560746588,0.748174116,0.76270313,0.5125331,0.524993245,0.410403913,0.717027255,0.721895372,0.507517823,0.456973351,0.573764339,0.601903455,0.607886923,0.70671573,0.897966504,0.634954995,0.678690649,0.720564906,0.658170303,0.651163026,0.500800662,0.475365476,0.51945655,0.663807029,0.680974792,79.27909296,0.845032276,0.697627722,0.610772826,0.632028835,0.783670298,0.622535807,0.410592759,0.369942779,0.491574592,0.477782435,0.46580757,0.565882367,0.523605999,0.389890067,0.409709814,0.655479611,0.664384475,0.602733671,0.577799569
102,0.458883353,0.549116404,0.698287542,0.597562745,0.792967941,0.884744077,0.608753107,0.47293591,0.530544907,0.612054189,0.318700413,0.218577031,0.384439659,0.446001867,0.620473406,0.524807182,0.688159666,1.0489992,0.653118156,0.889443409,0.763493395,0.775474864,0.559019922,0.375916763,0.479765959,0.54587211,0.526248671,1.811057943,0.771485798,0.902313416,0.697698706,0.757254023,0.68814116,0.617519189,0.31800018,0.243470104,0.287719213,0.332042383,0.453294926,0.46415799,0.612900182,0.691816082,0.768597645,0.639690669,0.799157816,0.794147129,0.633809814,0.476010282
103,0.451129536,0.513455065,0.673511901,0.569089244,0.729017807,0.841423231,0.604943814,0.527824455,0.615601314,0.635476515,0.369462845,0.241672883,0.42373149,0.454251689,0.601511648,0.485839488,0.617797491,1.073186215,0.700916258,1.539385896,0.825330432,0.7772722,0.586587413,0.393575766,0.498937759,0.558756546,0.51436636,6.029869646,0.712945362,0.946072524,0.859354701,0.816067946,0.709640444,0.559995578,0.32883668,0.272576023,0.319038786,0.348233252,0.436980438,0.475955702,0.576388315,0.740280351,0.871930237,0.708350027,0.853275181,0.856074269,0.777081844,0.615365187
104,0.404140533,0.528818347,0.667025426,0.585606279,0.841111362,0.859819062,0.651206498,0.481782196,0.395745185,0.704097833,0.366193893,0.197886892,0.334867398,0.435608075,0.608554899,0.48719493,0.634484979,0.955132948,0.65060753,1.659299091,0.748205527,0.816469724,0.677467168,0.453310878,0.535349192,0.606545732,0.639700435,0.618343783,0.784129059,0.660249676,0.444267683,0.632733039,0.706252208,0.806508546,0.522885499,0.303138343,0.305260822,0.333799482,0.524011101,0.48636443,0.618335359,0.560927718,0.666390063,0.547563493,0.773335885,0.816417169,0.724096966,0.542045261
105,0.409407992,0.547541291,0.651502386,0.564341902,0.813222912,0.832970918,0.574234403,0.410286914,0.41505381,0.688500252,0.325656356,0.140928557,0.315131629,0.428034835,0.552191115,0.472806067,0.600813159,0.944992314,0.656565047,3.003263864,0.755218616,0.823283186,0.600307357,0.378689053,0.493069891,0.601317433,0.554377634,1.211083423,0.802131974,0.747367602,0.516653053,0.699312539,0.677435324,0.799920789,0.497142363,0.268902156,0.282712786,0.323447515,0.471994095,0.458824303,0.617822784,0.601919788,0.720102631,0.576459634,0.813281804,0.837836652,0.736300999,0.514310423
106,0.554566712,0.572388345,0.538872861,0.64030297,0.626292098,0.798433561,0.604107082,0.546167739,0.621837722,0.456034305,0.45521091,0.369688383,0.513515323,0.476390436,0.541283211,0.546446522,0.535426716,0.881882291,0.636509634,0.948606209,0.902333644,0.71166039,0.568567764,0.493607061,0.602755171,0.58405379,0.38106219,0.631468367,0.576556089,0.900695898,0.661767558,0.73827847,0.795125956,0.507588134,0.311164707,0.300638506,0.441437822,0.36447074,0.296551885,0.435597293,0.43835092,0.707360861,0.918961995,0.896736242,0.933138787,0.784377139,0.749800581,0.643403788
107,0.470387686,0.533139789,0.50005886,0.607042939,0.630979814,0.773686992,0.607886737,0.507424818,0.572137267,0.501405046,0.551891693,0.424417841,0.473608618,0.45842397,0.523248273,0.551230691,0.565568314,0.884479881,0.745632857,0.961624028,0.841683823,0.639123692,0.589685364,0.460581244,0.522833359,0.582514974,0.371238517,0.60091266,0.556407792,0.879974624,0.772539511,0.727950486,0.725307166,0.440443485,0.290740817,0.304150161,0.387263994,0.354140896,0.29593318,0.44967834,0.464661828,0.681385832,0.885485753,0.746363783,0.832025611,0.739111054,0.736517897,0.608630814
108,0.531503915,0.51344137,0.529439702,0.590350825,0.611885372,0.785816137,0.587288231,0.575489964,0.597740028,0.3893214,0.359973081,0.238560443,0.481124979,0.432249501,0.54130929,0.510402602,0.518855933,0.865022538,0.586763566,0.857895197,0.867111661,0.656183256,0.553818496,0.368319201,0.564420568,0.518811486,0.403029589,0.60988263,0.552126356,0.852019918,0.635257845,0.746495304,0.792674948,0.518520325,0.32224321,0.223979754,0.481837154,0.334285096,0.310628834,0.406013389,0.443501553,0.724297062,0.947535761,0.923837622,0.965821702,0.82061744,0.770599649,0.618289499
109,0.534345227,0.557855034,0.580033714,0.612033607,0.678288754,0.684517883,0.574473307,0.48461079,0.571853986,0.460286813,0.579219099,0.381386819,0.506851635,0.54651317,0.574593069,0.565817054,0.584237638,0.900165231,0.710666595,0.831351311,0.78665875,0.536741295,0.436446434,0.310954672,0.464517907,0.563737469,0.402438587,0.536595941,0.534442435,0.948721942,0.888262272,0.753049451,0.745164143,0.446634773,0.337619719,0.29544317,0.37605911,0.3517006,0.355399235,0.436878758,0.474858012,0.640755488,0.837427765,0.600182263,0.697042971,0.695663467,0.7308053,0.530071591
110,0.632932562,0.578751063,0.539068242,0.679520597,0.638640686,0.785949907,0.586334377,0.441204638,0.528263628,0.477228556,0.446520775,0.372411979,0.534956638,0.473187362,0.522582066,0.565480132,0.530050288,0.868294556,0.593175587,0.82110832,0.74906156,0.61001929,0.674400659,0.511465984,0.623474856,0.618409609,0.392055075,0.640205829,0.594743397,0.883201284,0.762918466,0.758330156,0.78725526,0.491745342,0.321725187,0.372691437,0.498886863,0.397763027,0.327820553,0.495641246,0.453962887,0.707722923,0.873939854,0.773222239,0.89437617,0.737223741,0.748310591,0.648808282
111,0.61080696,0.599486357,0.6254297,0.667020519,0.699515621,0.717070754,0.574229385,0.568932143,0.642275861,0.521900967,0.458310098,0.365125955,0.532002965,0.522763758,0.590749429,0.604033233,0.57119938,0.761594582,0.596297917,0.88098922,0.741819548,0.531495971,0.475685635,0.352741071,0.514249705,0.546320199,0.404144361,0.5852612,0.52147986,0.763536884,0.724043993,0.69294902,0.697372032,0.483301243,0.391876837,0.337806724,0.427778888,0.373505427,0.365188075,0.460347939,0.47141366,0.613809606,0.754332622,0.666417857,0.704341868,0.741751532,0.739328371,0.532065546
112,0.626026255,0.560111447,0.558461186,0.649201372,0.659151432,0.744292774,0.538556995,0.461738422,0.591206028,0.528547843,0.492379515,0.406307375,0.532917582,0.470128353,0.548985354,0.556441758,0.56050406,0.734910519,0.557161322,0.832740257,0.805368708,0.554221557,0.585704718,0.430978663,0.571234381,0.559875936,0.405410683,0.600499374,0.61716174,0.758426488,0.634857372,0.717370363,0.704713855,0.465237311,0.410172996,0.374843453,0.476544787,0.375614046,0.331416729,0.44053427,0.466826047,0.640966662,0.764364837,0.666563608,0.746814876,0.68379154,0.717288848,0.549749146
113,0.430284917,0.549352257,0.502181811,0.526728229,0.541081709,0.661359521,0.503061986,0.43650012,0.4612875,0.587460032,0.538381935,0.403002541,0.477322881,0.511848132,0.553358809,0.558856818,0.483576094,0.711829398,0.548876361,0.555904253,0.576880459,0.630069656,0.542462467,0.406918062,0.47804366,0.590193345,0.493995928,0.539772092,0.563588269,0.665480087,0.5482038,0.464061463,0.522782953,0.523033243,0.470009739,0.369156814,0.406405243,0.459952592,0.469848919,0.42491959,0.501947817,0.723983486,0.523154097,0.480893231,0.619853922,0.64496612,0.562840236,0.435568072
114,0.434767697,0.55314831,0.485263499,0.52500673,0.548412942,0.635081027,0.429734031,0.538330568,0.522527043,0.66099722,0.576611752,0.427035285,0.50392333,0.519971268,0.556375187,0.575349915,0.500584464,0.738778788,0.525439016,0.630775242,0.674514526,0.777148857,0.618796525,0.428155946,0.492136286,0.605821252,0.501976926,0.580163844,0.558217887,0.70557279,0.53042869,0.538398794,0.618637614,0.608328093,0.505061503,0.391535663,0.395182699,0.438871033,0.456552948,0.430904968,0.478721328,0.695250031,0.475393009,0.532344791,0.675636757,0.7104747,0.604082234,0.434267633
115,0.357827015,0.401015292,0.612621382,0.654896611,0.53297938,0.63352575,0.397448986,0.504841871,0.472823659,0.800344725,0.594886014,0.355100722,0.395721921,0.585332654,0.633097521,0.523067954,0.546965285,1.061361872,0.831136596,0.666599134,0.609214043,0.647359096,0.629060294,0.390348958,0.499832085,0.603355615,0.615795051,0.718980745,19.13882365,0.829137672,0.544378558,0.525940982,0.703820252,0.743801824,0.558718721,0.30958602,0.3595451,0.429949137,0.541194062,0.674143308,0.534550217,0.493617985,0.626443424,0.581123156,0.613270298,0.801539563,0.623008599,0.586328647
116,0.417960658,0.469169127,0.623131699,0.649741033,0.566426996,0.771239087,0.697604808,0.633756454,0.465390361,0.759983547,0.614949431,0.360250505,0.381089945,0.557691107,0.59451961,0.586157014,0.590922099,0.999409115,0.787178294,0.681304282,0.618990515,0.634978724,0.627208203,0.453092552,0.503614196,0.533479586,0.667608103,0.658712582,196.4452738,0.823025868,0.788050476,0.603612711,0.658323919,0.644606076,0.54166635,0.362335741,0.391527444,0.505192179,0.601939182,0.596328363,0.456503012,0.561095454,0.580286962,0.581588452,0.777689573,0.812029601,0.601101061,0.572443442
117,0.437710757,0.440183116,0.626079374,0.632870883,0.567848522,0.719289787,0.501557489,0.569194807,0.565765154,0.838824597,0.5938624,0.378616597,0.448671222,0.604708516,0.60326354,0.573970582,0.552446255,1.011979851,0.829289665,0.858525786,0.671079723,0.713909953,0.67494412,0.483473929,0.574973924,0.625613426,0.672099211,0.716282915,153.5876945,0.85823678,0.758172775,0.545863862,0.695069586,0.74746961,0.576125096,0.345087575,0.38698353,0.476966659,0.593417413,0.654598036,0.515574748,0.541954378,0.54571983,0.557952523,0.830552961,0.843401006,0.647411234,0.576301714
118,0.427038094,0.42423791,0.618223097,0.675772713,0.562448147,0.730233884,0.352357976,0.53071655,0.444851404,0.773198295,0.656179095,0.396384538,0.398195561,0.52303055,0.602096861,0.576567758,0.630492396,1.080111383,0.79404471,0.674403774,0.603883626,0.668399905,0.700604776,0.453878689,0.550027277,0.510603858,0.586396915,0.695278936,10.57971217,0.905127661,0.528812777,0.557812747,0.668928356,0.735751935,0.610109846,0.322245532,0.366138232,0.408200358,0.542918953,0.609255071,0.561782795,0.62025848,0.586832363,0.387360851,0.575543708,0.743507274,0.629916074,0.554742286
119,0.554217211,0.486469408,0.577407867,0.462966762,0.522654676,0.64973638,0.492828565,0.269731203,0.455155057,0.741934826,0.497339663,0.513870408,0.588839444,0.623858317,0.658110193,0.56424095,0.458850857,0.939534707,0.827857773,1.866662027,0.599993045,0.897350493,0.598906999,0.576817007,0.685899694,0.693228383,0.586285677,2.052288058,22.95160672,0.683812773,0.5889293,0.466464814,0.523728192,0.829156117,0.418173959,0.327177058,0.17718985,0.260833975,0.499707822,0.356536981,0.447757175,0.665063406,0.624729426,0.561013229,0.602040852,0.759331553,0.491552573,0.626637086
120,5.886962346,5.911225835,5.898714449,5.89413789,5.96411893,5.898548176,5.818560272,5.722279914,5.730164852,6.001767664,5.817218806,5.79389006,5.875030499,5.996744976,6.020817597,5.913135983,5.936083476,6.186427897,6.11571552,6.816011957,5.712611108,5.98712464,5.835401322,5.840342816,5.936860453,5.996854217,5.911643067,15.35063863,15.82229442,5.955620685,6.035001225,5.847300265,5.77497404,6.03564876,5.719393499,5.742894112,5.671984061,5.704594877,5.806943067,5.757329412,5.855459466,5.83920309,5.885360983,5.739704022,5.92387635,5.981233811,5.760221116,5.8822821
121,0.521355943,0.518804369,0.567474056,0.51836776,0.517213602,0.5391745,0.532793181,0.379567294,0.484098356,0.724557637,0.505268268,0.462204436,0.538040542,0.669221576,0.696844504,0.604127593,0.527607085,0.959575497,0.784068863,2.758136584,0.625355168,0.728627269,0.530176456,0.574434954,0.616515118,0.685660337,0.556745136,0.510496802,17.09876242,0.671126678,0.732437478,0.581432193,0.680958703,0.823865807,0.397035923,0.325608279,0.272161073,0.351705077,0.504558238,0.439177395,0.512966095,0.520797508,0.609869248,0.391661264,0.673341355,0.69093086,0.513560422,0.573786338
122,0.5075869,0.43378031,0.619673953,0.680995578,0.607950306,0.688622664,0.607105726,0.562214621,0.453307694,0.759415322,0.60236594,0.517329528,0.569997461,0.727163979,0.719247864,0.735589423,0.585933836,0.973617911,0.859006328,13.21031181,0.480142135,0.667388417,0.607942076,0.631556503,0.648886672,0.637519153,0.616801839,0.743865468,0.949012027,0.77879836,0.82680342,0.692070907,0.572895533,0.820475787,0.505283954,0.500249444,0.385951882,0.390472935,0.589695791,0.646667933,0.636569799,0.601485913,0.540014247,0.562232352,0.651541943,0.695086419,0.542987336,0.683225398
123,0.672133527,0.663650837,0.615743386,0.555388898,0.717203114,0.912583496,0.597546008,0.601950676,0.554231873,0.826519636,0.555346756,0.486132674,0.607273078,0.672658122,0.653888974,0.725958328,0.654284829,0.917684405,0.880181305,0.8349049,0.703283597,1.034019249,0.695060303,0.566699012,0.660590686,0.638277409,0.785259402,0.808613352,142.1178185,1.005445346,0.704631976,0.657174496,0.526444258,0.858277021,0.484381475,0.493377151,0.476659574,0.347502707,0.47728738,0.520768912,0.711325187,0.908787308,0.572419209,0.391993581,0.740716717,0.838940003,0.522978195,0.55396281
124,0.658619297,0.634213154,0.708984349,0.647646525,0.752397386,0.86019364,0.604606966,0.470273849,0.488459259,0.651298039,0.477729226,0.432040192,0.571526765,0.600806302,0.683824244,0.671620954,0.625886938,0.890326581,0.763729557,34.32144015,0.479316368,0.850915846,0.64485127,0.512367766,0.660799152,0.7007914,0.840230331,13.57999662,74.96444639,0.921310836,0.720694369,0.443549751,0.477462559,0.737256656,0.470282453,0.401223193,0.439119284,0.411417147,0.597937798,0.571095868,0.736542947,0.841028311,0.613378583,0.622424302,0.683016768,0.67088008,0.502258577,0.570613585
125,1.790498959,0.662378663,0.686711372,0.62175733,0.791317372,0.757049837,0.52475694,0.388859072,0.531305455,0.63767455,0.590246686,0.502814924,0.610394066,0.698189641,0.755468455,0.656451708,0.756149715,0.953038452,0.817560129,0.561222911,0.599918808,0.73657066,0.623918162,0.528479017,0.660827424,0.725877256,0.747506443,13.1759049,5.985847541,0.842430229,0.687154796,0.433057148,0.55540364,0.679060003,0.491525646,0.497104378,0.557546926,0.581607178,0.684617873,0.579438773,0.771406651,0.753215885,0.628832083,0.481314443,0.621535425,0.53582729,0.531432402,0.613686257
126,0.674085101,0.668370457,0.653291314,0.620673054,0.779342213,0.712220373,0.552852149,0.416262292,0.425279957,0.714236284,0.582097051,0.535634393,0.679403426,0.769380846,0.796632264,0.589036157,0.67909213,0.931751545,0.859146692,2.693840763,0.43794571,0.766800868,0.624230031,0.559410523,0.706968404,0.748967059,0.641943602,6.382433825,7.087483893,0.826478698,0.818397556,0.476324644,0.437619697,0.728127246,0.481454941,0.500664067,0.56291202,0.523768975,0.578539977,0.492844329,0.669251678,0.725140605,0.628398146,0.445580574,0.621191082,0.627709933,0.527934597,0.62972196
127,19.51735558,19.54324681,19.48956124,19.47678475,19.57224196,19.60761686,19.39078303,19.3783845,19.39570097,19.57620248,19.43975098,19.41848754,19.49998465,19.60831879,19.5805403,19.53881374,19.50022875,19.68074444,19.49347712,19.45869538,19.39369478,19.74458099,19.53683136,19.43917602,19.54718476,19.62286115,19.58825756,24.32800574,51.65531408,19.67013257,19.45258906,19.35256292,19.27871876,19.6817505,19.39992166,19.36978746,19.33425835,19.35524902,19.39940091,19.32541538,19.44811088,19.64379956,19.4273642,19.39724042,19.54158447,19.62232306,19.43300494,19.51062143
128,14.86540669,14.07485619,14.04973787,14.00705082,14.11723536,14.09084024,13.8139104,13.74821149,13.87723614,14.05422661,13.9396147,14.76466205,14.04411078,14.14014105,14.1330072,13.99858529,13.98058112,14.23916153,14.09940609,13.90343043,13.8740004,14.19844422,14.02534323,13.94314103,14.07802705,14.14496643,14.04731902,19.35768324,23.49195047,14.1623405,13.96348636,13.80881463,13.82250125,14.1743907,13.90647729,13.86205777,13.81409762,13.77268063,13.91852522,13.81129176,13.95019536,14.1248753,13.96482699,13.88766164,14.00770495,14.12309648,13.93047296,14.00806037
129,0.692038204,0.670597581,0.677588063,0.569262455,0.724551532,0.85820442,0.577251225,0.355833855,0.507278533,0.73405467,0.548105991,0.506296975,0.626919802,0.700246077,0.706793061,0.588418833,0.579773367,0.96255985,0.760871884,2.198182575,0.537526128,0.895805402,0.654783558,0.554515374,0.692256534,0.769036352,0.752199622,5.484168647,20.52529858,0.85868194,0.686696697,0.565545786,0.524438877,0.847355613,0.529946457,0.394267463,0.321630884,0.307538997,0.528676316,0.372168012,0.540533214,0.809030729,0.615286274,0.705871425,0.729888316,0.820663535,0.572039245,0.650883095
130,0.448146991,0.493645003,0.49360159,0.468104174,0.591868256,0.406060532,0.354689699,0.265993079,0.132314055,0.37318923,0.498916586,0.288735335,0.386126232,0.408505988,0.548579306,0.472265955,0.57336169,0.699484983,0.475994245,0.487775107,0.281919872,0.572637259,0.620129048,0.441550327,0.479853357,0.5234309,0.331899345,93.92328309,0.639394648,0.463583412,0.451986744,0.534424563,0.353935946,0.439635143,0.573166942,0.390609457,0.45616788,0.41879517,0.398779913,0.471745657,0.569131276,0.4457256,0.557556899,0.559726653,0.613156975,0.615733221,0.673610399,0.608053148
131,0.643404039,0.640913501,0.65753557,0.656606766,0.814617278,0.810317331,0.59143573,0.409004863,0.398912302,0.591898139,0.492048058,0.447389698,0.527965178,0.615666734,0.637251985,0.667393928,0.650030002,0.899107465,3.211658767,50.55328342,0.524043748,0.671319011,0.605320983,0.539658266,0.654157942,0.66557402,0.728955873,0.706973723,96.49659289,0.909794369,0.633286256,0.507867019,0.511394135,0.67061187,0.456001285,0.402138853,0.347736545,0.397483324,0.530101963,0.484551952,0.689832283,0.649573798,0.583477003,0.463991533,0.700021636,0.672992778,0.490733549,0.575876682
132,0.633095007,0.619107123,0.609590343,0.635936191,0.748593243,0.891803658,0.7197857,0.45152627,0.417638907,0.671136713,0.544865402,0.455252824,0.522048063,0.623961089,0.582951138,0.655094203,0.639350416,0.945021826,0.880223585,56.66841892,0.485883675,0.652040764,0.646027019,0.535942186,0.62118265,0.657315418,0.657930093,0.682523318,47.57599724,0.875634628,0.663319797,0.466765689,0.384143104,0.761984795,0.508954914,0.422267332,0.387643694,0.43195282,0.484767795,0.419890145,0.625728715,0.698053924,0.617868356,0.446693529,0.600072063,0.81275917,0.534579769,0.63967819
133,0.607014531,0.678777547,0.678923635,0.66310651,0.705767555,0.767122366,0.626370138,0.397924348,0.447079321,0.595737476,0.489132284,0.418903095,0.554182824,0.684798763,0.701840356,0.705131599,0.58429713,0.939100662,0.965188792,41.91097369,0.54839588,0.714459747,0.562566519,0.482717478,0.626934805,0.720019809,0.75892869,0.701581326,26.58682812,0.835086537,0.710803736,0.421953616,0.433611447,0.718758946,0.474214184,0.348923608,0.343091236,0.422719076,0.570412899,0.448920831,0.564966544,0.687282206,0.711366785,0.257234681,0.656457065,0.639784775,0.46854325,0.556303957
134,0.660456964,0.599001495,0.636000571,0.673148121,0.735981096,0.960453227,0.752552239,0.435974869,0.466225328,0.750223082,0.600684602,0.536630037,0.618705422,0.649640901,0.679499913,0.785255024,0.723910264,0.991134096,0.927365241,106.535651,0.579025962,0.769150355,0.684065762,0.590028617,0.659469234,0.599422785,0.753388622,0.826006387,0.702776994,0.957477199,0.697490457,0.56011569,0.445082932,0.720862496,0.501579863,0.488979926,0.493393184,0.450165038,0.629555478,0.60784458,0.720705757,0.750511272,0.613473621,0.463021231,0.53781763,0.780294825,0.534714708,0.658804947
135,0.631941319,0.667168458,0.757176601,0.681473805,0.74774018,0.753523251,0.539533417,0.487829236,0.507765771,0.590805017,0.509555815,0.446158745,0.54349264,0.63000903,0.723388382,0.698241067,0.606609651,0.902397448,2.586115079,50.97480976,0.481684381,0.68623248,0.631750971,0.529459699,0.637884758,0.709627901,0.838729937,0.70237057,23.59990434,0.870529936,0.641445818,0.538142804,0.510069845,0.705348343,0.486866178,0.386646959,0.351237255,0.417139789,0.634191769,0.513929608,0.63535151,0.731993381,0.635632498,0.407633434,0.725898031,0.602657553,0.5065265,0.586106436
136,0.584323745,0.595814492,0.742395685,0.687096176,0.755550814,0.800532465,0.55697286,0.443685899,0.540909214,0.667332969,0.512985317,0.429003754,0.515811075,0.602661485,0.737679404,0.767329122,0.651994202,0.884685118,0.886176302,27.23048298,0.499546037,0.772640162,0.621947688,0.535901535,0.630656201,0.643984127,0.812876093,0.710811938,132.0246617,0.947050099,0.62352461,0.508333476,0.50494112,0.706542797,0.463381684,0.414115115,0.374499958,0.433478971,0.68397687,0.598243885,0.772018515,0.827285606,0.731757829,0.554941976,0.851934899,0.638576666,0.487300112,0.548014761
137,6.056623281,4.669830904,4.74072464,4.72093096,4.83124704,4.679433273,4.624917024,4.567189465,4.36835233,4.719146257,4.746913577,4.540182386,4.634504585,4.776782162,4.855288381,4.821122899,4.80878328,4.928532662,4.803635496,7.658919115,4.486937765,4.750615849,4.709095852,4.569813247,4.688276514,4.767646262,4.825508538,13.35665526,7.805153121,4.824516707,4.843424101,4.63029272,4.463075157,4.778293627,4.61466438,4.52833011,4.589098451,4.655474934,4.760095816,4.719426938,4.810634218,4.823620893,4.733090045,4.779545774,4.61326844,4.751348419,4.627253305,4.662347863
138,0.66586107,0.709769433,0.718677802,0.681573786,0.824117662,0.718071386,0.660238363,0.520491407,0.378566061,0.776713436,0.790084384,0.590244451,0.72221867,0.831849917,0.879672479,0.690528517,0.742307626,0.874108759,0.812672209,0.730760395,0.513960466,0.806664353,0.725075131,0.623376826,0.739206219,0.834943224,0.755743898,14.88431051,3.438555805,0.854280848,0.896223939,0.711209657,0.504987577,0.826114311,0.649256606,0.593515073,0.648156069,0.668719084,0.691776997,0.655904263,0.779541379,0.815742643,0.745501567,0.717882609,0.643383619,0.858333332,0.656153992,0.705800019
139,0.647489552,0.673668385,0.712707529,0.697295155,0.808761323,0.694588122,0.597404662,0.501746288,0.38830714,0.717898031,0.679918051,0.562322985,0.683910707,0.788989245,0.839591321,0.738129598,0.760474847,0.90822564,0.779863354,3.120521224,0.450660589,0.711134305,0.676350928,0.595835917,0.723443443,0.796184965,0.773781497,4.95903492,1.737823777,0.805199379,0.839439599,0.642051849,0.440415287,0.821160398,0.601461108,0.573018455,0.624849445,0.636325327,0.694149313,0.658775773,0.768729643,0.746209826,0.659999755,0.631095376,0.645199477,0.79848908,0.618737789,0.702799816
140,3.544322859,0.419951034,0.503030487,0.520074367,0.489077591,0.531843408,0.202426329,0.276525633,0.29791917,0.460099313,0.3724582,0.306539489,0.254489607,0.403968131,0.547112704,0.564074365,0.666434639,0.605593073,0.330803694,0.392467436,0.386251265,0.379413861,0.387505311,0.325914549,0.418189839,0.535559353,0.537769058,0.608893766,0.59887483,0.648183376,0.31174873,0.346886832,0.316839722,0.411353812,0.321403232,0.251727945,0.259794456,0.480894228,0.575541801,0.545108083,0.551638793,0.659443881,0.36894734,0.281991686,0.37569284,0.477154737,0.33184342,0.402624483
141,8.712201973,1.702965419,1.780925608,1.735208872,3.288851023,3.314777504,3.1009935,1.498157907,2.865631879,1.621536364,2.934059025,4.318737637,1.571703609,1.771431465,1.85978985,1.791859756,1.81559417,1.948459542,1.787201505,3.912821849,1.697028162,1.644266444,1.562775834,1.49397957,1.593803671,1.756533983,1.815264911,3.282197498,1.813178911,1.865171165,1.806882591,1.516994491,1.693987474,1.744910872,5.582240407,9.839721696,2.674697468,1.636585111,1.763657866,1.696131518,1.732940464,1.816035448,1.761822281,1.685795462,1.802512173,1.708915021,5.407064707,2.808085718
142,28.73689119,10.06815569,10.10033236,6.520022367,12.33394636,10.17879273,13.50075117,11.13375111,11.31523301,9.943117716,23.54689015,27.02898882,9.944309512,10.10189423,13.69704591,10.07697542,13.64931849,10.2831539,10.43526277,18.20299758,10.03737034,10.02503908,14.56916563,9.863682614,9.985087061,10.10082767,10.12123957,6.560554059,16.97414119,10.22471099,10.03996265,9.875189174,10.07620533,10.09894926,21.57411951,23.98912793,9.871222519,10.01763166,10.09515376,6.482997722,6.567817592,10.22272791,10.21148785,10.1347172,10.15508616,10.08364333,24.38539071,21.60849758
143,0.643239299,0.739337139,0.827480534,0.860525116,0.817325443,0.711677872,0.535052049,0.380645592,0.580440549,0.580617994,0.667724104,0.606155579,0.633441235,0.797694935,0.885199436,0.925995724,0.844838936,0.951531892,0.788487513,2.561962031,0.641858144,0.752784668,0.708109864,0.643685415,0.686257617,0.789497238,0.895311157,2.994532381,2.563861568,0.783387491,0.651969459,0.409842403,0.60845467,0.680858702,0.618313857,0.620362515,0.573885576,0.631384832,0.79279399,0.816394631,0.805979986,0.768119348,0.759824893,0.472422313,0.667687959,0.716932296,0.589814524,0.761333388
144,0.698132031,0.768116791,0.835752224,0.917845333,0.928090407,0.781318007,0.563829737,0.323562968,0.358878395,0.674485808,0.656748356,0.598554756,0.717918032,0.83565959,0.929221976,0.989817064,0.898321999,0.942730418,0.784696293,0.544070121,0.512123588,0.768215878,0.668225842,0.618660892,0.7525129,0.817525803,0.92727544,1.029148126,0.938095688,0.822219756,0.647897522,0.416743079,0.495397513,0.690929296,0.590392238,0.624158662,0.674366787,0.721528494,0.854744377,0.93622831,0.892229139,0.832974316,0.82239446,0.619194412,0.749839357,0.849257747,0.567083717,0.751956503
145,9.56838309,0.706808811,0.787537585,0.794791226,0.804525105,0.764478311,0.779411854,0.43191714,0.444766344,0.617565804,0.620149313,1.499026834,0.592056129,0.765179113,0.862600057,0.88268753,0.881860345,0.903272651,0.722028582,0.616021447,0.536515671,0.66863541,0.615532608,0.533137848,0.658308525,0.781929663,0.839190641,1.879889351,0.853375429,0.814656652,0.74280379,0.487694115,0.503249938,0.702223938,0.548060985,1.527076558,1.488552326,0.69268865,0.811122459,0.810688956,0.788365973,0.789847719,0.723209628,0.545288928,0.702147159,0.692262522,1.304329079,2.497614918
146,0.663707718,0.721918767,0.82797513,0.872823347,0.869569384,0.717971962,0.522884227,0.375627462,0.41699646,0.574864119,0.627405504,0.557776647,0.643843478,0.779129542,0.914010112,0.945765569,0.901790315,0.915188245,0.751378336,0.54259125,0.53198286,0.698929768,0.629984093,0.57324251,0.697787588,0.789353349,0.90882851,0.964201839,0.917020064,0.771434851,0.650989849,0.384464491,0.481745723,0.623483167,0.552161611,0.573751955,0.6028643,0.686544932,0.873520723,0.900372429,0.87207595,0.756431915,0.791425077,0.615320647,0.685084803,0.754106523,0.525534528,0.715128182
