fid,2021-01_lst,2021-02_lst,2021-03_lst,2021-04_lst,2021-05_lst,2021-06_lst,2021-07_lst,2021-08_lst,2021-09_lst,2021-10_lst,2021-11_lst,2021-12_lst,2022-01_lst,2022-02_lst,2022-03_lst,2022-04_lst,2022-05_lst,2022-06_lst,2022-07_lst,2022-08_lst,2022-09_lst,2022-10_lst,2022-11_lst,2022-12_lst,2023-01_lst,2023-02_lst,2023-03_lst,2023-04_lst,2023-05_lst,2023-06_lst,2023-07_lst,2023-08_lst,2023-09_lst,2023-10_lst,2023-11_lst,2023-12_lst,2024-01_lst,2024-02_lst,2024-03_lst,2024-04_lst,2024-05_lst,2024-06_lst,2024-07_lst,2024-08_lst,2024-09_lst,2024-10_lst,2024-11_lst,2024-12_lst
152,39.54760665,40.18035189,41.25108219,44.98332369,40.30001687,42.6328505,34.34574468,34.87222463,34.89982405,36.41791034,39.09721379,38.60244637,37.6458255,38.54924801,39.42914437,44.38489757,42.83450229,35.43227284,37.85494336,,31.65732948,33.67050615,35.51576042,36.88331646,36.43313811,39.11438178,42.99612196,44.74427332,43.44395758,43.24513377,32.44021933,28.30168474,31.71896361,33.16908171,36.42333574,37.4690576,35.55412148,36.52842131,41.33676067,41.36087973,39.54176669,39.9107303,,28.37642857,30.56049651,32.94832731,34.24889612,34.12921427
153,35.15676724,34.55521552,35.46695043,39.22518319,36.24919181,40.16203664,33.4909375,31.70997845,30.87757543,33.62637931,36.13082974,35.81505388,33.72070043,35.16773707,34.7943319,40.29072198,38.79382543,33.22934267,35.16381466,29.49779195,30.10383621,32.01084052,32.72189655,33.49167026,33.83317888,35.05427802,37.89931034,40.48450431,39.26043103,38.56488147,32.81540948,27.73272629,32.87682112,31.58050647,33.95172414,33.38520474,31.17966595,33.43172414,36.85769397,37.71577586,35.0006681,35.06551724,28.47348369,29.3240194,29.7462069,32.03476293,34.13969828,30.73267241
154,32.84408133,34.13855485,37.95614236,39.87134727,38.22571612,35.32018905,27.80950394,30.9193094,30.35431713,29.68316452,30.21016308,30.79894155,31.9511851,33.27184884,37.6494244,40.80499777,39.04973861,31.95215058,28.14607454,27.90595641,27.95302241,27.65238578,28.73589218,30.14944362,30.33731463,34.96489279,37.28451885,42.05329755,38.81716305,37.09127867,33.72573133,26.84128888,28.68497195,28.6565853,29.65435652,30.37336046,29.38068399,33.55908979,36.46051973,37.81488797,37.89932817,32.94638438,24.84302831,27.56154605,27.86537572,30.04390104,29.13060728,28.88160244
155,34.03235147,34.62043056,38.22650834,39.73107288,38.26704797,34.88816351,28.18219129,30.78704492,30.7627546,30.0549631,30.49583529,31.1735303,31.77486809,33.54980142,36.58466598,40.23014056,38.05702388,31.12917647,28.93170793,27.91827534,27.84977841,28.31034393,28.62391438,30.51937594,30.44822107,35.15540951,37.03688661,41.29192015,38.34010816,36.50800907,31.01329884,28.01391494,29.8510943,29.12341555,29.94120207,30.64970061,29.53058058,32.69737819,35.6027782,37.66262472,37.54287347,32.78910967,27.73339,27.13903969,27.91151324,29.73699019,29.38830296,28.56775281
156,39.71757768,41.02313267,43.63553611,47.41384163,40.81241169,41.57017698,41.49253256,32.43012544,36.91062053,40.80974519,44.17470575,39.60778354,39.12235555,38.93451294,41.39747212,47.03664376,47.54640908,39.87833114,39.98375362,33.51943519,33.86638114,40.49976203,41.98493967,39.15480691,37.00116811,40.43114011,43.44795765,47.31564479,45.65548975,43.77556901,34.91884154,39.63981203,35.81272164,40.96093661,41.75865767,38.1379617,35.72065239,39.81352302,41.70054023,42.17540523,42.82257705,39.16496947,32.0934097,28.71524074,33.42277457,38.12745763,37.88216526,33.60357173
157,39.14947799,41.13354944,43.66045678,47.3828149,40.82952252,42.22202812,43.14277379,32.84566778,39.71080704,43.35013466,44.32903205,39.35122757,39.57599648,38.5989181,40.93221002,47.21687641,47.65916213,39.38585174,40.53868903,34.87089233,34.41508678,40.75840638,41.92540464,39.93364159,36.95299901,39.396515,42.86981882,47.92323039,45.38874897,43.9264827,37.01519959,38.23754897,38.02504659,41.27080772,42.653403,38.32244,36.6735267,40.19428458,41.18454248,42.37618931,43.51429949,39.59365649,33.29902817,31.31868085,35.51526267,38.09966607,38.153554,33.55004501
158,40.85729371,42.2273747,44.5078375,47.62486825,41.78206959,42.80620337,42.30501788,32.22050597,35.96165589,40.79061669,44.78764935,40.86280481,41.29465315,39.84210387,41.51349703,47.11493665,47.44277402,40.01633781,41.40686017,32.27365345,33.62338803,41.70767312,42.42058181,40.57163349,37.94996183,40.95286076,44.87724264,47.50481674,45.31562579,44.86548071,33.84863035,39.5892593,37.02639174,42.56155857,42.84708257,39.51702678,36.84357367,40.95967498,42.09227997,42.2287619,43.82363051,39.1257795,32.37903126,29.12649383,33.59705324,38.89009113,39.01926121,34.44253765
159,36.33512347,38.09964375,40.85176999,43.1274638,39.984727,37.81785375,30.30495635,29.52634287,30.79537779,30.7076837,32.88389838,35.74657499,37.1205015,38.08894189,41.43198225,43.90521302,43.23494255,39.09025225,28.45282004,25.84362407,29.51111471,29.61601315,31.19054305,32.97724205,34.99297763,40.01471733,43.4118837,45.5897753,42.15549372,41.36868301,31.17729284,28.00532079,29.38700821,31.30389685,32.8594275,36.08629581,34.92903069,39.27526143,40.87623103,42.76778239,40.76528839,35.51503621,26.90356979,26.62416772,25.45175256,30.68720992,30.85305981,32.13879445
160,36.99262977,37.7919318,41.08904012,42.85892976,39.59310415,38.36161979,28.7750225,29.17207785,30.18410058,30.14068839,31.44562355,34.33822143,35.34827619,37.40635769,41.00348082,43.0861357,42.14302693,37.09291941,27.6905276,26.3795853,28.94503828,29.53801899,30.02818482,31.54198876,34.50729932,39.38154435,42.27052569,43.97308361,41.08643888,39.07254606,30.94748298,27.15964075,29.23899479,30.75988538,31.92224339,36.16082229,35.11234815,38.440255,40.42692685,42.07118355,40.05550534,34.74643043,25.146724,27.09429922,26.39417692,30.11267631,29.98933121,30.93598798
161,39.38387344,37.5335942,40.72209252,43.96188998,39.92514741,39.48115772,35.89085985,36.15136292,36.64447987,41.31354986,40.47471357,39.12785954,37.54677972,37.80463207,38.62697387,44.14190436,42.34293265,36.23541227,38.95637945,26.27695652,32.00733461,34.33530561,35.9746848,37.15121644,36.07948586,38.44457694,42.43973035,44.10386985,42.58643576,42.31724233,34.74355283,29.8035163,32.57904842,33.19591683,35.96323706,36.44402085,33.99094919,37.4406268,41.07756831,40.9455453,39.18621285,37.83434564,26.92569106,26.33590835,30.79310043,33.62607263,34.93280681,33.34013663
162,34.36435405,34.36776438,36.98607361,39.40759998,36.39246497,37.22278456,34.96282175,34.11130533,32.02391006,34.36121523,35.64712882,34.44670308,34.91820674,34.59918134,36.07133034,40.39900744,39.51125605,33.68700598,33.03435254,29.30632153,30.01905717,32.11255619,32.67698869,33.54792937,32.89362661,35.07303788,38.3578196,40.45003028,39.35956773,39.23379761,35.22477719,29.09279369,31.05233219,31.6112801,33.5446136,32.94325661,31.19194037,34.42924888,37.83683928,37.52408351,36.38265163,34.79470282,27.54120038,29.29720209,29.80451994,31.67684225,31.4984942,30.33564038
163,32.80968881,33.03538977,34.30966551,36.93337015,33.93026309,35.40117981,32.71899211,32.32880603,31.20079741,32.99408246,34.65310223,32.70434342,32.63021964,33.13717499,34.3116227,38.05873451,36.90531198,32.59352154,32.12203586,24.68223378,30.02560258,31.04844246,32.20276103,32.59224742,31.40988477,33.30117635,36.19634497,37.84115243,37.19070224,36.15360493,31.8602052,28.59274635,31.20258275,29.94567082,32.51907543,31.54305207,30.11276866,33.0266934,35.96967373,35.2557161,33.94535673,32.82325297,26.88334196,28.66796088,29.38075154,31.36299247,31.33584907,29.09948411
164,37.17182068,36.17780325,39.64707248,42.08353415,38.75952671,40.90842832,36.8843974,35.26312257,34.45196804,36.02868859,37.69797931,36.90939158,36.56032951,36.7725621,37.89593442,43.08685296,41.71351577,35.90665712,34.40832877,28.63480606,30.88946731,32.7259362,34.1103516,35.71709906,35.54065736,37.49769994,41.11264015,43.07391227,41.2304385,41.64773579,35.76808433,30.49531925,31.24627404,32.81027375,35.19884302,35.44291807,32.80659541,36.15257295,40.24741799,39.89891452,38.63751997,37.14574479,28.51938569,29.03041233,29.52117576,32.04352165,32.90928001,32.06021323
165,30.76435001,30.97300152,31.86886286,33.62172857,30.77543344,32.6565931,31.0029894,31.57477584,29.88627815,30.84474777,32.82897339,31.08803929,30.70041785,31.26747731,32.309086,35.50916118,33.24150925,30.72295718,29.28380157,27.0919498,29.45942866,29.44178816,30.97849941,30.48680514,29.40816402,31.10167036,33.51546774,34.96703486,33.38449276,34.37537697,30.07602696,28.46457695,30.55107546,28.96864736,30.95695135,29.57135542,28.72258263,30.87644792,33.27665061,32.89511953,31.21541785,30.43741494,27.45447405,27.70036959,29.11168491,29.9246608,30.11083882,27.48622098
166,40.13516898,36.94635926,41.85691472,43.42694206,39.58517044,41.29161186,38.20563232,33.38635001,37.26876888,40.58840943,42.81846815,40.27187127,39.1505724,38.04279168,39.60373471,44.46348814,42.52740339,36.72858005,27.41886373,,34.76403845,37.74359758,39.4425391,38.75501328,37.77572513,39.25947471,43.25756897,44.8925023,42.93738379,41.59783428,,31.5609415,32.46183241,36.37282753,38.52558302,38.38819373,35.30979521,38.42669713,41.47562394,41.0546718,40.17298417,38.50658855,32.56466525,29.5044884,30.7707495,34.92688928,36.63273675,33.69984594
167,40.16009272,37.5455685,42.75370893,43.1815607,40.29568327,42.98387139,38.7279146,33.29814549,37.28295034,39.6123171,42.51700104,40.26807639,39.39097502,39.22630016,40.28820137,44.14140493,42.77408431,39.33800361,36.35353188,29.73190658,34.10570778,37.99378495,39.37334172,38.74013513,37.45693721,39.27623697,43.54393804,44.84991059,43.14958495,42.28607795,39.2923814,32.49835748,32.57019319,36.09171331,38.05563345,38.4849516,35.10789123,37.95784565,41.24478934,41.19292167,41.18906486,38.60689466,30.24516761,31.30532181,30.93975754,34.51919273,36.44502656,33.64183259
168,39.58752011,40.35621334,43.8375909,44.57424526,40.74014486,38.51677221,30.05793322,30.9625818,31.34568937,31.18348923,33.75589062,36.95852183,38.20266371,38.0774087,40.60431386,43.17320827,45.16037654,31.84727881,28.18302001,30.3966456,29.18390765,29.55822373,33.56464865,35.55815834,37.5000962,41.66356036,44.20532663,45.06957958,42.47478845,39.65018238,28.98877112,28.77788327,29.33161134,30.20555685,32.84731141,35.88651763,35.6273488,39.56924275,41.70805208,40.07900054,39.28626342,37.7700971,29.22718929,28.58285454,28.45211521,29.97929456,32.08915858,33.22088023
169,38.40874534,39.44135935,42.77191546,43.7627461,39.18544094,38.15159358,30.21966826,30.84748923,30.49478525,30.14922281,32.51875679,35.47886611,37.23557754,37.30792043,39.46093484,42.23978038,43.49910557,32.55709442,26.66945999,28.71489888,28.7064341,29.33190938,32.58852585,34.68757761,36.86887122,40.75484283,42.28915013,43.50496835,40.70043388,38.35202746,28.42302659,28.01535292,28.23628314,29.30472803,31.49052945,34.23798982,34.50461457,38.5176005,41.2309497,38.97843466,38.93796779,35.242082,28.83277568,28.17768669,28.85630932,29.64556975,31.43669682,32.99022802
170,31.97857863,31.3217321,33.45960739,37.36211001,34.8269389,36.45185177,32.18449087,31.46242074,33.67860802,33.48125761,34.862194,33.36502834,32.4452215,32.47579467,33.4038988,37.69228008,36.68095948,31.83367835,32.35572748,29.36665292,31.57518161,31.77830569,31.81785219,32.2217489,30.70524669,32.12837917,35.72971027,37.54741759,36.90623767,36.49326265,32.66222339,28.23033172,30.6886941,32.2200189,32.89149066,31.08298761,30.02713206,32.86903002,34.91809574,35.75618518,34.71935125,32.63132689,23.72004409,29.15057947,29.68993282,32.40142977,32.13165442,28.2917174
171,35.83965632,37.05820584,41.29760717,46.70922949,40.2806541,42.75070584,39.20018293,39.58321138,39.96952143,41.46512565,42.32167406,36.78021249,37.43468034,37.38774205,43.09727088,47.41712121,47.19965817,37.58529379,37.92754619,36.94677199,33.49167591,36.53613636,36.5899612,36.59986327,34.71558389,38.35502772,42.41930894,48.40027716,45.40722838,46.03724132,35.07478197,33.68814117,37.11097561,37.73279749,40.74259793,36.21307095,34.51960089,38.4784017,40.92904102,42.79609387,43.78249261,42.15734848,33.47606615,34.39995196,35.78114375,33.52828714,32.10225055,30.31500185
172,37.0253912,38.44041068,42.37578422,46.89285848,41.02360309,42.34273103,41.14389645,37.02444204,39.05739818,41.51791237,43.27618296,37.680147,38.57518053,37.49402411,42.28651493,47.19053285,47.14086243,37.52358117,39.31923014,37.22304796,33.18598949,38.58938385,38.92852731,37.62425925,35.55924043,38.70763552,42.71115082,48.70335507,45.6872452,45.1502395,34.94670364,34.98001509,38.92197221,40.0342999,42.11767362,36.99716187,35.37529219,39.74007571,41.11980597,43.3003724,43.82353793,40.91006607,33.03902079,34.26830996,35.54932334,36.23515546,35.41275428,31.36061895
173,37.84615584,39.28812996,42.81158914,45.98440749,40.61252037,41.97694325,40.90322716,34.89196036,38.14246096,42.17732195,43.7459707,37.98730911,39.03317557,37.71147766,41.75982914,47.0468467,47.2763848,37.98982844,39.39450144,37.43377939,33.57400234,40.00193867,40.48004872,38.3774271,35.60123543,38.33327149,42.16751035,47.86511202,45.12699907,43.91939642,34.97824286,36.40776458,40.23993893,41.576803,41.84242457,37.05627036,35.58657612,39.42106182,40.29073242,42.18822671,42.70326636,39.95563563,32.23405621,34.23763137,36.134597,37.4544729,36.78703846,31.86287344
174,37.86624454,38.45775162,42.58392276,45.05752075,40.11338353,41.86807897,40.69140757,35.18820808,38.49171954,41.53314258,43.52407943,37.85701592,38.66878244,37.38027124,41.27537288,46.56234797,46.35225441,38.09424298,39.39805766,38.8912247,35.23100025,39.5021482,40.01299246,38.04288316,35.14318256,37.63987155,41.87831079,47.31788037,44.70550143,44.0565582,34.37415046,37.08842088,39.84866471,41.86821524,41.35491247,36.79464204,35.3806368,38.90329309,40.16602686,42.18782094,42.36882221,40.03974337,32.3335345,34.2528649,36.73102324,37.21515073,36.20496147,31.34630509
175,36.09903323,35.46598187,39.52471299,42.4018429,37.07452898,38.42515518,35.56664378,33.1190607,35.72315298,38.00449327,40.61646526,35.63854985,35.64777808,35.48333425,39.46291403,43.90872837,42.11096951,36.33726174,35.60143367,36.71603406,34.48994232,38.15538039,37.7197226,36.13558912,32.92966218,35.62335073,39.32424334,44.94706674,43.21555342,41.63010711,32.56722329,34.33485856,37.52258995,40.56822851,40.39494919,36.17869816,35.00817083,38.87746224,39.96169459,42.15489151,41.28669871,38.87754738,31.25898654,34.47682505,34.83334249,34.46475419,33.42925295,29.97965119
176,36.77626579,37.50302248,41.55988959,45.49981651,39.89770196,42.61191437,38.02103026,35.39981333,37.91569068,40.72138772,43.15941457,37.09243387,36.94900389,36.72359441,41.88194535,46.68324807,45.17238144,37.39717452,37.65359997,39.29456907,35.79910636,40.45628326,39.31499166,37.63605449,33.34129399,36.2416435,41.18919771,46.72974581,44.37787195,44.59642783,34.15930971,35.59199539,38.14241401,40.53954643,40.35979903,36.12774088,34.96643339,39.66561999,40.51927953,43.13449599,43.09674239,40.82849233,32.63976249,32.60645405,37.51720788,36.3769235,35.41611963,31.29781952
177,36.79418086,36.96509632,41.67676007,44.88182296,39.58703232,42.02742079,41.58269225,35.72626811,39.20237064,40.58753542,42.24157141,37.40959879,37.69471581,37.14644006,41.30027543,46.53770578,47.25485273,37.12335456,39.050847,40.26036459,35.24853208,34.8889715,35.24199491,36.68656424,34.35695431,36.31477631,41.95727591,47.27427639,44.35739373,45.04473014,34.11624423,36.81755931,37.87232447,39.55152205,39.77368731,36.94367298,35.87553733,39.70502627,40.5381452,43.58983761,43.18880592,41.45224168,33.12131985,35.88877726,37.72013851,32.25662633,30.95316829,29.24069893
178,41.03377877,40.0296897,42.286789,47.18293848,40.82184664,40.07598657,36.20557257,32.23707211,36.68784661,40.80449947,43.09397353,40.56742342,38.25127075,39.37886242,40.8299558,46.74586983,44.58018348,38.59066194,35.10696684,28.33662442,31.84128242,37.71874413,38.93845363,39.06522426,37.54059422,39.56360765,44.36642131,46.37777404,45.0901238,44.15422588,35.73174426,30.44985571,30.98709355,33.63657879,38.32313654,38.9114456,36.07956116,40.654291,42.1627885,42.53881539,42.50577916,38.32707933,27.62081089,28.13225645,30.24033404,33.87700729,35.99710838,35.3470942
179,41.51890146,41.08877702,42.71587216,47.42162296,41.11314502,40.15410223,37.43303634,32.14640975,38.2427975,42.95729069,44.29962093,40.24857213,39.18440071,39.80488337,40.91615422,46.88452686,45.15830384,38.39302158,38.84092457,28.98664038,32.91496643,38.71384022,39.90752629,39.90939277,38.26444334,40.56153688,45.02984165,46.61301887,45.09390734,44.86646285,34.77144633,33.43501483,32.57914501,36.583265,40.33558707,39.80456281,36.79905204,40.75917987,42.32578628,42.50570884,42.85142906,38.4616141,28.75879138,28.04191634,31.2918087,35.34304713,37.10043489,35.64173401
180,40.42600598,39.48882513,41.97787919,47.16837337,40.98400546,43.227362,36.63054783,32.09470214,35.25031281,37.56392252,41.58232795,40.19544167,38.55943171,39.29284709,41.21081487,46.60475729,43.05278666,38.19780892,33.64283193,28.81845652,31.50533998,36.54756204,38.17512235,38.56302499,36.70285426,39.33751239,43.78454632,46.23173121,45.14416483,43.70602812,33.81835795,30.33830467,31.09846029,33.37778807,37.81542271,38.25613133,35.72558837,40.10110995,41.51574152,41.55375395,41.57137093,38.02217893,28.8140191,29.04073665,29.42843872,33.9187241,35.95789859,35.42378985
181,42.49961925,42.57844887,47.41479043,50.77712137,45.57288086,39.98112708,39.22064768,28.01143999,32.33179887,41.30751194,41.45453779,40.08344284,39.72270544,39.53654466,44.07602687,49.06796724,50.04693077,35.89947284,31.08839191,28.95844648,30.10147525,32.80242691,39.86522475,40.0057345,39.32263045,41.80148596,45.16281436,49.00446324,46.76036022,44.81683926,35.33875508,34.0188575,30.52265188,34.32113869,40.22016471,40.63808195,38.15377807,41.72691381,46.30335625,43.63233808,43.68828773,42.11058117,30.72644828,,30.29000536,35.42031558,38.17577155,37.2550404
182,32.33449726,32.60341634,34.86950198,37.43833428,36.35184493,31.76438974,30.75142237,29.91547067,31.58342011,30.93541785,30.64634031,29.5265931,30.40156763,31.96473307,34.58551405,37.07236182,34.97652707,30.3811677,30.67198453,28.77063384,28.51853424,27.70703452,29.71463309,30.20977363,30.15501415,33.39300698,34.39621392,39.14277872,36.5134635,35.26858895,30.30294095,30.05370873,29.98632522,29.96510658,30.92694397,30.27642143,29.05924354,32.14263535,33.24779287,33.98185814,35.44235239,30.1339502,23.39950387,28.37692699,29.05294661,30.19207885,29.73070553,28.38595171
183,31.32297628,29.99405509,34.01792655,32.03174445,31.14398623,32.70545524,30.59781943,35.23376435,34.58856159,36.93254017,36.3300306,34.79084162,33.02825555,32.81084162,30.67436113,33.62071155,32.97293803,30.83332058,33.47726855,31.99768171,36.29497322,34.65560061,34.53364193,34.00260903,30.98834736,29.33316756,33.91803366,33.75159143,34.44051262,34.84319051,32.03442234,30.63117827,33.09694721,35.56444529,35.373443,32.64944912,31.81172915,32.14762816,32.01399388,32.21604438,31.70438409,29.75399388,28.3734736,34.08008416,33.00349656,32.45231064,33.45192808,30.89778883
184,33.00746515,30.20116603,34.0491128,32.2543346,30.2339417,31.71485425,31.06143219,34.04306717,34.58494297,36.41020279,36.24812421,34.71873257,33.24801014,32.90609632,30.68072243,33.87885932,32.99139417,30.27607098,33.18901141,30.01149556,35.33659062,34.5542839,34.38092522,33.95444867,31.73041825,29.49121673,34.05609632,34.2947782,34.20726236,33.83839037,31.6252725,31.37430925,32.52239544,35.65586819,35.25173638,32.83552598,31.56614702,31.64681876,32.21746515,32.45529785,32.07959442,29.68532319,29.03722433,33.12575412,33.15624842,32.88562738,33.17234474,30.7548289
185,31.55029795,29.20687151,33.12476723,31.30992551,32.59757914,33.92715084,30.0494041,35.66249534,34.53210428,37.73394786,36.08001862,34.13703911,32.46687151,32.18621974,30.16424581,32.9890689,32.53545624,30.41499069,33.16303538,30.54832402,36.01962756,34.22487896,34.23011173,33.65366853,29.94456238,28.44389199,33.19230912,32.60065177,33.93728119,35.84439479,31.73409683,30.20225326,32.59297952,35.07523277,34.91158287,32.03925512,31.41288641,31.80735568,31.31331471,31.57808194,31.5744879,30.06558659,28.00376164,34.17504655,32.42623836,32.07519553,33.07307263,30.50769088
186,30.97236952,30.19943981,33.68978079,31.95883438,32.11380828,33.27414753,30.79921886,34.71935108,35.29184064,37.41912491,36.31662317,34.256992,33.44935282,32.46902053,30.71601079,33.50501914,32.88630132,31.04728253,34.10628045,31.05363779,35.30252436,34.69833681,34.9249739,33.81509569,30.69628045,29.3456785,33.68074461,33.52995477,34.16082463,34.62399617,31.24730515,30.62884134,32.52765832,35.95398051,35.4739492,32.72517745,31.14624217,32.34704767,31.98542797,32.17251392,31.99551148,29.87339422,29.99680759,33.76376131,32.83443459,32.79770877,33.06012004,30.70261134
187,31.62966898,30.58709557,34.30402029,32.36866524,32.65678057,33.36167112,31.11118526,35.28841965,34.93530699,37.29429258,36.64312333,34.88821676,33.23852109,32.99382274,31.01438868,33.91261612,33.16388147,30.80977576,33.84817405,32.1006567,36.11420715,34.85129204,35.04582488,34.20235451,31.10341164,29.65292579,34.19181527,34.03400427,34.57431393,34.51751735,31.36802456,31.0027496,32.94892152,36.16106247,35.60035771,32.88679658,31.83294714,32.47286172,32.35116391,32.52666845,32.11516818,29.97324613,29.93583022,33.94277096,33.19164442,32.83219968,33.52651895,31.07608649
188,32.19776134,29.60500986,33.69446746,31.84105523,30.72798817,31.61006903,30.76719921,34.13744576,33.68021696,35.80377712,35.67658777,34.39629191,32.58926036,32.7738856,30.4818146,33.67980276,32.98500986,31.21363905,32.7256213,31.59452663,34.43938856,33.86428008,33.81259369,33.59343195,31.08752465,28.93882643,33.56910256,33.91067061,34.04877712,34.07882643,31.93481262,30.74993097,32.20747535,34.79167653,34.62749507,32.49675542,31.38380671,31.40294872,31.99977318,32.4967357,31.70093688,29.59238659,29.06422091,34.07369822,32.21426036,32.06253452,32.93255424,30.5878501
189,40.52846764,39.01640097,43.68467964,47.07625556,42.44844119,42.23613966,35.90028152,34.16012234,30.58423637,35.31155502,39.82653592,39.230687,39.56857723,40.1922553,42.97913475,47.9043285,45.97415348,36.09535166,34.35530853,27.87716043,31.42681073,34.64437202,38.2531025,39.13747522,37.69527962,40.80045658,44.16615487,47.68762133,44.30794324,44.13618603,35.23833486,35.53602633,31.89611416,34.13046364,39.62461876,39.45440084,36.84042695,40.23423233,41.62407338,43.6512128,42.14840347,39.75173776,32.16100462,27.69742424,29.79644684,36.36013445,37.51839764,35.82245933
190,40.65188018,39.28505206,43.92322225,47.58020853,42.45901816,42.68666964,36.89251888,32.78825619,30.98939162,35.58693096,40.03977012,39.34133738,39.63709308,40.18799763,42.97294274,48.35407828,46.7337621,36.44550589,35.93200896,28.73943861,31.70758277,34.33325814,38.84811079,39.40511963,37.84729588,41.37086942,43.87716173,47.82299331,44.53623884,44.69530615,36.04202115,33.21371538,32.76792851,34.70641317,39.93160019,39.60647818,37.09048835,40.75914249,41.51696291,43.59424216,42.25110335,40.13307004,33.51077272,27.3872463,29.87102048,36.15330076,37.36332673,35.501105
191,40.72057504,39.80278618,43.72437515,47.25928451,42.74856064,42.64991727,35.51373449,33.27459069,30.49608167,34.20661905,39.95809091,39.45953323,39.38406939,40.04693639,42.75311886,47.43199931,45.54510932,36.4364307,34.19872782,27.36607899,30.65860472,33.46651752,37.36720614,38.36360536,37.87615538,41.32440777,43.87072084,47.92107712,44.0197817,45.95674246,34.94571269,34.22735889,30.72986009,33.42688841,38.64145906,39.17563774,37.00828047,40.85623772,41.60083573,43.52723124,42.10707417,40.21202732,32.34375364,26.87043843,30.63059658,35.43562679,36.68472903,35.39147532
192,33.83895472,31.51196385,34.82844606,33.42076206,34.20091858,33.40069126,32.3206293,32.08634805,33.82598658,34.24286007,35.14158189,34.42625489,33.42517421,33.0788951,30.64618036,34.09217626,33.81778088,33.24199553,29.61733066,,32.98623253,34.17499721,33.76031116,33.21885411,30.59701696,31.20453699,34.68957146,34.07833613,34.50871809,36.49974101,30.89039128,31.95957689,33.34433203,33.98866592,33.99120738,32.2549823,30.7598379,32.5809074,32.19209055,32.26463015,32.14455934,31.76354947,29.99153637,31.63432122,31.91948702,32.83495994,32.65134526,30.76740265
193,33.09538149,31.27481519,34.21318752,32.87503561,33.48137335,33.0691726,32.10767379,32.13221431,33.9160529,35.27656155,35.40730756,34.48843676,33.33514073,33.017745,30.28937945,33.83545948,33.14007121,33.03006782,30.07577933,31.37299681,33.26527636,34.24975246,34.14706002,33.50210241,30.77186504,30.01756867,34.2425568,34.08983384,34.97151238,36.06931502,32.44779586,31.88196867,33.19102747,34.31218379,34.35161072,32.44018989,30.10768396,32.71812818,32.17927772,32.27456765,32.14008138,31.87161072,30.04350908,31.01427998,32.50581214,33.44995592,33.01948796,30.67126823
194,34.45679441,33.67591899,34.09151218,36.43020202,33.99450782,34.96562488,33.13185878,32.13099044,32.01359675,32.75760745,35.86179441,34.66641018,33.88321747,34.03268469,35.15859576,37.97842345,35.29145375,34.48007724,34.03954446,27.41120249,31.2774797,31.29475144,32.96832541,33.92349574,31.97726183,33.6107754,36.84733016,38.04335017,36.69846504,35.41033175,35.36508325,28.49380914,31.56464623,31.12024262,32.95453753,32.95748069,32.02972371,34.32751634,36.18716181,35.19866112,33.42608041,32.42613422,26.31696052,28.76095746,28.30731524,31.33855912,32.01664587,30.51679937
195,41.23130661,39.59527036,42.91344222,45.60950251,40.36926255,40.69695841,38.52384863,31.8509825,36.65749567,39.83434427,42.88815475,40.75761726,41.73603093,38.45661118,39.64873454,45.49947546,43.88533255,39.45060753,34.13,32.99484963,32.64517026,37.90725732,39.71241025,39.74070255,38.88921955,39.01151236,44.31729177,45.24675428,43.95966503,39.68994544,31.85626383,35.71004808,32.567249,34.40627436,39.15130615,39.41022424,36.23110179,40.67067966,40.95827011,42.54285249,41.04053795,39.83273204,31.78419069,39.08148891,32.38329542,35.12167349,37.18669371,34.80746908
196,40.58523349,40.03423856,42.76937073,46.17856887,40.36545692,40.78138398,36.26470283,32.29146734,35.84234144,38.9626857,42.18933533,41.118946,40.88451518,39.0973078,39.86926579,45.81232275,44.03968654,37.59752743,40.36419249,34.12862078,31.65382476,36.09867887,37.8091809,39.72212361,37.98762108,40.40814758,44.58437664,45.6152139,44.10684027,42.0468475,32.83953634,32.12882201,32.55630808,32.92783024,38.85691026,39.25902168,35.63074433,40.75049869,41.95778048,42.89033143,41.57231462,40.31301307,31.77970931,38.86302425,32.93149407,34.59908255,36.73589519,35.52680993
197,40.99998375,39.27315957,42.88907912,45.5029606,40.29180959,40.69140768,38.30486321,32.37399887,36.24782763,40.45372098,42.70297354,40.37730269,41.35315692,38.21114836,39.53347427,45.26250033,43.48316388,38.73511805,,,33.52948136,38.39219492,39.83762071,39.64017741,38.44932385,39.30097957,44.10268404,44.94252752,43.33381649,39.43907813,32.6555004,35.14683678,32.47914909,34.16402209,38.91010877,39.21136225,36.16103727,39.88159139,40.82664014,42.15974765,40.33656088,39.51293673,29.17397623,38.78328691,30.8852172,34.8710134,37.0646276,34.64748209
198,41.2740304,40.72845006,43.04608194,46.03103954,40.87471352,41.33539599,35.05301955,32.18849038,35.54748718,39.95732623,43.62507475,40.80030133,41.75118539,39.10367979,40.07930493,45.85412299,44.19667247,39.46499129,38.80215122,34.20849501,31.94792772,37.32904906,39.64460833,40.35166791,39.27518791,39.9511386,44.84899315,45.56677021,44.24307498,42.31822224,33.62215342,34.55861234,32.43060448,34.25181343,39.49797567,39.65673038,36.45056366,41.22649078,41.41216487,42.89607513,41.76157516,39.61609073,31.98729931,39.99382651,34.89366602,35.12851328,37.36263278,35.48337432
