fid,2021-01_lst,2021-02_lst,2021-03_lst,2021-04_lst,2021-05_lst,2021-06_lst,2021-07_lst,2021-08_lst,2021-09_lst,2021-10_lst,2021-11_lst,2021-12_lst,2022-01_lst,2022-02_lst,2022-03_lst,2022-04_lst,2022-05_lst,2022-06_lst,2022-07_lst,2022-08_lst,2022-09_lst,2022-10_lst,2022-11_lst,2022-12_lst,2023-01_lst,2023-02_lst,2023-03_lst,2023-04_lst,2023-05_lst,2023-06_lst,2023-07_lst,2023-08_lst,2023-09_lst,2023-10_lst,2023-11_lst,2023-12_lst,2024-01_lst,2024-02_lst,2024-03_lst,2024-04_lst,2024-05_lst,2024-06_lst,2024-07_lst,2024-08_lst,2024-09_lst,2024-10_lst,2024-11_lst,2024-12_lst
1,40.74393959,41.6931001,45.32492833,46.49436999,41.91604028,39.36044462,32.82122409,32.55634195,34.77481422,37.41618993,40.21397078,40.30677828,43.66344087,39.46489121,42.67948272,47.53485291,46.96700217,35.77682606,27.24973115,32.99523101,33.58731807,34.37270444,38.79673485,38.84955262,38.42085528,39.94344126,44.75085726,48.15310839,45.81094373,43.44275538,34.90157275,36.38093425,34.93161027,36.80687581,38.90641224,38.51335637,38.06844738,41.36006792,45.16240039,43.12501125,45.38399289,39.40391076,32.11891451,26.41393195,28.84824442,35.17116762,37.11231787,36.69251925
2,38.60435181,39.08858831,43.30524853,49.23803896,43.28358974,41.20406675,38.91291076,29.97555663,36.8171666,40.44856754,40.31832975,38.00049921,41.12800244,36.92455164,42.07844363,46.10088598,46.96227116,37.57525355,35.85347658,28.46781074,32.30791362,35.17442344,39.00507879,38.23259275,37.78502722,40.08368214,43.23221601,49.08713365,45.15164661,45.97239149,36.65790646,34.59250466,33.12930239,36.38678914,38.18017261,36.62856897,35.54056797,39.53270233,43.54461825,45.34556869,43.29851167,43.25130927,34.71605716,26.49467569,29.54556797,35.92899585,36.05248317,33.06272597
3,34.70458499,32.62041384,34.92626529,33.78895098,32.71750214,33.95629101,31.96486807,33.0739124,32.99625049,35.53264204,35.91065155,35.02304809,33.84414387,33.61202323,31.83784039,34.6470883,34.14475177,35.27440807,32.52655797,32.48588587,33.4442296,34.30193516,34.11428961,34.26121035,30.476556,32.15756137,36.12078326,34.7920731,34.45110981,35.50409555,31.00365755,30.87601044,33.02523965,34.79058452,35.19298963,33.56902891,31.50881069,33.82992518,32.82530356,33.27101473,32.1607817,32.58868911,30.42618892,32.76265368,30.63229545,32.77711246,33.58076767,32.19026966
4,40.11676719,42.37350806,44.91512366,47.65893011,44.28405138,40.50427318,39.64749082,34.59553135,39.27494814,42.79416786,42.60896761,38.92906335,38.39194511,38.43483485,42.22921573,48.4066531,48.37311313,37.03969284,39.95821605,35.25084331,32.99742301,35.04350008,37.99162438,37.70310037,38.15278602,41.89637945,43.6810667,50.3955162,47.970146,49.14867002,37.84096139,36.5127206,36.62623424,41.06504069,41.18574198,37.20150551,36.68970321,40.50651428,44.91891734,46.0044112,43.63052258,43.81962103,35.3420209,33.24706393,32.47527445,36.14620153,36.20588798,35.26743099
5,40.98517467,42.24712733,45.92248862,46.88883022,42.9179967,40.51423248,33.16936106,34.00519743,34.57080508,33.58383364,37.22754495,37.8755206,39.54945266,39.09983273,42.36565316,46.29904301,46.63856111,33.26298703,31.98262127,33.11666724,32.80830337,31.86050353,36.00511208,36.17325159,39.11984354,43.48735947,45.9006122,47.66785617,42.67070096,42.13373521,31.93037153,27.87060604,31.23159479,31.8175091,35.88862767,37.12968594,37.00171655,40.60607476,45.03796711,41.77916875,40.15605883,39.83303425,31.60137346,30.16782901,29.8028317,32.67833807,34.51362711,34.18796029
6,37.28912144,37.64754534,41.93299976,44.40331859,43.34185818,41.34110211,35.50403246,33.65482357,32.92070196,33.76120555,34.46254687,36.01470244,37.48566981,38.48147096,41.50884174,44.05315969,42.72530981,38.8309575,28.366,,31.54459117,31.86621015,33.07210351,34.24067542,36.69123107,39.73066079,42.21530266,45.61183062,43.02887645,40.66736296,34.91099289,24.72938936,30.58610262,33.43912722,34.20600191,36.73687468,35.17704822,38.8045517,40.99891694,42.09115826,40.93555854,37.69251319,,27.78244161,28.07016945,32.85209262,32.57731566,32.04848515
7,40.07772275,42.37068113,43.58252534,47.10350702,41.07986573,42.46146452,43.10762404,31.55546239,35.9761035,40.41387693,43.32338876,39.95522941,39.11470567,39.08544105,40.89394362,46.49695714,46.39534412,38.59289614,40.79931887,34.92434377,34.5770016,41.52108572,41.92107416,40.22608572,36.35548284,40.70129379,44.20968344,46.51537524,44.77533167,43.96004535,33.20693758,39.24755913,36.432825,42.28403166,41.63103148,38.39576205,36.09356304,40.8576356,41.57956518,41.99202472,43.55896319,38.48265517,31.62086431,22.03714674,33.81982305,38.59936333,38.92303841,34.80216166
8,38.25378636,39.69482533,43.50389505,48.63090047,43.15956949,41.57984533,38.65785368,32.53119817,36.1507546,40.04557539,40.81167296,38.09363368,37.79704203,37.50299316,41.72099356,48.30433578,47.46304424,39.3017422,38.64725544,32.17826518,30.14429946,34.13736442,37.02578852,36.34519284,36.48909867,41.78263814,43.08704742,49.63560377,46.97882567,49.4136439,36.47642705,35.77731788,35.20520703,40.69521242,39.68863127,37.41932287,36.27162812,40.81870477,44.12220961,45.80301076,44.60103669,42.88396969,35.75773959,33.42515838,29.85027443,32.41411755,32.14212163,32.96905128
9,40.35074275,40.44105042,42.02248852,45.22034718,40.03582449,39.8940318,39.12565312,31.95355277,37.38222776,39.86186627,42.31682404,39.64983209,40.09877377,38.16863302,38.83074473,45.01135414,43.4397111,40.20950911,37.65198528,34.72114167,35.55822164,38.50106227,39.88432565,39.66814016,37.27084646,38.63809521,43.83611388,44.0947548,43.08520865,40.56989432,36.53127809,35.1012292,34.7702568,37.00253494,39.33981876,38.94529458,35.93795792,39.56927996,40.16676527,42.00502395,41.63668477,38.1830841,34.95036644,39.30690168,36.17068448,36.08126969,36.62559287,33.13622055
10,37.61728353,38.80636644,42.45039975,44.73593114,41.63079354,40.41787719,35.76185631,32.81052604,31.40493698,31.58680597,34.62483605,36.94577328,37.52542076,38.88554705,42.20127259,45.43521069,43.71732927,39.05029484,27.52962927,26.27532116,30.60346476,30.34683431,32.78551374,34.99066526,36.43436047,41.27486762,43.6680629,47.40023493,43.87824612,42.05527334,35.19066874,28.71372397,30.44544761,33.34355774,36.68727732,38.07232045,36.0095207,39.99774593,41.47212306,43.33551398,41.5421059,37.15976259,26.53873676,27.63206545,29.57915749,31.54886538,33.28709782,33.83259988
11,41.28654269,38.93747775,42.60926272,47.32742226,42.74320514,44.21706241,36.6110823,33.72793045,31.90614493,34.72679815,41.17925283,39.83510603,39.51879793,39.99524118,41.44958136,46.38970058,44.48386661,37.83423525,38.09953132,26.23650899,31.44394407,37.19200198,40.20252115,40.37326448,37.88686957,39.94135589,43.56154708,47.41718602,44.20757389,45.28845951,36.22701297,35.08375618,30.51108505,33.70097791,39.63171025,39.34707724,36.93016097,40.50620262,41.53051478,41.33470772,40.3924349,40.60465993,34.02743567,27.68383338,29.37339963,34.39222668,37.10241292,36.80628942
12,39.18163051,40.60233671,43.38039889,48.2064148,43.34917329,41.13510484,37.99360328,33.39626657,40.32609785,43.70012051,42.70469872,38.69755724,38.13008918,37.12050615,41.3232791,47.28883225,46.79062063,36.91467944,38.94449024,31.93953001,34.03280309,37.32328392,40.53231863,38.37090022,37.69882984,41.12402627,43.51661967,49.43905037,47.17756568,48.97805013,36.54745722,35.98057243,37.21844661,42.61429381,40.23959749,38.52451555,36.54527597,40.73962401,44.03029284,45.34240781,43.73546879,42.06078212,35.60106291,34.77234973,32.64581104,38.02581104,37.2500482,34.18244878
13,39.93000774,40.49219037,43.02933693,43.72005256,40.25350832,34.50202539,28.09555487,30.34420711,31.9022625,30.79053155,33.35090245,36.85778119,37.84822559,38.42641204,41.27454684,43.08677657,39.85095342,33.98376203,23.68754917,27.93077354,28.89935308,28.35921565,32.20081302,33.62386306,36.95008874,41.05541561,42.89836371,45.40617448,40.49405853,37.80018864,30.07552802,26.60475368,28.7097943,30.61136619,33.66099506,35.19303229,35.58469042,39.13160056,42.11761008,40.11029035,37.53949689,36.36041891,28.20486518,25.55580701,28.79155187,29.34094819,31.69095888,32.44558514
14,38.01970674,34.68857684,36.88658653,36.74130075,36.90926728,36.23121532,35.79995509,33.86953476,32.45901453,34.42863496,36.9496812,36.55546543,35.92528137,35.91423426,35.29785381,38.03646235,36.82373492,37.5720731,34.41327614,29.80865588,31.59154646,34.56131308,35.2460229,35.99346631,32.94797446,35.23841039,38.5701638,37.0904967,38.39236196,38.13473096,35.68493791,31.35560282,31.37406165,33.84628358,35.89791193,35.51459709,33.40473007,36.67592514,35.79676706,36.09274417,34.64299692,35.47561867,32.9186629,33.81861212,30.1375798,32.52858388,34.61053545,33.22272678
15,37.81966081,38.66417556,40.95784711,41.34176928,37.9488727,38.92000208,36.59006414,33.30971243,34.87419064,38.97726561,39.84903406,39.17800127,37.29079822,38.92261427,38.57109381,43.95262521,42.13403759,39.10756189,38.1893131,,34.17886896,37.93391747,38.7379163,37.48297879,35.9299773,36.9816392,42.65832704,42.36350549,41.79753989,41.26048726,32.64274313,33.13509514,34.9308342,35.72322927,37.79538686,37.9392617,34.3998194,38.53366394,38.56206183,39.91390058,38.42427603,37.09937435,32.99963673,31.62592487,33.81708155,36.10849878,36.46964213,33.53183003
16,40.74061158,39.16559562,43.95879624,46.27048701,42.92694523,40.53404507,33.09499781,33.78992113,32.58288764,33.23206948,36.503918,38.64244945,38.64579593,39.19863474,43.40749859,46.66462535,44.81751299,36.76057277,28.82233662,,31.92212019,31.42261095,33.65009264,35.44680626,37.63742911,41.75148607,43.50871299,46.6936795,44.25199687,42.8613903,32.68365383,,30.11779718,33.54869922,36.10214397,37.67061847,37.04398435,40.67182786,43.18281127,44.63583161,43.82335712,40.41414022,,29.70508909,28.19498153,31.9630554,33.34153803,33.29479249
17,39.85570302,39.16762451,40.89703293,45.38069247,40.49360818,40.81363203,34.40718426,33.48784096,32.64670549,35.27819958,39.76954141,38.80901128,38.45131157,39.04283133,40.22598092,44.88461066,42.7813987,36.09998808,37.1310731,27.91640449,31.98031276,34.36716408,36.09850775,37.42593506,35.72399248,38.78584701,42.88412455,44.73071907,42.95947446,43.59477667,36.03048244,33.84248831,31.33553976,32.27611942,37.51366688,37.78842429,36.11030817,38.78110153,40.28423461,39.89504081,39.36533706,37.56740622,30.13261872,,29.56768321,33.81919013,35.81259745,35.79026048
18,39.47810111,40.70901313,45.37446821,44.22673623,41.0639294,37.44701438,29.67505073,30.22409956,29.6163256,29.79161705,32.60815381,37.35149367,38.63098995,38.72294142,41.52714083,43.16741209,44.43943275,33.6659487,26.18345469,27.79517442,29.12935481,28.98395279,31.617804,35.35293354,37.76027101,41.23266955,44.05968331,45.30457311,43.28526165,40.41034735,28.30290004,29.27348884,27.48946575,30.44281336,31.51811552,36.9684838,36.09388643,40.33852283,41.63233612,40.46464724,38.62407617,38.35329085,27.16791285,27.68716706,27.95700749,29.26325884,30.83599931,33.50608378
19,37.46227194,38.76690153,43.2039956,47.7383225,42.4241862,43.45873587,37.95988268,34.64049874,39.08264879,41.01957171,42.12393073,37.71061949,37.23352133,37.80090775,41.9543033,48.52586567,47.85185981,38.63544414,37.62662662,32.70563758,32.68217361,36.46253575,38.40320402,36.61286505,35.8749901,39.8369615,42.49994738,48.53351396,45.5197913,48.04489777,35.10190231,36.65205866,37.48828149,41.18779215,41.30652756,36.54599697,35.20136085,38.73027749,41.38716577,44.29116122,44.55252902,41.09378029,34.58712231,30.84463816,34.09027622,36.38568969,35.5638916,31.69543164
20,37.99026271,39.71555888,43.77499173,48.07280482,42.85059842,42.43750759,38.34657565,33.79097493,39.43358962,41.68759323,42.32942696,38.17886951,37.75561256,38.21069068,42.51808064,49.04018082,47.982909,39.99506865,37.87243408,33.91676008,31.69903545,36.19087903,38.36574844,36.96549755,36.27339984,39.54461702,42.16459046,49.45801921,46.07565284,49.1895104,35.35919111,37.76254865,37.45382113,41.29434176,41.86963243,36.54540055,35.6487847,39.33816697,42.00160543,45.05917625,44.75795083,41.62365478,34.90045997,30.57699681,34.10356363,36.00527639,35.32642098,31.92985303
21,38.03707305,39.89134442,44.11368456,47.61855791,42.9299619,41.47091049,37.60465655,34.84500073,39.37390572,41.47867415,41.3215312,38.15924207,38.70535459,37.95496085,42.3593328,48.96854096,48.31986165,42.18854678,37.27986359,34.02575398,31.60942304,35.22877569,37.64801953,36.41378917,36.42078247,39.67958463,42.60120736,49.59782307,46.49956365,48.57654032,34.77635273,36.68363532,35.82113504,39.91464961,38.81338817,36.22897102,36.22006409,40.47696198,42.34603132,45.19314311,44.35982517,42.15968149,34.99223295,31.43098216,34.44965647,34.64777867,33.69339914,32.59408395
22,37.56331136,39.41043133,42.95582353,47.71661543,41.82236384,42.65184684,37.71752332,34.29680046,39.49833625,41.29263136,42.30524711,37.59592642,37.45248231,37.56067218,41.65577944,47.9705642,48.04163269,38.32831649,37.77205552,32.6225628,33.30852599,37.62546451,39.27598566,36.82369157,35.94881355,39.80911467,42.38404222,48.01360024,45.13324277,47.41098516,34.66939836,36.42285813,37.5671384,40.87926953,41.1157739,36.62927727,34.96855356,38.61153007,40.94997428,43.59972266,44.64171519,40.51946485,33.79099475,30.85783138,33.35757572,37.45438083,36.56173889,32.03804482
23,38.62935944,40.37273916,44.3813609,48.76619922,44.41442342,44.12446681,39.18284862,33.92948823,39.00082225,41.37856239,42.25796663,38.51561438,37.98020969,38.46377026,42.79397324,49.43933117,48.70825471,39.73899297,38.11488424,35.2527162,30.93943811,35.99650242,38.63488592,37.41739606,36.61005991,40.40666116,42.63767043,50.14116045,46.53893698,49.45872925,36.77990789,38.60402839,37.98765839,41.67136958,42.44113413,37.20709006,35.8643929,39.05095523,42.29752429,45.40634648,45.37797279,42.20492091,34.25636636,30.40920051,33.2660234,35.14820656,35.0401621,32.05518212
24,31.71019029,28.10411513,32.06705519,29.891451,30.8840961,32.03870599,30.29127022,33.8106803,33.59009039,35.07431494,34.95066127,32.90512845,31.73524263,31.2137726,28.80503806,32.29375833,31.4005138,29.77220266,32.06506185,31.14363463,34.88344434,33.00391056,33.31661275,32.4033254,30.00104186,27.09185538,31.92210752,31.61952902,33.09578497,33.45940057,30.9374548,30.03014748,31.64715509,34.23668411,33.69117031,31.36705994,30.18760704,30.54954329,30.16203616,31.06085633,30.45805423,28.96470504,26.94477165,33.64775928,29.69765461,31.30838725,32.36264986,29.69113225
25,25.51941463,24.3519187,27.22685095,25.68152846,25.80200542,28.37059079,27.99327371,29.89768638,30.17755556,31.33220596,30.20894851,28.60580488,27.36874797,26.12810298,24.3138103,26.51371274,29.5139187,27.93705691,26.75408588,26.29358808,30.34307317,29.87822764,29.96469919,27.62511653,25.78441734,22.43110027,26.51113279,27.86732791,30.6877019,29.00641192,29.96861247,29.32110469,30.8181626,30.89674255,31.37639566,27.5457561,26.94323035,25.86530081,25.4217832,27.66957182,28.53252575,26.88298103,27.43362602,29.70662529,29.38051325,30.65316531,29.31012466,26.61307317
26,29.49764856,27.12305374,31.48201024,29.59829116,28.72855274,30.47506966,31.68967586,33.54078505,32.6596588,33.58864089,34.03713961,32.36354279,30.66982371,30.52047768,28.090853,31.43999147,30.81043503,31.11835087,30.92492465,31.10374467,32.68580324,31.96487916,32.47767131,32.02904464,28.51357407,25.34109753,31.0397242,31.10390105,32.23789025,32.61685243,31.32090134,30.13915269,31.42284618,33.39062838,33.00848166,30.38671879,29.34705715,28.96722206,28.50966733,30.5124936,30.78378732,30.95732158,28.33827978,33.38741257,29.87344328,30.56285471,31.46414842,29.23550185
27,28.98437423,27.04312953,31.21924634,29.84969498,28.55926686,30.29804541,31.2071878,32.76852301,32.13466694,34.11912324,33.41725619,32.31007113,30.40343592,30.20957872,28.51322254,31.66417043,30.96251539,32.48405143,30.80979483,30.73563808,31.76179592,31.91334701,32.10350568,31.69564492,28.13846122,26.3845411,30.54710983,32.13582957,32.23231022,32.22471892,31.26434551,31.07856791,30.63554507,33.25920941,33.38898099,30.36979483,29.16608672,29.52631514,28.96812885,30.69755027,30.5448174,29.48933388,27.56240596,31.24310217,31.25470661,31.06204623,31.26806046,29.1822131
28,39.26197331,40.47565895,44.27166982,47.47660487,44.98622343,41.07055267,38.81777397,33.48863604,38.39954771,40.58321091,40.98248819,38.08743623,40.96264053,37.48993741,42.05033656,47.87634152,49.26060227,39.58214691,37.22518186,31.06184932,33.01235475,32.49205361,38.43874232,35.96385687,35.05548418,40.45900094,42.31479216,48.85943788,46.4897957,46.11433869,38.15397969,32.939641,35.00164265,38.20687293,39.13691545,36.97638758,34.26283066,38.71231814,42.5508479,45.84962093,42.56397615,44.15403519,34.83774327,31.08592466,30.75168753,36.79434695,35.9848205,33.68964573
29,39.47246495,38.24801058,42.09953893,43.45695169,40.05771036,40.64616575,39.25197446,33.57950547,37.8101154,41.27559355,42.73688504,41.54299391,39.24827278,38.64691533,39.88284215,44.69901217,43.55935343,40.53544275,34.8190094,40.56060956,33.45293112,39.15239926,39.34415333,38.84710414,37.39131311,38.94195747,44.16208569,45.36983695,43.44428623,41.375153,34.97448564,34.92072184,33.7643504,38.30787093,40.81073815,38.96600931,35.1652505,39.31879307,39.90721362,41.13202495,40.11257333,38.57107734,34.11980957,34.14783874,33.2622212,35.68700319,36.84429669,34.22635993
30,39.25420483,39.03485978,42.28433574,43.88889758,40.00465939,40.83981588,37.52749242,33.75818381,36.8976592,41.3272533,42.78633833,41.2959046,39.73452815,38.80691956,40.10136172,44.75416838,44.06707756,40.57888204,35.16681504,41.21342263,33.7560159,38.97083947,39.48307808,39.01797423,37.11999748,39.12681802,44.4355528,45.72632433,43.68903133,41.65954317,35.29280257,34.80418049,34.21060678,37.25329865,40.18202236,39.20857962,35.34648347,39.49871297,40.97724524,41.46783827,40.47396157,38.94928436,34.97520801,34.52713914,33.83522443,34.53888269,36.88792988,34.74677002
31,39.52824319,38.73238664,41.96721442,43.13739323,39.22115308,40.59927256,36.69371837,33.41710245,36.29929507,39.84400513,42.21969939,41.25870584,38.23742042,38.55521617,39.80980299,44.30827661,42.83066253,40.92963484,35.62327907,,33.75814163,38.3722052,39.47325553,38.96058888,37.80766665,38.63931783,43.72834643,44.99016503,43.2070628,41.46065594,35.5061502,34.54501206,33.67323409,38.0423888,40.4514459,38.73368775,34.58752844,39.02005114,39.65544648,41.06937555,39.59709646,38.92177501,33.8975426,35.11685677,33.1881457,36.86270545,37.12864847,33.97646435
32,41.63777213,42.49906547,46.7489596,47.58610692,42.92335418,37.9476717,34.37434963,28.66556204,29.95824548,33.94206157,40.4647403,40.62293112,41.7497807,39.86177112,43.03479094,48.36392723,47.13183583,37.04184626,27.1514571,28.02129429,29.23936644,31.82952789,39.40087247,39.64044796,38.58522934,41.36271932,44.46929691,48.07247797,44.58325726,43.94415598,31.98549109,31.30442122,28.68421866,33.83742231,39.36039676,39.68206677,37.77292983,41.04105654,45.47263005,43.409448,42.55589521,40.68121186,30.38725376,26.76011123,27.43330429,35.09365011,38.24683412,36.98828966
33,40.47228834,40.97046854,45.10271359,44.58254661,41.48720459,38.20385746,30.87733335,28.1181517,29.03474438,30.47533609,37.30986918,39.60347981,39.40657801,39.20962681,41.61346672,47.2010834,43.56308413,33.88390266,24.92458261,28.66452348,30.23869888,30.99011248,36.46617701,37.17261995,37.24977865,40.82653163,43.32759289,47.38225521,42.81466673,42.73409638,32.54884008,28.30828937,28.23121476,32.62488635,37.00715203,38.61819545,37.06643805,40.8793095,43.53954425,44.46122953,42.27240462,39.37621675,29.32302439,26.53844198,26.12305543,31.92842383,33.76681851,36.70019966
34,41.55433336,42.53056489,46.19327709,46.48284052,43.15468185,39.00289397,32.25783381,29.08787213,29.8461089,32.89689611,39.32413619,40.64315801,41.88048432,40.12677474,42.99254714,48.36924185,46.42688857,36.34990305,27.31063245,28.40409667,29.86250587,32.28772345,38.74230882,39.46389546,38.70673471,41.83169344,44.66159738,48.92229439,44.44840214,43.98473374,33.34971205,32.71845711,28.78660158,33.60388106,38.45843572,39.5124251,38.12447485,41.71470146,45.99860236,44.91948029,44.45415822,39.85725512,30.5512292,27.03076392,27.55307318,32.92024683,35.91779534,36.91322958
35,40.2215055,39.50288756,43.83776309,46.46325431,42.27888508,42.0936604,35.81052075,33.49004782,31.61500894,32.33135761,38.51546069,39.51331556,40.52565037,40.30645963,43.0044226,47.51677904,45.87332108,36.37351919,30.97299208,26.60577248,30.52946246,32.50849425,36.62795846,37.97518728,37.21454683,41.4223912,44.23540678,47.63604002,44.22079735,45.44263194,35.42690896,28.19313316,30.39484345,33.66683258,39.16579508,39.83356526,37.79129599,40.85328898,42.984699,43.64430696,42.21436895,38.69235934,30.95779846,27.73583078,29.31280873,35.46513937,36.63428795,35.95696413
36,40.98226001,40.00147001,45.06235802,48.11231747,43.14931232,42.37531349,36.98085731,33.62265614,30.69720474,34.34450385,40.44155673,39.65932134,41.02748786,40.4620434,43.77994443,48.8343671,47.13610052,35.67544046,33.92275041,27.64426317,30.9662344,34.47828639,38.80392583,38.82904349,38.2576333,41.40856397,44.38470815,47.92363451,44.51145033,43.9597615,34.97732191,36.41848127,31.72660385,33.76427271,40.11911687,40.15539962,37.78659751,41.10544372,42.72443342,44.20811158,41.44214653,40.26117823,32.7834927,28.30799391,29.43790456,35.95065516,36.91078429,36.25974194
37,40.77181895,40.69587789,44.15532601,47.22733047,42.79708993,42.37429266,35.90408983,33.75686611,30.80211619,32.88520232,39.15238635,39.62731953,40.4278431,40.3445188,43.39933042,48.07923725,46.40175838,36.44352162,31.56807274,26.76407777,30.66688462,32.95889675,37.57137452,38.83989369,38.15429717,41.81813137,44.65626259,48.154578,44.63564702,44.8732394,34.73371722,34.32202453,30.70890148,34.09075184,39.68593437,39.83343268,37.50482424,40.59982153,42.72382366,43.84507168,42.25292284,39.84812702,31.11491022,30.46854434,29.54415314,35.95617127,37.05960389,36.52034967
38,40.96368387,39.66059199,44.86378262,47.91069011,43.53255945,41.85961998,35.65831403,32.14488053,30.93480441,32.26840547,39.3621033,40.12927923,41.94367185,40.43687591,43.45468519,48.33220671,47.19620021,37.10257659,31.73071801,28.95753871,30.12039137,33.11899074,37.75606367,38.52392711,38.49648843,42.27715796,44.52094529,48.26000191,44.6321979,43.9697372,35.27408533,34.40511575,31.17516969,35.29485825,38.77432536,39.59515675,37.0988626,40.7377652,43.147638,44.19013838,41.14807473,38.83577148,30.78163916,29.01286943,29.49614129,35.6357288,36.45877627,36.41619283
39,40.74150507,36.56348553,42.18071214,44.44438181,40.20312477,41.08270199,35.71242199,32.17571965,36.57564449,38.81272642,39.79826381,40.41743893,39.53371853,38.56869598,40.77543968,44.71265502,42.76275272,42.283292,37.12310786,35.70609722,34.30154829,37.83449079,38.38184329,38.90842352,37.45518602,39.67523112,43.96548854,45.31126268,43.19607478,43.79568771,29.57707186,33.82770951,33.99024615,35.88040774,38.33270575,38.57317362,35.06603345,39.03480834,40.88068771,41.54167982,40.5035776,38.4543198,34.68692582,29.88904698,32.83096204,35.03555054,37.04744833,33.96823938
40,37.37893784,34.80542498,36.71549754,37.44404001,34.59733259,37.22452911,34.65029907,32.08974742,30.80649357,33.30338678,37.05938411,37.04910745,35.71337465,36.27523872,35.52969598,39.7039696,37.13218189,37.220319,34.07277857,26.29392903,30.53126508,33.52450817,35.06907415,35.98146894,33.03268002,35.00532459,39.22732046,38.20007874,38.50630897,37.97440374,35.09402868,30.09713419,29.35336941,32.00981826,34.85034256,35.57194257,33.15854057,36.61674882,35.79695625,36.90119633,34.63462545,35.20082713,31.66740032,31.09371017,28.81396793,31.18911507,34.40696505,32.58159693
41,39.60392425,40.35041773,43.69355827,44.62601319,40.83343072,38.345355,30.938489,32.46869533,32.09922716,31.30689965,34.21839738,35.98828024,38.1264971,38.13964879,40.87619882,43.95982646,45.73014013,31.24514243,29.78736204,30.04544413,29.44315915,29.66075605,33.84941855,34.45739547,37.48059921,41.66598201,42.81347402,44.59561967,41.61198416,40.30136584,30.33537868,27.07166584,29.159058,30.00667253,33.15937016,35.31125521,35.41635236,39.60633545,42.96202739,40.13778871,38.66295671,37.24690827,29.78512261,28.90063326,28.41874808,30.39141382,32.22217779,33.08773994
42,38.84069246,38.95402314,42.63385731,43.32636532,39.25941075,36.65165957,29.67405237,31.40809365,31.54620691,29.9436669,32.78646505,35.49270835,37.21955902,37.69739998,39.20822283,42.00457294,44.57036946,30.20248636,25.79087219,29.02162174,28.47465135,28.86379487,33.39431173,34.75066069,37.07898526,40.7483,41.87283359,44.25748865,40.2266318,39.76446548,29.33832623,26.6067278,29.60154663,28.56474422,31.63568748,34.55976014,34.0669824,38.76894039,42.53713131,39.52808396,37.61439866,36.27578297,28.72960131,28.33525449,27.92988073,30.39212807,31.55551286,32.63902827
43,40.72518698,40.48294352,43.33192131,43.56164589,40.72702447,35.98947341,28.78729931,28.64865096,30.34899381,29.91394461,31.73777049,35.36428283,37.73409796,38.70551671,40.93552427,43.12975506,42.83002795,33.8774434,25.71582142,27.17993295,28.7380704,28.41197959,31.31819139,32.69548263,38.11744437,41.57635071,42.92620687,45.73968185,42.29531772,40.30952216,29.34502692,26.18233104,28.35747112,29.76240857,31.67277884,34.21489009,34.85668649,39.08183021,41.38667656,40.38100731,39.41473034,36.64097773,27.89661442,25.71073509,26.93237031,29.29600644,29.96395568,31.95404837
44,40.22207507,40.28540319,43.59456519,43.77058215,40.20084044,36.46238863,28.87460837,30.18810031,29.8706818,30.4509822,32.41515497,36.16939249,37.74893573,38.26515538,40.82337622,43.62233044,43.69456871,32.72023977,26.83822918,27.47512463,28.98163829,29.48476315,32.3920644,34.20906031,37.26821879,41.22952144,42.98073624,44.85426022,43.2605998,40.61991979,29.38554573,25.97341513,28.12796595,30.01520269,32.16544597,35.34115335,35.03256991,40.07794689,42.45327754,39.65210983,39.33195262,37.18477144,28.13236348,28.20297561,27.04011817,29.23211999,30.94714889,32.54482749
45,39.44319652,40.51046155,43.2204073,47.96497515,40.96581514,41.85704918,38.30050022,32.25193612,36.87146648,40.77226225,43.44332533,39.24309825,39.06317345,39.22573122,41.08566469,47.63312242,46.33030245,39.54719437,40.49804452,31.9205637,33.9232647,38.6265831,40.62383819,38.81292871,36.7733211,41.13663694,44.02303855,47.09307535,45.41750102,44.0803335,33.62598251,36.77631665,36.36265955,39.4865518,41.27230649,38.17360177,35.78921631,39.82203973,41.34599787,42.71864729,43.46020662,38.54639819,33.13972909,34.76855469,33.06263687,38.43166663,37.48991385,33.78287081
46,40.7748414,40.69595697,43.06061543,47.99978016,42.31300924,40.08915133,38.21723223,32.98461731,36.23926895,41.45316133,45.38133806,40.73544015,41.47632661,40.58179665,41.9192532,47.88368682,45.9224456,39.70952009,40.06240838,29.07782492,32.95925702,39.37808965,41.24519986,40.62846013,38.50503821,41.98728405,45.52602434,47.75386595,45.4232551,44.78754213,32.70872579,34.52909288,33.56663337,39.70532845,41.70975042,40.00679419,37.32881079,41.11765122,42.41689598,42.73955268,43.62773822,39.1071398,31.60437773,30.09375485,31.46357387,38.2974199,38.534248,34.94877635
47,39.91293976,41.00232955,42.90981642,47.49276418,41.47615977,41.1964949,38.22770136,31.12169662,34.2828924,38.85644959,43.22616021,40.04967687,40.44964652,39.86482863,41.64630041,47.58544192,45.85383858,39.56952312,40.11167922,30.03449126,33.41178897,40.00315949,41.55662557,39.74884226,37.00182922,41.25435898,44.56066524,47.14643219,45.4508378,44.36216857,32.59054091,35.17859498,36.6987898,39.93143361,41.52095071,38.63027154,36.23086156,40.59545514,42.13758287,42.62210661,43.75677333,38.7269523,34.35899512,33.05306959,33.11824372,38.22265157,37.63265282,33.26116903
