fid,COMMUNE,REGION,LZCODE,LZNAME,DEM,aug_22,nov_dec_24,oct_24,recur,AEZclass,AEZclassname,popsum2021,popmean2021,popsum2022,popmean2022,popsum2023,popmean2023,popsum2024,popmean2024,Rainfed_percentage_scaled,Wetland_percentage_scaled,Bare_percentage_scaled,Impervious_percentage_scaled,Water_percentage_scaled,Irrigated_percentage_scaled,Shrubland_percentage_scaled,Forest_percentage_scaled,Grassland_percentage_scaled,Dry_LST_2021_scaled,Dry_LST_2022_scaled,Dry_LST_2023_scaled,Dry_LST_2024_scaled,Wet_LST_2021_scaled,Wet_LST_2022_scaled,Wet_LST_2023_scaled,Wet_LST_2024_scaled,Dry_NDVI_2021_scaled,Dry_NDVI_2022_scaled,Dry_NDVI_2023_scaled,Dry_NDVI_2024_scaled,Wet_NDVI_2021_scaled,Wet_NDVI_2022_scaled,Wet_NDVI_2023_scaled,Wet_NDVI_2024_scaled,Dry_VHI_M_2021_scaled,Dry_VHI_M_2022_scaled,Dry_VHI_M_2023_scaled,Dry_VHI_M_2024_scaled,Wet_VHI_M_2021_scaled,Wet_VHI_M_2022_scaled,Wet_VHI_M_2023_scaled,Wet_VHI_M_2024_scaled,Dry_precip_log_2021_scaled,Dry_precip_log_2022_scaled,Dry_precip_log_2023_scaled,Dry_precip_log_2024_scaled,Wet_precip_log_2021_scaled,Wet_precip_log_2022_scaled,Wet_precip_log_2023_scaled,Wet_precip_log_2024_scaled
31,KEUR SAMBA KANE,DIOURBEL,8,Rainfed Groundnut and Millet,33,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,24542.71536,4.504903701,24958.20979,4.527977104,24486.70769,4.402500484,25629.89025,4.568607888,0.908246029,0,0,0.014584549,0,0,0.007360983,0,0.125676309,0.817912064,0.804686206,0.919898722,0.823637788,0.622283867,0.60795416,0.633873596,0.854790915,0.255168431,0.269804593,0.27668073,0.252786415,0.329021247,0.464783301,0.510964293,0.581181383,0.120689648,0.332928989,0.312468722,0.364675922,0.85294113,0.566328965,0.777722837,0.650747747,0.025650499,0.358965111,0.215336319,0.714013877,0.684292339,0.873533306,0.910817734,0.838075639
32,BALA,TAMBACOUNDA,13,"Rainfed Maize, Cotton, and Cattle",68,0,0.00013498,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,12333.83974,1.441879792,12901.97396,1.505481209,13564.72269,1.580049236,13907.60171,1.619045601,0.0010561,0,0,0.001041753,0,0,1,0.015336751,0.004260214,0.938477167,0.937580365,0.791284718,0.963585319,0.338911753,0.047153654,0.267827062,0.429165866,0.333343049,0.383928704,0.398316202,0.363586543,0.728432024,0.922729057,0.704571747,0.759846801,0.362068938,0.484536053,0.462694074,0.269377316,0.367647087,0.542209356,0.740594161,0.276893347,0.341451286,0.639146868,0.416435043,0.45631814,0.951635549,0.877920257,0.933411265,0.92222854
33,GOUMBAYEL,TAMBACOUNDA,13,"Rainfed Maize, Cotton, and Cattle",65,0,0.000230079,0,1,50,Land with severe soil/terrain limitations,7411.471185,2.110327786,7612.915102,2.163989512,7593.09757,2.15468149,7920.827025,2.241320607,0.0021122,0,0,0,0,0,0.886472617,0.16213137,0.005325267,0.843108604,0.859086108,0.705171199,0.916178046,0.121304878,0.047021179,0.200896905,0.258834693,0.415543915,0.486271811,0.47714083,0.376352644,0.820045787,0.946621011,0.751217322,0.863236359,0.500000052,0.454214675,0.500250375,0.459974528,0.441176434,0.506029939,0.740594161,0.337192518,0.608575807,0.44463039,0.335106681,0.384479746,0.936515531,0.891190971,0.944252304,0.936448941
34,KOAR,TAMBACOUNDA,13,"Rainfed Maize, Cotton, and Cattle",65,0,0.000142854,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,9319.372782,2.311925771,9830.955584,2.432200788,9980.854325,2.460762901,10613.1579,2.6140783,0.0063366,0,0,0.001041753,0,0,0.998990494,0.024100609,0.021301069,0.933485824,0.966053237,0.792316694,1,0.25672271,0.073340345,0.213515338,0.40252411,0.343005347,0.403657931,0.381808186,0.353252366,0.775050018,0.890369034,0.747960698,0.806135417,0.465517323,0.363250364,0.337506255,0.348792837,0.411764696,0.566328965,0.740594161,0.144235416,0.485916444,0.663152612,0.352997535,0.667944466,0.958906973,0.880871954,0.925161789,0.935791708
35,KAHENE,TAMBACOUNDA,10,Rainfed Groundnut and Cereals,48,0,6.27E-05,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,17530.93516,2.12444682,18223.76352,2.208405661,18116.77345,2.18907364,19125.66366,2.305963788,0.059141602,0,0,0.00312526,0,0,0.805501809,0.010954822,0.174668768,0.807626263,0.864219376,0.806037134,0.858870167,0.368867,0.284924717,0.352198574,0.424941907,0.328616246,0.305985485,0.335573563,0.287154399,0.736310039,0.740201356,0.69148526,0.791659682,0.655172528,0.636143118,0.675513262,0.571156318,0.485294043,0.916063756,0.864356418,0.409551352,0.088558772,0.105056858,0.14332913,0.162314814,0.917966497,0.858472482,0.907572213,0.913536342
36,NDAME,TAMBACOUNDA,10,Rainfed Groundnut and Cereals,50,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,14882.53679,2.013330194,16036.89765,2.16861361,16282.17436,2.190230611,17171.45872,2.290444007,0.024290301,0,0,0.002083507,0,0,0.871750652,0.004381929,0.150172539,0.853104459,0.910019479,0.864205854,0.883628054,0.359901061,0.322293162,0.632528775,0.471562623,0.316978558,0.285226645,0.30038658,0.242221038,0.719801366,0.771070604,0.557882908,0.727053281,0.620689596,0.454214675,0.450175307,0.507623785,0.235294089,0.759285995,0.604455527,0.313072909,0.133867795,0.324610695,0.157967762,0.056281935,0.930740924,0.872265257,0.902477398,0.92627659
37,BAMBA THIALENE,TAMBACOUNDA,10,Rainfed Groundnut and Cereals,49,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,18770.51514,1.910679473,20225.27413,2.056458986,21356.84649,2.167987665,21902.60494,2.22338899,0.061253802,0,0,0.00312526,0,0,0.747665517,0.005477411,0.235376816,0.805013912,0.88480557,0.862227398,0.84701551,0.357051807,0.331719757,0.3744407,0.464065444,0.291577588,0.256858934,0.253734747,0.233046557,0.697515774,0.67484328,0.604220941,0.73472149,0.568965505,0.514857428,0.462694074,0.348792837,0.470588174,0.807525362,0.851980193,0.373371935,0.190460874,0.17075561,0.1218091,0.24214523,0.923614029,0.865141645,0.912228706,0.933167203
38,MERETO,TAMBACOUNDA,10,Rainfed Groundnut and Cereals,50,0,0.000132609,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,15927.34862,1.996158493,16767.28453,2.101426812,17993.84616,2.25120057,18415.26631,2.29387971,0.057029402,0,0,0.002083507,0,0,0.837048877,0.006572893,0.151237592,0.81320547,0.890501179,0.759875863,0.861726846,0.309141943,0.374549331,0.451559393,0.399755423,0.296368705,0.282520375,0.285095746,0.247287442,0.718949813,0.743633004,0.620843799,0.738211226,0.810344798,0.454214675,0.375062556,0.55527323,0.220588217,0.602508382,0.740594161,0.38543174,0.090919351,0.222422357,0.070225593,0.239296015,0.929122087,0.863954836,0.911634519,0.917350185
39,BAMBEY,DIOURBEL,8,Rainfed Groundnut and Millet,21,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,27610.53232,27.52794848,26486.59317,26.35481907,26913.60362,26.5420154,25246.23531,24.65452667,0.464684015,0,0,0.393782815,0,0,0.093589636,0.00985934,0.087334384,0.793359513,0.803787258,0.780915944,0.833160052,0.764958826,0.835501877,0.591915926,0.763738998,0.275475479,0.263215296,0.254703391,0.264965275,0.402241452,0.408146271,0.506458978,0.532160974,0.172413839,0.378411233,0.47521284,0.587039402,0.485294043,0.879884194,0.814851515,0.771345945,0,0,0,0,0,0,0,0
40,YENNE,DAKAR,1,The Niayes Gardening and Fishing,20,0.003120399,0,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,67455.10202,19.06049789,71888.68628,20.16512939,78289.55758,21.8685915,83678.04599,23.34115648,0.142573505,0.004570384,0.056689342,0.075006251,0.00547046,0,0.478463868,0.081065685,0.27052358,0.531268104,0.527810175,0.509771628,0.514164192,0.437054921,0.419713608,0.385772029,0.387383906,0.338271082,0.362334441,0.393867693,0.370780185,0.631770589,0.760548492,0.794773707,0.815075292,0.396551666,0.408732612,0.512769142,0.348792837,0.602941176,0.481910326,0.5178218,0.674867359,0,0.250644054,0.122444061,0.674973332,0.623673199,0.9039733,0.804470095,0.793759659
41,BANDAFASSI,KEDOUGOU,15,Rainfed Maize and Artisanal Gold Mining,142,0,0,0.000113422,1,50,Land with severe soil/terrain limitations,14025.02741,2.310167585,14845.42494,2.429295523,14562.28825,2.369007361,15778.28782,2.561410361,0,0.013711152,0,0.002083507,0,0,0.365945991,0.706586039,0,0.853367758,0.759530107,0.656917773,0.827584017,0.091444405,0.186122125,0.078641845,0.115229714,0.508169859,0.549770242,0.573365058,0.519266838,0.887968302,1,0.888536242,0.926955438,0.206896568,0.393571921,0.350025021,0.269377316,0.602941176,0.397491545,0.505445575,0.530149548,0.550926986,0.018250325,0.208147011,0.612082867,0.932203783,0.912197659,0.970976207,0.935428349
42,DINDEFELO,KEDOUGOU,15,Rainfed Maize and Artisanal Gold Mining,147,0,0,0,0,50,Land with severe soil/terrain limitations,6538.768376,3.496667581,6657.818361,3.524520043,6341.259999,3.280527677,6853.444913,3.529065352,0,0.009140768,0,0.00312526,0,0,0.365945991,0.707681521,0,0.765775141,0.710071913,0.608504836,0.752163848,0.02269201,0.046788872,0.005820534,0.118858713,0.586135806,0.569851304,0.600069738,0.565610916,0.982094804,1,0.96888911,1,0.551724143,0.499696741,0.425137772,0.459974528,0.441176434,0.626628137,0.443564446,0.662807554,0.712580972,0.02632821,0.706187795,0.652313138,0.955261575,0.923181593,0.996773931,0.935917369
43,NINEFECHA,KEDOUGOU,15,Rainfed Maize and Artisanal Gold Mining,78,0,0,0.000122246,1,50,Land with severe soil/terrain limitations,8104.644347,2.044046494,8181.373934,2.060280517,7596.071642,1.902347018,8551.999084,2.127892283,0,0.013711152,0,0,0.00547046,0,0.404854042,0.668244161,0,0.829006886,0.763260327,0.732584414,0.780539514,0,0.03227184,0,0.015065162,0.489355299,0.590886198,0.508026043,0.488607748,0.923694452,0.88982636,0.911954052,0.89359737,0.482758689,0.560339676,0.387581323,0.52350687,0.695097927,0.457790572,0.715841562,0.481910329,0.442137652,0.068596236,0.297993827,0.777863556,0.940838266,0.918991349,0.980536046,0.941747111
44,TOMBORONCOTO,KEDOUGOU,16,National Park,134,0,0,1.13E-05,1,50,Land with severe soil/terrain limitations,19331.53456,3.491337288,20927.04915,3.750367231,22876.97682,4.076439205,24286.30646,4.301506635,0,0.009140768,0,0.001041753,0,0,0.342811475,0.733973095,0,0.830287947,0.701885259,0.653922475,0.823648261,0,0.096854889,0,0.101721351,0.412010071,0.536645678,0.510946209,0.488507775,0.934914428,0.910577609,0.906697362,0.957514332,0.31034485,0.469375365,0.312468722,0.285260496,0.779411783,0.415909539,0.437041548,0.626628137,0.220869575,0.010649978,0.019957734,0.819557718,0.929878324,0.914990652,0.962138356,0.920238561
45,BARKEDJI,LOUGA,6,Sylvopatoral Livestock and Gathering,51,0,0.000198477,0,1,53,Desert/Arid climate,28363.34169,1.435391786,28508.61676,1.439901851,28372.41908,1.428693242,29202.87551,1.463363175,0.052805002,0,0,0.001041753,0,0,0.036804913,0.003286447,0.962808333,0.900700869,0.907113586,0.866892873,0.84458677,0.76916671,0.774741367,0.843186659,0.815407591,0.226951199,0.19937546,0.219126245,0.168131953,0.256685071,0.399553484,0.286506912,0.345591183,0.672413891,0.575500364,0.56284436,0.634688659,0.588235304,0.602508382,0.790099064,0.602508525,1,1,0.875645889,0.34417583,0.852418677,0.839459605,0.854298906,0.813122079
46,GASSANE,LOUGA,9,Agropastoral Groundnut,53,0,0.002257639,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,22856.43362,1.230361933,23974.17742,1.283689089,23996.99538,1.27827174,24764.12248,1.314513641,0.388644812,0,0,0.001041753,0,0,0.041011189,0,0.629446598,1,0.971399473,1,0.958853944,0.825952156,0.958850368,0.552910309,0.515513146,0.362390211,0.276884557,0.305965409,0.229205551,0.347312044,0.475250533,0.463636265,0.580217664,0.517241414,0.24196486,0.375062556,0.205844974,0.573529435,0.638687942,0.876732643,0.819585167,0.29054581,0.428521758,0.681949972,0.740650056,0.776708987,0.818206604,0.864582736,0.805398979
47,THIARNY,LOUGA,6,Sylvopatoral Livestock and Gathering,51,0,0.00017493,0,1,53,Desert/Arid climate,10948.52305,1.162386989,11198.3338,1.185887303,11289.90902,1.191924516,11617.6749,1.220215829,0.478413315,0,0,0,0,0,0.07991924,0.003286447,0.496314915,0.960788501,0.993664678,0.904720022,0.896006998,0.797496905,0.776341979,0.591662794,0.683489235,0.321032479,0.292427503,0.275979522,0.201028324,0.39605218,0.375313406,0.440260384,0.41536514,0.913793184,0.666464493,0.500250375,0.39644219,0.85294113,0.590448578,0.814851515,0.626628137,1,0.945553337,0.587285339,0.822245439,0.738042215,0.804480285,0.859345344,0.798392401
48,THIEL,LOUGA,9,Agropastoral Groundnut,52,0,7.83E-05,0,1,2,Tropics lowland; semi-arid with soil/terrain limitations,19573.46515,1.090443741,20214.65429,1.123848018,19644.84083,1.090410792,20123.69828,1.112790217,0.081319703,0,0,0,0,0,0.361739716,0.003286447,0.611340689,0.878107503,0.847689971,0.913832572,0.862664436,0.808214873,0.887593751,0.32695636,0.643257315,0.330878569,0.256745826,0.297838735,0.240769844,0.351414877,0.516312019,0.550678371,0.56335021,0.637930959,0.439053987,0.47521284,0.491740701,0.602941176,0.795465557,0.790099064,0.686927164,1,0.182943757,0.442798987,0.596841536,0.89456139,0.802981141,0.891250809,0.828998496
49,BELE,TAMBACOUNDA,3,Valley Rice and Remittances,82,0,5.14E-05,0.00082397,2,2,Tropics lowland; semi-arid with soil/terrain limitations,20493.76917,5.948844462,20891.7554,6.045068114,20651.56433,5.925843422,21651.72067,6.189742903,0.0031683,0,0,0.001041753,0,0,0.837048877,0.001095482,0.209815533,0.978395791,0.956413401,0.915658081,1,0.820284147,0.42011183,0.458221058,0.528159109,0.248604413,0.201869135,0.284090304,0.224733722,0.360477635,0.759275873,0.619392895,0.466935671,0.189655202,0.30260761,0.337506255,0.491740701,0.279411783,0.891944001,0.765346611,0.879884194,0.100398064,0.01692287,0.086791561,0.009673379,0.867288779,0.873488864,0.872541393,0.904331556
50,SINTHIOU FISSA,TAMBACOUNDA,15,Rainfed Maize and Artisanal Gold Mining,57,0,3.75E-05,6.04E-05,2,50,Land with severe soil/terrain limitations,10734.70354,3.821539174,10506.74673,3.736396419,10084.73563,3.581227142,10940.1609,3.842697893,0.0052805,0,0,0.001041753,0,0,0.941154202,0.005477411,0.099049972,0.975057145,1,0.855926572,0.993879496,0.713823859,0.384807907,0.439249647,0.397470826,0.282811318,0.248523784,0.333209833,0.263281716,0.51550213,0.905515173,0.679518649,0.609582898,0.08620692,0.24196486,0.437656541,0.39644219,0.279411783,0.879884194,0.814851515,0.57838877,0.028955854,0.059250165,0.030012707,0.097971281,0.864486758,0.869410997,0.872466835,0.916702711
51,KIDIRA,TAMBACOUNDA,3,Valley Rice and Remittances,36,0,0,0.020734607,1,2,Tropics lowland; semi-arid with soil/terrain limitations,18430.00499,17.09647958,18926.86327,17.50866167,21121.43063,19.46675634,20118.49702,18.37305664,0.0063366,0.009140768,0.07558579,0.061463455,0.00547046,0,0.20821065,0.003286447,0.77429387,0.952858567,0.875129775,0.784752892,0.936494543,0.653288765,0.517576902,0.632336297,0.582817655,0.197640145,0.162646691,0.196694998,0.16466385,0.268647167,0.554241341,0.366049898,0.346502897,0.241379293,0.378411233,0.437656541,0.571156318,0.499999912,0.795465557,0.579702929,0.976362782,0,0,0,0,0.827454387,0.873288894,0.872878367,0.878351662
52,BEMBOU,KEDOUGOU,15,Rainfed Maize and Artisanal Gold Mining,160,2.14E-05,3.41E-05,0.000256517,3,2,Tropics lowland; semi-arid with soil/terrain limitations,26425.05632,4.818573362,27976.25224,5.068161637,28549.90031,5.149693419,30259.03792,5.419852752,0,0,0,0.001041753,0.00547046,0,0.490031126,0.5795101,0.002130107,0.84064128,0.810988831,0.699693294,0.826885551,0.116761369,0.07062758,0.107846745,0.07172445,0.460219542,0.430635978,0.497103909,0.426799327,0.960751494,0.896898049,0.906923383,0.978924693,0.344827575,0.439053987,0.387581323,0.30114358,0.610117964,0.433670962,0.476347699,0.554269161,0.438419255,0.141309295,0.441762294,0.537269057,0.948823429,0.920565589,0.946929878,0.974123204
53,MEDINA BAFFE,KEDOUGOU,15,Rainfed Maize and Artisanal Gold Mining,178,0,0.000100583,0.00019028,2,2,Tropics lowland; semi-arid with soil/terrain limitations,9632.182906,3.551689862,10013.973,3.691106892,10372.49728,3.799449555,11510.45467,4.168944102,0,0,0,0,0.00547046,0,0.334398923,0.742736953,0.001065053,0.788550496,0.702009722,0.657826719,0.565238249,0.109112119,0.033763277,0.093685543,0.133625789,0.566833694,0.585873657,0.600279891,0.519041905,0.961120356,0.965993289,0.940118307,0.979116274,0.551724143,0.499696741,0.249874812,0.380559102,0.816487189,0.451538842,0.474880446,0.535483297,1,0.354203246,0.649060412,0.755990925,0.974218927,0.924349642,0.963406488,0.983695947
54,BIGNONA,ZIGUINCHOR,11,Forest and Rainfed Rice,17,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,17148.22389,20.00959614,16622.49658,19.39614537,17151.86277,19.99051604,16001.99854,18.65034795,0.0052805,0,0,0.613592799,0,0,0.108311601,0.312212436,0.018105909,0.473559903,0.453197478,0.3204822,0.513211966,0.288838295,0.209002661,0.395877122,0.26472719,0.507183826,0.482023987,0.479511966,0.469352008,0.648711305,0.636981552,0.582656589,0.597099643,0.827586161,0.878714311,0.825738614,0.698221001,0.426470565,0.662807554,0.530198025,0.506029939,0,0,0,0,0,0,0,0
55,BIRKELANE,KAFFRINE,10,Rainfed Groundnut and Cereals,6,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,8000.168433,13.96189953,7893.819516,13.77629933,8600.032513,14.90473572,8186.990433,13.99485544,0.586135519,0,0,0.234394533,0,0,0.111466308,0,0.120351042,0.94243903,0.765132487,0.639375201,0.69699167,0.820793856,0.646617039,0.204890865,0.191412659,0.281169167,0.257258616,0.270681751,0.265623737,0.460088109,0.534503527,0.531972335,0.597190977,0.206896568,0.332928989,0.525287908,0.698221001,0.308823524,0.879884194,0.740594161,0.38543174,0,0,0,0,0,0,0,0
56,BOGHAL,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",39,0,0,0,0,50,Land with severe soil/terrain limitations,19422.11336,5.09900587,20606.21502,5.334251882,21071.56946,5.416855902,21997.12226,5.646078608,0.069702602,0,0,0.007292274,0,0,0.230293598,0.770124009,0.004260214,0.692329846,0.642875538,0.562636243,0.848395676,0.112704155,0.269470745,0.266531932,0.159337552,0.508990953,0.518685082,0.508217436,0.381910731,0.946411204,0.901327274,0.965347125,0.900252654,0.482758689,0.62098243,0.212318511,0.412325274,0.544117697,0.940183365,0.480693124,0.373371935,0.302681573,0.087889262,0.00347481,0.021962109,0.92774084,0.905568761,0.928390503,0.914388577
57,DJINANY,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",43,0.000284225,0.00084686,0.003746257,3,50,Land with severe soil/terrain limitations,5363.194917,5.176829071,5554.6404,5.250132703,5830.583414,5.500550391,6220.750132,5.8686322,0.041187901,0.050274223,0,0.004167014,0.00547046,0,0.096744343,0.885149643,0.044732246,0.549023089,0.595811987,0.434870918,0.734128502,0.112196564,0.182537437,0.127962606,0.144094118,0.587081122,0.590920267,0.563022277,0.479837084,0.878440436,0.889880694,0.941332727,0.963072384,0.586206868,0.711946559,0.500250375,0.52350687,0.485294043,0.674867359,0.567326703,0.204534515,0.373368088,0.134169507,0.00796642,0.034695746,0.923820285,0.904839556,0.935380891,0.921021998
58,NDIAMACOUTA,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",48,0,0,0,0,50,Land with severe soil/terrain limitations,6647.408291,8.758113691,6798.104194,8.909704056,7518.962077,9.8415734,7321.445562,9.570517074,0.099273403,0,0,0.014584549,0,0,0.411163456,0.534595329,0.012780642,0.778445613,0.708498754,0.656660623,0.908385942,0.149323233,0.151028106,0.302910267,0.237529864,0.425120453,0.454930946,0.490673661,0.356140371,0.906357426,0.850587031,0.893782564,0.961431584,0.362068938,0.439053987,0.400100089,0.253494231,0.470588174,0.698986969,0.765346611,0.469850522,0.209688448,0.045758125,0.01406873,0.023730336,0.899920164,0.876817585,0.880440084,0.863218607
59,NDIAMALATHIEL,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",43,8.56E-05,0.000358656,0.001128108,3,50,Land with severe soil/terrain limitations,22395.21027,4.744747939,22624.15164,4.75197472,22282.19101,4.66349749,24027.24966,5.026621267,0.095049003,0.018281536,0,0.006250521,0.00547046,0,0.235551443,0.723018273,0.013845695,0.667838959,0.634331351,0.560646342,0.835720604,0.146915801,0.18488115,0.273358679,0.210752615,0.509891422,0.53382267,0.545164801,0.384071472,0.901528157,0.814379308,0.933826961,0.907938533,0.60344823,0.605821739,0.56284436,0.539390145,0.691176568,0.590448578,0.505445575,0.481910329,0.265995041,0.21053593,0.01583873,0.060353858,0.909340408,0.894087462,0.923307458,0.910157986
60,TANKON,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",48,0,0,0,0,50,Land with severe soil/terrain limitations,26585.9023,2.757873682,26537.25065,2.74428652,26262.82281,2.708624465,27912.06537,2.870135257,0.079207503,0,0,0.00312526,0,0,0.282872045,0.708777004,0.004260214,0.738298701,0.735355821,0.590066828,0.854605848,0.226013613,0.210872808,0.285217625,0.210232552,0.417781237,0.421287782,0.443115988,0.348135338,0.93408043,0.951770996,0.972091009,0.843468046,0.362068938,0.408732612,0.274912345,0.30114358,0.470588174,0.807525362,0.233168313,0.276893347,0.084431476,0.094367959,0.489690026,0.045259597,0.952985282,0.899035787,0.914399866,0.93180674
61,BONA,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",38,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,11845.81701,5.896374818,12326.28478,6.078049692,12292.31534,5.94118673,12942.9892,6.175090268,0.0116171,0.009140768,0,0.004167014,0.278993435,0,0.047320602,0.921300557,0.047927406,0.552819623,0.367617614,0.271028206,0.646523669,0.124378752,0.036014071,0.044219887,0.073163416,0.739277254,0.763975558,0.923349784,0.665197849,0.973169106,0.924313427,1,0.910187147,0.896551818,0.909035689,0.804333886,0.872935129,0.647058782,0.57838877,1,0.626628137,0.148691172,0.100501638,0,0.096932145,0.950579894,0.939455452,0.961133009,0.960164631
62,DIACOUNDA,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",0,0.001067044,0.000702736,0.001258757,3,2,Tropics lowland; semi-arid with soil/terrain limitations,11783.89458,5.161583258,12147.33413,5.320777107,12502.98739,5.462205062,13032.13736,5.571670527,0.042244001,0.031992687,0,0.004167014,0.240700219,0,0.065197274,0.847903247,0.072423636,0.566890449,0.530576827,0.337244835,0.694134991,0.142600935,0.036111557,0.061085203,0.095599348,0.6719912,0.681285463,0.705789507,0.512034018,0.948136939,0.938923956,1,0.965133555,0.827586161,0.848392936,0.713069562,0.618805572,0.882353044,0.759285995,1,0.638687942,0.293659531,0.095690893,0.003319905,0.201099407,0.948706069,0.962075776,0.965536711,0.965562808
63,INOR,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",43,0,0,0,0,2,Tropics lowland; semi-arid with soil/terrain limitations,13370.04702,4.957377464,14092.73245,5.217598093,14525.48325,5.332409416,15095.21163,5.473245696,0.0084488,0.004570384,0,0.00312526,0.164113786,0,0.043114327,0.972788221,0.028756444,0.602601851,0.548186333,0.404042398,0.690140087,0.001094126,0,0.01438806,0.14764298,0.622153299,0.660254475,0.793211115,0.584362543,0.92858574,0.903799719,1,0.957546216,0.517241414,0.560339676,0.487731609,0.444091444,0.382352959,0.421611157,0.765346611,0.307057482,0.084057329,0.066625988,0.155705323,0.090335377,0.953268216,0.927856529,0.961213477,0.966319779
64,KANDION MANGANA,SEDHIOU,12,"Forest, Rainfed Rice, and Groundnut",37,0,0,0.000485444,1,2,Tropics lowland; semi-arid with soil/terrain limitations,3510.315954,3.939748546,3524.47264,3.877307635,3474.319052,3.756020596,3815.186573,4.106767033,0.0147854,0,0,0.002083507,0,0,0.022082948,1,0.002130107,0.510429031,0.567363893,0.4163541,0.779849162,0.038765039,0.033066456,0.097296575,0.032958673,0.736499173,0.704488993,0.588350069,0.494992892,0.972175612,0.950637321,1,1,0.724137982,0.666464493,0.287431187,0.269377316,0.558823566,0.843704779,0.790099064,0.662807554,0.355619802,0.195931511,0.004352966,0.069404754,0.934310252,0.928399422,0.95419698,0.950765894
65,BONCONTO,KOLDA,13,"Rainfed Maize, Cotton, and Cattle",65,0,0,0.000126067,1,50,Land with severe soil/terrain limitations,14725.19091,3.676701851,15495.84863,3.861412566,15738.63405,3.915083096,16833.439,4.179106007,0.0095049,0.050274223,0,0.002083507,0.092997812,0,0.22819046,0.786556242,0.026626337,0.653653357,0.719764419,0.583629682,0.804938112,0,0.10402508,0.027477041,0,0.506456529,0.528736757,0.587072968,0.480373212,0.95429665,0.807870488,0.926155429,0.871702924,0.620689596,0.196482703,0.450175307,0.491740701,0.529411826,0.457790572,0.709653448,0.204534515,0.347013114,0.546780769,0.784889233,0.520672521,0.945792323,0.932970136,0.970159769,0.987402775
66,LINKERING,KOLDA,13,"Rainfed Maize, Cotton, and Cattle",72,0,0,0.002525008,1,50,Land with severe soil/terrain limitations,24478.08077,3.991208343,24442.00796,3.979486806,24494.72931,3.985474993,26636.30325,4.328291071,0.0021122,0.013711152,0,0.001041753,0,0,0.15878691,0.914727663,0.007455374,0.637857771,0.620263646,0.585085668,0.775900294,0,0.062093181,0,0,0.619564243,0.663411655,0.627656706,0.55009155,0.852419171,1,1,0.98640436,0.620689596,0.484536053,0.350025021,0.539390145,0.514705957,0.506029939,0.740594161,0.288953296,0.235737749,0.95530036,0.879763573,1,0.957783165,0.92940648,0.980396157,0.996019017
67,MEDINA GOUNASS,KOLDA,13,"Rainfed Maize, Cotton, and Cattle",65,0,0,0,0,50,Land with severe soil/terrain limitations,61461.68066,5.859073466,65000.48045,6.191111577,69356.93166,6.594117861,69746.59471,6.622979272,0.027458601,0.013711152,0,0.008334028,0,0,0.32808951,0.650716445,0.059642994,0.69263733,0.698835113,0.669048202,0.838540963,0.091220209,0.087648067,0.083649016,0.035798761,0.499087275,0.53914222,0.502918579,0.483527539,0.897391483,0.917657966,0.860388377,0.864426293,0.724137982,0.393571921,0.47521284,0.698221001,0.529411826,0.518089744,0.728217787,0.174453116,0.421719892,0.562328564,0.58835474,0.921889352,0.94587715,0.926425768,0.965450833,0.983164493
68,SINTHIANG KOUNDARA,KOLDA,13,"Rainfed Maize, Cotton, and Cattle",58,0,0.004167282,0.005783828,2,50,Land with severe soil/terrain limitations,38939.38527,3.826966611,40029.83326,3.920265719,40893.4957,3.991556437,43519.21038,4.236683253,0.020065901,0.036563071,0,0.00312526,0.010940919,0,0.55627997,0.423951624,0.054317727,0.747695517,0.800309361,0.63525335,0.871285915,0.229685395,0.219173747,0.179959982,0.219742089,0.48451943,0.482384178,0.480899829,0.447428486,0.858762524,0.910752752,0.793008547,0.836025837,0.689655254,0.530018119,0.425137772,0.491740701,0.617647044,0.445730767,0.653960431,0.132175611,1,0.437218536,0.326153817,1,0.984100176,0.910211981,0.977014533,0.967334518
