fid,region,departemen,com_arrt_v,commune,arrondisse,shape_leng,shape_area,superficie,censusname,geo1_sn2013,geo2_sn2013,geo3_sn2013,cell,chsurv,yrschool,migrated,emp_cat1,emp_cat2,emp_cat3,empd_cat1,empd_cat2,empd_cat3,empd_cat4,empd_cat5,empd_cat6,empd_cat7,empd_cat8,z_chsurv,z_yrschool,z_migrated,z_emp_cat1,kmg3,kmg4,kmg5,kmg6,kmg7,_merge
136,KOLDA,KOLDA,DIOULACOLON,SARE YOBA DIEGA,DIOULACOLON,.11899921,.00092754711,11.142302,"dioulacolon, salikegne, sare yoba diega",kolda,kolda,"dioulacolon, salikegne, sare yoba diega",.7988252,3.7312191,2.2319891,.26473865,.2428596,.15332013,.60382026,.27593455,.17584625,.0057003,.10531352,.099408507,.26354975,.0004285399,.014216836,-.42342523,.077565312,.041691974,-.45192754,1,1,1,4,7,Matched (3)
131,KOLDA,KOLDA,DIOULACOLON,DIOULACOLON,DIOULACOLON,.60512441,.013002133,156.15483,"dioulacolon, salikegne, sare yoba diega",kolda,kolda,"dioulacolon, salikegne, sare yoba diega",.7988252,3.7312191,2.2319891,.26473865,.2428596,.15332013,.60382026,.27593455,.17584625,.0057003,.10531352,.099408507,.26354975,.0004285399,.014216836,-.42342523,.077565312,.041691974,-.45192754,1,1,1,4,7,Matched (3)
134,KOLDA,KOLDA,DIOULACOLON,SALIKEGNE,DIOULACOLON,.12867659,.00095399609,11.463271,"dioulacolon, salikegne, sare yoba diega",kolda,kolda,"dioulacolon, salikegne, sare yoba diega",.7988252,3.7312191,2.2319891,.26473865,.2428596,.15332013,.60382026,.27593455,.17584625,.0057003,.10531352,.099408507,.26354975,.0004285399,.014216836,-.42342523,.077565312,.041691974,-.45192754,1,1,1,4,7,Matched (3)
135,KOLDA,KOLDA,DIOULACOLON,TANKANTO ESCALE,DIOULACOLON,.72588593,.017497256,210.19249,"dioulacolon, salikegne, sare yoba diega",kolda,kolda,"dioulacolon, salikegne, sare yoba diega",.7988252,3.7312191,2.2319891,.26473865,.2428596,.15332013,.60382026,.27593455,.17584625,.0057003,.10531352,.099408507,.26354975,.0004285399,.014216836,-.42342523,.077565312,.041691974,-.45192754,1,1,1,4,7,Matched (3)
132,KOLDA,KOLDA,DIOULACOLON,GUIRO YERO BOCAR,DIOULACOLON,.80411202,.024286788,291.77557,"dioulacolon, salikegne, sare yoba diega",kolda,kolda,"dioulacolon, salikegne, sare yoba diega",.7988252,3.7312191,2.2319891,.26473865,.2428596,.15332013,.60382026,.27593455,.17584625,.0057003,.10531352,.099408507,.26354975,.0004285399,.014216836,-.42342523,.077565312,.041691974,-.45192754,1,1,1,4,7,Matched (3)
133,KOLDA,KOLDA,DIOULACOLON,MEDINA EL HADJ,DIOULACOLON,.54002601,.015099237,181.41177,"dioulacolon, salikegne, sare yoba diega",kolda,kolda,"dioulacolon, salikegne, sare yoba diega",.7988252,3.7312191,2.2319891,.26473865,.2428596,.15332013,.60382026,.27593455,.17584625,.0057003,.10531352,.099408507,.26354975,.0004285399,.014216836,-.42342523,.077565312,.041691974,-.45192754,1,1,1,4,7,Matched (3)
139,SEDHIOU,SEDHIOU,DJIBABOUYA,SAN SAMBA,DJIBABOUYA,.90234685,.032146867,386.07312,"djibabouya, marsassoum",sedhiou,sedhiou,"djibabouya, marsassoum",.78454673,3.8131664,2.2028689,.24682735,.26184103,.11881024,.6193487,.23845232,.19940443,.0085239168,.081955746,.10141999,.29968837,.0090127764,.0093654813,-.13434976,.056838758,-.3454335,-.17182685,1,1,1,4,7,Matched (3)
138,SEDHIOU,SEDHIOU,DJIBABOUYA,DJIBABOUYA,DJIBABOUYA,.45791388,.0078697326,94.513985,"djibabouya, marsassoum",sedhiou,sedhiou,"djibabouya, marsassoum",.78454673,3.8131664,2.2028689,.24682735,.26184103,.11881024,.6193487,.23845232,.19940443,.0085239168,.081955746,.10141999,.29968837,.0090127764,.0093654813,-.13434976,.056838758,-.3454335,-.17182685,1,1,1,4,7,Matched (3)
137,SEDHIOU,SEDHIOU,DJIBABOUYA,BEMET BIDJINI,DJIBABOUYA,.60797501,.01387197,166.66985,"djibabouya, marsassoum",sedhiou,sedhiou,"djibabouya, marsassoum",.78454673,3.8131664,2.2028689,.24682735,.26184103,.11881024,.6193487,.23845232,.19940443,.0085239168,.081955746,.10141999,.29968837,.0090127764,.0093654813,-.13434976,.056838758,-.3454335,-.17182685,1,1,1,4,7,Matched (3)
275,SEDHIOU,SEDHIOU,MARSASSOUM,MARSASSOUM,,.15503158,.0013820535,16.598104,"djibabouya, marsassoum",sedhiou,sedhiou,"djibabouya, marsassoum",.78454673,3.8131664,2.2028689,.24682735,.26184103,.11881024,.6193487,.23845232,.19940443,.0085239168,.081955746,.10141999,.29968837,.0090127764,.0093654813,-.13434976,.056838758,-.3454335,-.17182685,1,1,1,4,7,Matched (3)
145,SEDHIOU,GOUDOMP,DJIBANAR,SIMBANDI BALANTE,DJIBANAR,.60309958,.019460922,233.99832,"djibanar, goudomp, diattacounda, samine",sedhiou,goudomp,"djibanar, goudomp, diattacounda, samine",.7486338,3.8370891,2.8179052,.18971537,.18265298,.16050442,.65684259,.20929219,.14442514,.0047522956,.1221598,.10444892,.35705474,.0050248709,.0065035992,-.049960662,.49459594,-1.5798219,-1.3403705,1,1,2,4,7,Matched (3)
142,SEDHIOU,GOUDOMP,DJIBANAR,KAOUR,DJIBANAR,.42305574,.0057317344,68.908157,"djibanar, goudomp, diattacounda, samine",sedhiou,goudomp,"djibanar, goudomp, diattacounda, samine",.7486338,3.8370891,2.8179052,.18971537,.18265298,.16050442,.65684259,.20929219,.14442514,.0047522956,.1221598,.10444892,.35705474,.0050248709,.0065035992,-.049960662,.49459594,-1.5798219,-1.3403705,1,1,2,4,7,Matched (3)
144,SEDHIOU,GOUDOMP,DJIBANAR,SAMINE,DJIBANAR,.13705134,.00067565637,8.124836,"djibanar, goudomp, diattacounda, samine",sedhiou,goudomp,"djibanar, goudomp, diattacounda, samine",.7486338,3.8370891,2.8179052,.18971537,.18265298,.16050442,.65684259,.20929219,.14442514,.0047522956,.1221598,.10444892,.35705474,.0050248709,.0065035992,-.049960662,.49459594,-1.5798219,-1.3403705,1,1,2,4,7,Matched (3)
141,SEDHIOU,GOUDOMP,DJIBANAR,DJIBANAR,DJIBANAR,.54257244,.013619228,163.76422,"djibanar, goudomp, diattacounda, samine",sedhiou,goudomp,"djibanar, goudomp, diattacounda, samine",.7486338,3.8370891,2.8179052,.18971537,.18265298,.16050442,.65684259,.20929219,.14442514,.0047522956,.1221598,.10444892,.35705474,.0050248709,.0065035992,-.049960662,.49459594,-1.5798219,-1.3403705,1,1,2,4,7,Matched (3)
146,SEDHIOU,GOUDOMP,DJIBANAR,YARANG BALANTE,DJIBANAR,.67147243,.01012535,121.76039,"djibanar, goudomp, diattacounda, samine",sedhiou,goudomp,"djibanar, goudomp, diattacounda, samine",.7486338,3.8370891,2.8179052,.18971537,.18265298,.16050442,.65684259,.20929219,.14442514,.0047522956,.1221598,.10444892,.35705474,.0050248709,.0065035992,-.049960662,.49459594,-1.5798219,-1.3403705,1,1,2,4,7,Matched (3)
140,SEDHIOU,GOUDOMP,DJIBANAR,DIATTACOUNDA,DJIBANAR,.11654688,.00085709029,10.303492,"djibanar, goudomp, diattacounda, samine",sedhiou,goudomp,"djibanar, goudomp, diattacounda, samine",.7486338,3.8370891,2.8179052,.18971537,.18265298,.16050442,.65684259,.20929219,.14442514,.0047522956,.1221598,.10444892,.35705474,.0050248709,.0065035992,-.049960662,.49459594,-1.5798219,-1.3403705,1,1,2,4,7,Matched (3)
143,SEDHIOU,GOUDOMP,DJIBANAR,MANGAROUNGOU SANTO,DJIBANAR,.4352738,.009807854,117.91536,"djibanar, goudomp, diattacounda, samine",sedhiou,goudomp,"djibanar, goudomp, diattacounda, samine",.7486338,3.8370891,2.8179052,.18971537,.18265298,.16050442,.65684259,.20929219,.14442514,.0047522956,.1221598,.10444892,.35705474,.0050248709,.0065035992,-.049960662,.49459594,-1.5798219,-1.3403705,1,1,2,4,7,Matched (3)
182,SEDHIOU,GOUDOMP,GOUDOMP,GOUDOMP,,.11126542,.0006307704,7.5827622,"djibanar, goudomp, diattacounda, samine",sedhiou,goudomp,"djibanar, goudomp, diattacounda, samine",.7486338,3.8370891,2.8179052,.18971537,.18265298,.16050442,.65684259,.20929219,.14442514,.0047522956,.1221598,.10444892,.35705474,.0050248709,.0065035992,-.049960662,.49459594,-1.5798219,-1.3403705,1,1,2,4,7,Matched (3)
150,FATICK,FOUNDIOUGNE,DJILOR,MBAM,DJILOR,.6594649,.011381993,135.98566,"djilor, foundiougne, passy",fatick,foundiougne,"djilor, foundiougne, passy",.88801092,4.3531952,2.5465822,.26797819,.201957,.10451455,.69352847,.26508537,.14842115,.0026564135,.074152857,.11259486,.31457031,.0057031559,.014569983,1.7706434,.30147958,.11170974,-1.0555094,1,4,2,2,6,Matched (3)
151,FATICK,FOUNDIOUGNE,DJILOR,NIASSENE,DJILOR,.39841682,.0077556903,92.731789,"djilor, foundiougne, passy",fatick,foundiougne,"djilor, foundiougne, passy",.88801092,4.3531952,2.5465822,.26797819,.201957,.10451455,.69352847,.26508537,.14842115,.0026564135,.074152857,.11259486,.31457031,.0057031559,.014569983,1.7706434,.30147958,.11170974,-1.0555094,1,4,2,2,6,Matched (3)
148,FATICK,FOUNDIOUGNE,DJILOR,DIOSSONG,DJILOR,.70856088,.014314878,171.15269,"djilor, foundiougne, passy",fatick,foundiougne,"djilor, foundiougne, passy",.88801092,4.3531952,2.5465822,.26797819,.201957,.10451455,.69352847,.26508537,.14842115,.0026564135,.074152857,.11259486,.31457031,.0057031559,.014569983,1.7706434,.30147958,.11170974,-1.0555094,1,4,2,2,6,Matched (3)
153,FATICK,FOUNDIOUGNE,DJILOR,SOUM,DJILOR,.051230546,.00014822309,1.7710649,"djilor, foundiougne, passy",fatick,foundiougne,"djilor, foundiougne, passy",.88801092,4.3531952,2.5465822,.26797819,.201957,.10451455,.69352847,.26508537,.14842115,.0026564135,.074152857,.11259486,.31457031,.0057031559,.014569983,1.7706434,.30147958,.11170974,-1.0555094,1,4,2,2,6,Matched (3)
170,FATICK,FOUNDIOUGNE,FOUNDIOUGNE,FOUNDIOUGNE,,.082338378,.0003782046,4.51826,"djilor, foundiougne, passy",fatick,foundiougne,"djilor, foundiougne, passy",.88801092,4.3531952,2.5465822,.26797819,.201957,.10451455,.69352847,.26508537,.14842115,.0026564135,.074152857,.11259486,.31457031,.0057031559,.014569983,1.7706434,.30147958,.11170974,-1.0555094,1,4,2,2,6,Matched (3)
147,FATICK,FOUNDIOUGNE,DJILOR,DIAGANE BARKA,DJILOR,.62188107,.0061918041,74.008995,"djilor, foundiougne, passy",fatick,foundiougne,"djilor, foundiougne, passy",.88801092,4.3531952,2.5465822,.26797819,.201957,.10451455,.69352847,.26508537,.14842115,.0026564135,.074152857,.11259486,.31457031,.0057031559,.014569983,1.7706434,.30147958,.11170974,-1.0555094,1,4,2,2,6,Matched (3)
149,FATICK,FOUNDIOUGNE,DJILOR,DJILOR,DJILOR,.92211443,.030199034,360.8913,"djilor, foundiougne, passy",fatick,foundiougne,"djilor, foundiougne, passy",.88801092,4.3531952,2.5465822,.26797819,.201957,.10451455,.69352847,.26508537,.14842115,.0026564135,.074152857,.11259486,.31457031,.0057031559,.014569983,1.7706434,.30147958,.11170974,-1.0555094,1,4,2,2,6,Matched (3)
152,FATICK,FOUNDIOUGNE,DJILOR,PASSY,DJILOR,.12093256,.00065591524,7.8405552,"djilor, foundiougne, passy",fatick,foundiougne,"djilor, foundiougne, passy",.88801092,4.3531952,2.5465822,.26797819,.201957,.10451455,.69352847,.26508537,.14842115,.0026564135,.074152857,.11259486,.31457031,.0057031559,.014569983,1.7706434,.30147958,.11170974,-1.0555094,1,4,2,2,6,Matched (3)
155,SEDHIOU,SEDHIOU,DJIREDJI,DJIREDJI,DJIREDJI,.91700774,.028992703,348.42743,djiredji,sedhiou,sedhiou,djiredji,.71170342,3.8162601,1.9218187,.25768146,.19726028,.17690802,.62583172,.25534987,.1468899,.0026230337,.12911156,.11453914,.29232255,.0026230337,.014863858,-.12343643,-.14320107,-.11083844,-1.124817,1,1,1,4,7,Matched (3)
154,SEDHIOU,SEDHIOU,DJIREDJI,BAMBALY,DJIREDJI,.79095471,.026365468,316.86755,djiredji,sedhiou,sedhiou,djiredji,.71170342,3.8162601,1.9218187,.25768146,.19726028,.17690802,.62583172,.25534987,.1468899,.0026230337,.12911156,.11453914,.29232255,.0026230337,.014863858,-.12343643,-.14320107,-.11083844,-1.124817,1,1,1,4,7,Matched (3)
158,LOUGA,LINGUERE,DODJI,OUARKHOKH,DODJI,1.6180847,.064394332,764.74615,"dodji, linguere",louga,linguere,"dodji, linguere",.7753278,3.702503,1.8389297,.21694057,.2324872,.10055315,.66695964,.2249614,.18018655,.0037211629,.074211404,.17678097,.21701159,.0016305771,.022987068,-.52472347,-.20219807,-.99139082,-.60498857,1,1,1,4,7,Matched (3)
157,LOUGA,LINGUERE,DODJI,LABGAR,DODJI,1.3319459,.081631258,967.80548,"dodji, linguere",louga,linguere,"dodji, linguere",.7753278,3.702503,1.8389297,.21694057,.2324872,.10055315,.66695964,.2249614,.18018655,.0037211629,.074211404,.17678097,.21701159,.0016305771,.022987068,-.52472347,-.20219807,-.99139082,-.60498857,1,1,1,4,7,Matched (3)
156,LOUGA,LINGUERE,DODJI,DODJI,DODJI,1.283531,.080935523,960.75427,"dodji, linguere",louga,linguere,"dodji, linguere",.7753278,3.702503,1.8389297,.21694057,.2324872,.10055315,.66695964,.2249614,.18018655,.0037211629,.074211404,.17678097,.21701159,.0016305771,.022987068,-.52472347,-.20219807,-.99139082,-.60498857,1,1,1,4,7,Matched (3)
7,LOUGA,LINGUERE,LINGUERE,LINGUERE,,.18342237,.0017804861,21.149572,"dodji, linguere",louga,linguere,"dodji, linguere",.7753278,3.702503,1.8389297,.21694057,.2324872,.10055315,.66695964,.2249614,.18018655,.0037211629,.074211404,.17678097,.21701159,.0016305771,.022987068,-.52472347,-.20219807,-.99139082,-.60498857,1,1,1,4,7,Matched (3)
163,FATICK,FATICK,FIMELA,FIMELA,FIMELA,.9268626,.026368067,315.0358,"fimela, diofior",fatick,fatick,"fimela, diofior",.86732978,4.4106898,3.5652714,.20683451,.26258093,.080720097,.65669894,.18816853,.21317147,.0021951979,.063335918,.097544946,.37447089,.00043623333,.017413834,1.9734601,1.02654,-1.2098179,-.16090843,1,4,2,2,6,Matched (3)
165,FATICK,FATICK,FIMELA,PALMARIN FACAO,FIMELA,.37731844,.005457378,65.225967,"fimela, diofior",fatick,fatick,"fimela, diofior",.86732978,4.4106898,3.5652714,.20683451,.26258093,.080720097,.65669894,.18816853,.21317147,.0021951979,.063335918,.097544946,.37447089,.00043623333,.017413834,1.9734601,1.02654,-1.2098179,-.16090843,1,4,2,2,6,Matched (3)
130,FATICK,FATICK,DIOFFIOR,DIOFFIOR,,.099854797,.00067582051,8.0714359,"fimela, diofior",fatick,fatick,"fimela, diofior",.86732978,4.4106898,3.5652714,.20683451,.26258093,.080720097,.65669894,.18816853,.21317147,.0021951979,.063335918,.097544946,.37447089,.00043623333,.017413834,1.9734601,1.02654,-1.2098179,-.16090843,1,4,2,2,6,Matched (3)
162,FATICK,FATICK,FIMELA,DJILASSE,FIMELA,.90537322,.02132641,254.69434,"fimela, diofior",fatick,fatick,"fimela, diofior",.86732978,4.4106898,3.5652714,.20683451,.26258093,.080720097,.65669894,.18816853,.21317147,.0021951979,.063335918,.097544946,.37447089,.00043623333,.017413834,1.9734601,1.02654,-1.2098179,-.16090843,1,4,2,2,6,Matched (3)
164,FATICK,FATICK,FIMELA,LOUL SESSENE,FIMELA,.92701185,.023925837,285.63986,"fimela, diofior",fatick,fatick,"fimela, diofior",.86732978,4.4106898,3.5652714,.20683451,.26258093,.080720097,.65669894,.18816853,.21317147,.0021951979,.063335918,.097544946,.37447089,.00043623333,.017413834,1.9734601,1.02654,-1.2098179,-.16090843,1,4,2,2,6,Matched (3)
167,THIES,MBOUR,FISSEL,NDIAGANIAO,FISSEL,.73721433,.022464652,267.875,fissel,thies,m'bour,fissel,.85092926,4.3395972,1.9240428,.21657607,.20496894,.1641766,.63085443,.23843728,.15609671,.0010227467,.12400803,.095243283,.28457925,.00230118,.013167863,1.7226754,-.14161806,-.99926889,-1.0110636,1,4,2,2,6,Matched (3)
166,THIES,MBOUR,FISSEL,FISSEL,FISSEL,.66909522,.018407825,219.48859,fissel,thies,m'bour,fissel,.85092926,4.3395972,1.9240428,.21657607,.20496894,.1641766,.63085443,.23843728,.15609671,.0010227467,.12400803,.095243283,.28457925,.00230118,.013167863,1.7226754,-.14161806,-.99926889,-1.0110636,1,4,2,2,6,Matched (3)
171,SAINT LOUIS,PODOR,GAMADJI SARE,DEMETTE,GAMADJI SARE,.18474945,.00085718115,10.124207,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",saint louis,podor,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",.83329082,4.1282501,2.0658731,.23766829,.18273184,.094806813,.72246134,.23079157,.14055887,.0032416573,.069684543,.15805742,.24617188,.0028588376,.016120823,.97713232,-.040669143,-.5433926,-1.3392069,1,4,2,2,6,Matched (3)
174,SAINT LOUIS,PODOR,GAMADJI SARE,GUEDE VILLAGE,GAMADJI SARE,2.6005423,.11032471,1304.4318,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",saint louis,podor,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",.83329082,4.1282501,2.0658731,.23766829,.18273184,.094806813,.72246134,.23079157,.14055887,.0032416573,.069684543,.15805742,.24617188,.0028588376,.016120823,.97713232,-.040669143,-.5433926,-1.3392069,1,4,2,2,6,Matched (3)
173,SAINT LOUIS,PODOR,GAMADJI SARE,GAMADJI SARE,GAMADJI SARE,2.4663568,.12130421,1434.9333,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",saint louis,podor,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",.83329082,4.1282501,2.0658731,.23766829,.18273184,.094806813,.72246134,.23079157,.14055887,.0032416573,.069684543,.15805742,.24617188,.0028588376,.016120823,.97713232,-.040669143,-.5433926,-1.3392069,1,4,2,2,6,Matched (3)
176,SAINT LOUIS,PODOR,NDIOUM,NDIOUM,,.17587277,.00099877652,11.799708,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",saint louis,podor,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",.83329082,4.1282501,2.0658731,.23766829,.18273184,.094806813,.72246134,.23079157,.14055887,.0032416573,.069684543,.15805742,.24617188,.0028588376,.016120823,.97713232,-.040669143,-.5433926,-1.3392069,1,4,2,2,6,Matched (3)
175,SAINT LOUIS,PODOR,GAMADJI SARE,GUEDE CHANTIER,GAMADJI SARE,.10677566,.00057682832,6.813849,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",saint louis,podor,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",.83329082,4.1282501,2.0658731,.23766829,.18273184,.094806813,.72246134,.23079157,.14055887,.0032416573,.069684543,.15805742,.24617188,.0028588376,.016120823,.97713232,-.040669143,-.5433926,-1.3392069,1,4,2,2,6,Matched (3)
177,SAINT LOUIS,PODOR,PODOR,PODOR,,.120516,.00050006964,5.9035602,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",saint louis,podor,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",.83329082,4.1282501,2.0658731,.23766829,.18273184,.094806813,.72246134,.23079157,.14055887,.0032416573,.069684543,.15805742,.24617188,.0028588376,.016120823,.97713232,-.040669143,-.5433926,-1.3392069,1,4,2,2,6,Matched (3)
172,SAINT LOUIS,PODOR,GAMADJI SARE,DODEL,GAMADJI SARE,2.2251394,.088434935,1045.4552,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",saint louis,podor,"gamadji sare, podor, ndioum, ndiandane, demette, guede chantier",.83329082,4.1282501,2.0658731,.23766829,.18273184,.094806813,.72246134,.23079157,.14055887,.0032416573,.069684543,.15805742,.24617188,.0028588376,.016120823,.97713232,-.040669143,-.5433926,-1.3392069,1,4,2,2,6,Matched (3)
180,KAFFRINE,KAFFRINE,GNIBY,KAHI,GNIBY,.91101956,.021865815,261.20102,"gniby, kaffrine",kaffrine,kaffrine,"gniby, kaffrine",.86546075,4.0333905,1.9833803,.2617391,.33447573,.081803419,.58372086,.24270457,.25329694,.0013477257,.060601629,.10225076,.25605738,.002021739,.01685675,.64250779,-.099384099,-.023138609,.90001184,2,2,4,1,1,Matched (3)
179,KAFFRINE,KAFFRINE,GNIBY,GNIBY,GNIBY,.96923554,.029141372,347.66754,"gniby, kaffrine",kaffrine,kaffrine,"gniby, kaffrine",.86546075,4.0333905,1.9833803,.2617391,.33447573,.081803419,.58372086,.24270457,.25329694,.0013477257,.060601629,.10225076,.25605738,.002021739,.01685675,.64250779,-.099384099,-.023138609,.90001184,2,2,4,1,1,Matched (3)
178,KAFFRINE,KAFFRINE,GNIBY,BOULEL,GNIBY,1.1600242,.053634051,640.23767,"gniby, kaffrine",kaffrine,kaffrine,"gniby, kaffrine",.86546075,4.0333905,1.9833803,.2617391,.33447573,.081803419,.58372086,.24270457,.25329694,.0013477257,.060601629,.10225076,.25605738,.002021739,.01685675,.64250779,-.099384099,-.023138609,.90001184,2,2,4,1,1,Matched (3)
203,KAFFRINE,KAFFRINE,KAFFRINE,KAFFRINE,,.24332696,.0020274869,24.22357,"gniby, kaffrine",kaffrine,kaffrine,"gniby, kaffrine",.86546075,4.0333905,1.9833803,.2617391,.33447573,.081803419,.58372086,.24270457,.25329694,.0013477257,.060601629,.10225076,.25605738,.002021739,.01685675,.64250779,-.099384099,-.023138609,.90001184,2,2,4,1,1,Matched (3)
541,DAKAR,GUEDIAWAYE,VILLE DE GUEDIAWAYE,NDIAREME LIMAMOULAYE,WAKHINANE NIMZATT,.04510868,.00010943374,1.303581,guediawaye,dakar,guediawaye,guediawaye,.92253733,3.5350025,4.7299933,.26653787,.35060173,.061050449,.58834779,.16254897,.29361179,.0085100029,.042616758,.1176049,.28423411,.0015351378,.025830362,-1.1155943,1.8555408,.080579497,1.1379764,3,3,3,6,4,Matched (3)
542,DAKAR,GUEDIAWAYE,VILLE DE GUEDIAWAYE,WAKHINANE NIMZATT,WAKHINANE NIMZATT,.082918502,.00035188711,4.1916294,guediawaye,dakar,guediawaye,guediawaye,.92253733,3.5350025,4.7299933,.26653787,.35060173,.061050449,.58834779,.16254897,.29361179,.0085100029,.042616758,.1176049,.28423411,.0015351378,.025830362,-1.1155943,1.8555408,.080579497,1.1379764,3,3,3,6,4,Matched (3)
540,DAKAR,GUEDIAWAYE,VILLE DE GUEDIAWAYE,MEDINA GOUNASS,WAKHINANE NIMZATT,.035578549,.000061423307,.73171407,guediawaye,dakar,guediawaye,guediawaye,.92253733,3.5350025,4.7299933,.26653787,.35060173,.061050449,.58834779,.16254897,.29361179,.0085100029,.042616758,.1176049,.28423411,.0015351378,.025830362,-1.1155943,1.8555408,.080579497,1.1379764,3,3,3,6,4,Matched (3)
460,DAKAR,GUEDIAWAYE,VILLE DE GUEDIAWAYE,GOLF SUD,SAM NOTAIRE,.12048209,.00071638334,8.5343618,guediawaye,dakar,guediawaye,guediawaye,.92253733,3.5350025,4.7299933,.26653787,.35060173,.061050449,.58834779,.16254897,.29361179,.0085100029,.042616758,.1176049,.28423411,.0015351378,.025830362,-1.1155943,1.8555408,.080579497,1.1379764,3,3,3,6,4,Matched (3)
461,DAKAR,GUEDIAWAYE,VILLE DE GUEDIAWAYE,SAM NOTAIRE,SAM NOTAIRE,.069189623,.0002315357,2.758142,guediawaye,dakar,guediawaye,guediawaye,.92253733,3.5350025,4.7299933,.26653787,.35060173,.061050449,.58834779,.16254897,.29361179,.0085100029,.042616758,.1176049,.28423411,.0015351378,.025830362,-1.1155943,1.8555408,.080579497,1.1379764,3,3,3,6,4,Matched (3)
189,KAFFRINE,KOUNGHEUL,IDA MOURIDE,FASS THIEKENE,IDA MOURIDE,.9663977,.028365059,339.17215,"ida mouride, koungheul",kaffrine,koungheul,"ida mouride, koungheul",.81455487,3.8568509,.94598156,.23964612,.3252092,.098623216,.57616758,.26762435,.2381753,.0032682223,.068961017,.15711406,.15784211,.0020961778,.015023868,.019750606,-.83776134,-.5006448,.76326978,2,2,4,1,1,Matched (3)
242,KAFFRINE,KOUNGHEUL,KOUNGHEUL,KOUNGHEUL,,.1237099,.00069891289,8.3547926,"ida mouride, koungheul",kaffrine,koungheul,"ida mouride, koungheul",.81455487,3.8568509,.94598156,.23964612,.3252092,.098623216,.57616758,.26762435,.2381753,.0032682223,.068961017,.15711406,.15784211,.0020961778,.015023868,.019750606,-.83776134,-.5006448,.76326978,2,2,4,1,1,Matched (3)
190,KAFFRINE,KOUNGHEUL,IDA MOURIDE,IDA MOURIDE,IDA MOURIDE,1.3513316,.040850062,488.20212,"ida mouride, koungheul",kaffrine,koungheul,"ida mouride, koungheul",.81455487,3.8568509,.94598156,.23964612,.3252092,.098623216,.57616758,.26762435,.2381753,.0032682223,.068961017,.15711406,.15784211,.0020961778,.015023868,.019750606,-.83776134,-.5006448,.76326978,2,2,4,1,1,Matched (3)
191,KAFFRINE,KOUNGHEUL,IDA MOURIDE,SALY ESCALE,IDA MOURIDE,.87248904,.032656185,390.54626,"ida mouride, koungheul",kaffrine,koungheul,"ida mouride, koungheul",.81455487,3.8568509,.94598156,.23964612,.3252092,.098623216,.57616758,.26762435,.2381753,.0032682223,.068961017,.15711406,.15784211,.0020961778,.015023868,.019750606,-.83776134,-.5006448,.76326978,2,2,4,1,1,Matched (3)
200,DIOURBEL,MBACKE,KAEL,NDIOUMANE,KAEL,.47296542,.0085451975,101.86396,kael,diourbel,m'backe,kael,.89068103,3.8479197,.70298874,.27671319,.23367029,.12986003,.63646966,.25379315,.17436637,.00058025419,.096322194,.13200782,.13723011,.00058025419,.015086608,-.011754747,-1.0107135,.30050349,-.5875302,1,1,1,4,3,Matched (3)
195,DIOURBEL,MBACKE,KAEL,DAROU NAHIM,KAEL,.48684543,.0034238561,40.799587,kael,diourbel,m'backe,kael,.89068103,3.8479197,.70298874,.27671319,.23367029,.12986003,.63646966,.25379315,.17436637,.00058025419,.096322194,.13200782,.13723011,.00058025419,.015086608,-.011754747,-1.0107135,.30050349,-.5875302,1,1,1,4,3,Matched (3)
199,DIOURBEL,MBACKE,KAEL,MADINA,KAEL,.50137746,.0097141806,115.73438,kael,diourbel,m'backe,kael,.89068103,3.8479197,.70298874,.27671319,.23367029,.12986003,.63646966,.25379315,.17436637,.00058025419,.096322194,.13200782,.13723011,.00058025419,.015086608,-.011754747,-1.0107135,.30050349,-.5875302,1,1,1,4,3,Matched (3)
197,DIOURBEL,MBACKE,KAEL,DENDEYE GOUY GUI,KAEL,.28457609,.0047728973,56.871685,kael,diourbel,m'backe,kael,.89068103,3.8479197,.70298874,.27671319,.23367029,.12986003,.63646966,.25379315,.17436637,.00058025419,.096322194,.13200782,.13723011,.00058025419,.015086608,-.011754747,-1.0107135,.30050349,-.5875302,1,1,1,4,3,Matched (3)
202,DIOURBEL,MBACKE,KAEL,TOUBA MBOUL,KAEL,.61694515,.011719638,139.73987,kael,diourbel,m'backe,kael,.89068103,3.8479197,.70298874,.27671319,.23367029,.12986003,.63646966,.25379315,.17436637,.00058025419,.096322194,.13200782,.13723011,.00058025419,.015086608,-.011754747,-1.0107135,.30050349,-.5875302,1,1,1,4,3,Matched (3)
