fid,region,departemen,com_arrt_v,commune,arrondisse,shape_leng,shape_area,superficie,censusname,geo1_sn2013,geo2_sn2013,geo3_sn2013,cell,chsurv,yrschool,migrated,emp_cat1,emp_cat2,emp_cat3,empd_cat1,empd_cat2,empd_cat3,empd_cat4,empd_cat5,empd_cat6,empd_cat7,empd_cat8,z_chsurv,z_yrschool,z_migrated,z_emp_cat1,kmg3,kmg4,kmg5,kmg6,kmg7,_merge
292,KAOLACK,NIORO,MEDINA SABAKH,NGAYENE,MEDINA SABAKH,.57867616,.015734019,188.29465,medina-sabakh,kaolack,nioro du rip,medina-sabakh,.80650795,3.9630997,.76218277,.26363745,.25136793,.11009783,.63853425,.2802265,.18092798,.0023869127,.076858588,.1574169,.1791378,.0019095301,.019811375,.3945516,-.96858168,.017891301,-.32637388,1,1,1,4,3,Matched (3)
296,THIES,TIVAOUANE,MEOUANE,TAIBA NDIAYE,MEOUANE,.47741941,.01171799,139.43134,"meouane, mekhe, mboro",thies,tivaouane,"meouane, mekhe, mboro",.79491717,3.9254661,1.9009062,.22364363,.24782002,.080641784,.67153817,.22183731,.19284429,.0024584238,.060294002,.16651428,.23788007,.0051345336,.014226498,.26179597,-.15808575,-.84651428,-.37872881,1,1,1,4,7,Matched (3)
293,THIES,TIVAOUANE,MEOUANE,MBORO,MEOUANE,.13602149,.00090697641,10.786648,"meouane, mekhe, mboro",thies,tivaouane,"meouane, mekhe, mboro",.79491717,3.9254661,1.9009062,.22364363,.24782002,.080641784,.67153817,.22183731,.19284429,.0024584238,.060294002,.16651428,.23788007,.0051345336,.014226498,.26179597,-.15808575,-.84651428,-.37872881,1,1,1,4,7,Matched (3)
295,THIES,TIVAOUANE,MEOUANE,MEOUANE,MEOUANE,.86806089,.02718843,323.35083,"meouane, mekhe, mboro",thies,tivaouane,"meouane, mekhe, mboro",.79491717,3.9254661,1.9009062,.22364363,.24782002,.080641784,.67153817,.22183731,.19284429,.0024584238,.060294002,.16651428,.23788007,.0051345336,.014226498,.26179597,-.15808575,-.84651428,-.37872881,1,1,1,4,7,Matched (3)
297,THIES,TIVAOUANE,MEKHE,MEKHE,,.092929564,.00053676119,6.3843131,"meouane, mekhe, mboro",thies,tivaouane,"meouane, mekhe, mboro",.79491717,3.9254661,1.9009062,.22364363,.24782002,.080641784,.67153817,.22183731,.19284429,.0024584238,.060294002,.16651428,.23788007,.0051345336,.014226498,.26179597,-.15808575,-.84651428,-.37872881,1,1,1,4,7,Matched (3)
294,THIES,TIVAOUANE,MEOUANE,DAROU KHOUDOSS,MEOUANE,1.5879426,.049506184,588.58472,"meouane, mekhe, mboro",thies,tivaouane,"meouane, mekhe, mboro",.79491717,3.9254661,1.9009062,.22364363,.24782002,.080641784,.67153817,.22183731,.19284429,.0024584238,.060294002,.16651428,.23788007,.0051345336,.014226498,.26179597,-.15808575,-.84651428,-.37872881,1,1,1,4,7,Matched (3)
298,THIES,TIVAOUANE,MERINA DAKHAR,KOUL,MERINA DAKHAR,.61498696,.018676164,222.22357,merina-dakhar,thies,tivaouane,merina-dakhar,.78670591,3.9791231,1.122859,.22403361,.20298186,.17460032,.62241781,.22653449,.15699947,.0051406906,.12990664,.18589848,.18617636,.0011115007,.01208757,.45107535,-.71186733,-.83808553,-1.0403861,1,1,1,4,7,Matched (3)
299,THIES,TIVAOUANE,MERINA DAKHAR,MERINA DAKHAR,MERINA DAKHAR,.72788936,.024322974,289.27567,merina-dakhar,thies,tivaouane,merina-dakhar,.78670591,3.9791231,1.122859,.22403361,.20298186,.17460032,.62241781,.22653449,.15699947,.0051406906,.12990664,.18589848,.18617636,.0011115007,.01208757,.45107535,-.71186733,-.83808553,-1.0403861,1,1,1,4,7,Matched (3)
300,THIES,TIVAOUANE,MERINA DAKHAR,PEKESSE,MERINA DAKHAR,.69656491,.011452461,136.22104,merina-dakhar,thies,tivaouane,merina-dakhar,.78670591,3.9791231,1.122859,.22403361,.20298186,.17460032,.62241781,.22653449,.15699947,.0051406906,.12990664,.18589848,.18617636,.0011115007,.01208757,.45107535,-.71186733,-.83808553,-1.0403861,1,1,1,4,7,Matched (3)
301,TAMBACOUNDA,TAMBACOUNDA,MISSIRAH,DIALACOTO,MISSIRAH,6.0081935,.5038206,6043.0664,missirah,tambacounda,tambacounda,missirah,.72812998,3.776288,1.108569,.28055018,.33352557,.13398694,.53248751,.24635965,.25135833,.0014487512,.099529207,.13053247,.15603051,.0013038761,.011300259,-.26444095,-.72203833,.38343418,.8859908,2,2,4,1,1,Matched (3)
303,TAMBACOUNDA,TAMBACOUNDA,MISSIRAH,NETTEBOULOU,MISSIRAH,1.6640691,.063165329,756.04395,missirah,tambacounda,tambacounda,missirah,.72812998,3.776288,1.108569,.28055018,.33352557,.13398694,.53248751,.24635965,.25135833,.0014487512,.099529207,.13053247,.15603051,.0013038761,.011300259,-.26444095,-.72203833,.38343418,.8859908,2,2,4,1,1,Matched (3)
302,TAMBACOUNDA,TAMBACOUNDA,MISSIRAH,MISSIRAH,MISSIRAH,1.8756078,.11927478,1428.9026,missirah,tambacounda,tambacounda,missirah,.72812998,3.776288,1.108569,.28055018,.33352557,.13398694,.53248751,.24635965,.25135833,.0014487512,.099529207,.13053247,.15603051,.0013038761,.011300259,-.26444095,-.72203833,.38343418,.8859908,2,2,4,1,1,Matched (3)
306,KAFFRINE,KOUNGHEUL,MISSIRAH WADENE,MISSIRAH WADENE,MISSIRAH WADENE,1.2636585,.029375002,351.13574,missirah wadene,kaffrine,koungheul,missirah wadene,.76243943,3.8815789,.49662998,.26891863,.45625189,.10051468,.44323343,.28768089,.32499695,.0015096075,.070088923,.12012163,.11688676,.00043131644,.0090576457,.10698073,-1.1575911,.13203597,2.6970098,2,2,4,5,1,Matched (3)
305,KAFFRINE,KOUNGHEUL,MISSIRAH WADENE,MAKA YOP,MISSIRAH WADENE,.94264007,.031575345,377.27319,missirah wadene,kaffrine,koungheul,missirah wadene,.76243943,3.8815789,.49662998,.26891863,.45625189,.10051468,.44323343,.28768089,.32499695,.0015096075,.070088923,.12012163,.11688676,.00043131644,.0090576457,.10698073,-1.1575911,.13203597,2.6970098,2,2,4,5,1,Matched (3)
304,KAFFRINE,KOUNGHEUL,MISSIRAH WADENE,NGAINTHE PATHE,MISSIRAH WADENE,1.5154645,.10654444,1271.2214,missirah wadene,kaffrine,koungheul,missirah wadene,.76243943,3.8815789,.49662998,.26891863,.45625189,.10051468,.44323343,.28768089,.32499695,.0015096075,.070088923,.12012163,.11688676,.00043131644,.0090576457,.10698073,-1.1575911,.13203597,2.6970098,2,2,4,5,1,Matched (3)
308,TAMBACOUNDA,BAKEL,MOUDERY,DIAWARA,MOUDERY,.11444951,.00069270458,8.2427368,"moudery, bakel, diawara",tambacounda,bakel,"moudery, bakel, diawara",.81846088,3.8422656,1.6620212,.25656492,.15215096,.18119983,.66664922,.22663189,.1176687,.0065736305,.13356054,.16427179,.20632546,.0038710323,.018094037,-.031700008,-.32811418,-.13497084,-1.7904756,1,1,1,4,7,Matched (3)
310,TAMBACOUNDA,BAKEL,MOUDERY,MOUDERY,MOUDERY,.83435994,.025440721,302.78183,"moudery, bakel, diawara",tambacounda,bakel,"moudery, bakel, diawara",.81846088,3.8422656,1.6620212,.25656492,.15215096,.18119983,.66664922,.22663189,.1176687,.0065736305,.13356054,.16427179,.20632546,.0038710323,.018094037,-.031700008,-.32811418,-.13497084,-1.7904756,1,1,1,4,7,Matched (3)
309,TAMBACOUNDA,BAKEL,MOUDERY,GABOU,MOUDERY,1.0355812,.057827853,688.93274,"moudery, bakel, diawara",tambacounda,bakel,"moudery, bakel, diawara",.81846088,3.8422656,1.6620212,.25656492,.15215096,.18119983,.66664922,.22663189,.1176687,.0065736305,.13356054,.16427179,.20632546,.0038710323,.018094037,-.031700008,-.32811418,-.13497084,-1.7904756,1,1,1,4,7,Matched (3)
307,TAMBACOUNDA,BAKEL,MOUDERY,BALLOU,MOUDERY,.93007404,.025166607,299.89258,"moudery, bakel, diawara",tambacounda,bakel,"moudery, bakel, diawara",.81846088,3.8422656,1.6620212,.25656492,.15215096,.18119983,.66664922,.22663189,.1176687,.0065736305,.13356054,.16427179,.20632546,.0038710323,.018094037,-.031700008,-.32811418,-.13497084,-1.7904756,1,1,1,4,7,Matched (3)
2,TAMBACOUNDA,BAKEL,BAKEL,BAKEL,,.21458116,.0022093728,26.30418,"moudery, bakel, diawara",tambacounda,bakel,"moudery, bakel, diawara",.81846088,3.8422656,1.6620212,.25656492,.15215096,.18119983,.66664922,.22663189,.1176687,.0065736305,.13356054,.16427179,.20632546,.0038710323,.018094037,-.031700008,-.32811418,-.13497084,-1.7904756,1,1,1,4,7,Matched (3)
9,DIOURBEL,MBACKE,MBACKE,MBACKE,,.17527336,.0016033362,19.097651,"ndame, mbacke",diourbel,m'backe,"ndame, mbacke",.79768932,3.4725296,.70838618,.35908028,.24833745,.08359921,.66806334,.2538031,.18530864,.004213443,.058168031,.18243842,.16818361,.0037146797,.020009875,-1.335972,-1.0068718,2.0807428,-.37109333,2,2,5,3,2,Matched (3)
315,DIOURBEL,MBACKE,NDAME,TOUBA MOSQUEE,NDAME,1.2577515,.043762572,521.08386,"ndame, mbacke",diourbel,m'backe,"ndame, mbacke",.79768932,3.4725296,.70838618,.35908028,.24833745,.08359921,.66806334,.2538031,.18530864,.004213443,.058168031,.18243842,.16818361,.0037146797,.020009875,-1.335972,-1.0068718,2.0807428,-.37109333,2,2,5,3,2,Matched (3)
311,DIOURBEL,MBACKE,NDAME,DALLA NGABOU,NDAME,.39169264,.0067610419,80.540817,"ndame, mbacke",diourbel,m'backe,"ndame, mbacke",.79768932,3.4725296,.70838618,.35908028,.24833745,.08359921,.66806334,.2538031,.18530864,.004213443,.058168031,.18243842,.16818361,.0037146797,.020009875,-1.335972,-1.0068718,2.0807428,-.37109333,2,2,5,3,2,Matched (3)
314,DIOURBEL,MBACKE,NDAME,TOUBA FALL,NDAME,.45322406,.0088780969,105.71117,"ndame, mbacke",diourbel,m'backe,"ndame, mbacke",.79768932,3.4725296,.70838618,.35908028,.24833745,.08359921,.66806334,.2538031,.18530864,.004213443,.058168031,.18243842,.16818361,.0037146797,.020009875,-1.335972,-1.0068718,2.0807428,-.37109333,2,2,5,3,2,Matched (3)
312,DIOURBEL,MBACKE,NDAME,MISSIRAH,NDAME,.50863582,.0089750541,106.8313,"ndame, mbacke",diourbel,m'backe,"ndame, mbacke",.79768932,3.4725296,.70838618,.35908028,.24833745,.08359921,.66806334,.2538031,.18530864,.004213443,.058168031,.18243842,.16818361,.0037146797,.020009875,-1.335972,-1.0068718,2.0807428,-.37109333,2,2,5,3,2,Matched (3)
313,DIOURBEL,MBACKE,NDAME,NGHAYE,NDAME,.39678785,.0081487624,97.046791,"ndame, mbacke",diourbel,m'backe,"ndame, mbacke",.79768932,3.4725296,.70838618,.35908028,.24833745,.08359921,.66806334,.2538031,.18530864,.004213443,.058168031,.18243842,.16818361,.0037146797,.020009875,-1.335972,-1.0068718,2.0807428,-.37109333,2,2,5,3,2,Matched (3)
317,LOUGA,KEBEMER,NDANDE,BADEGNE OUOLOF,NDANDE,.70863044,.022529956,267.46286,"ndande, kebemer",louga,kebemer,"ndande, kebemer",.8203643,3.7314782,1.3673227,.22875316,.32176301,.10283248,.57540452,.21816161,.25156668,.0011677708,.079230607,.14582574,.20508072,.0062855897,.015902359,-.42251104,-.53786826,-.73607951,.71241581,2,2,4,1,1,Matched (3)
318,LOUGA,KEBEMER,NDANDE,DIOKOUL DIAWRIGNE,NDANDE,.71029174,.018954189,225.13318,"ndande, kebemer",louga,kebemer,"ndande, kebemer",.8203643,3.7314782,1.3673227,.22875316,.32176301,.10283248,.57540452,.21816161,.25156668,.0011677708,.079230607,.14582574,.20508072,.0062855897,.015902359,-.42251104,-.53786826,-.73607951,.71241581,2,2,4,1,1,Matched (3)
320,LOUGA,KEBEMER,NDANDE,NDANDE,NDANDE,.66000938,.012465662,148.16388,"ndande, kebemer",louga,kebemer,"ndande, kebemer",.8203643,3.7314782,1.3673227,.22875316,.32176301,.10283248,.57540452,.21816161,.25156668,.0011677708,.079230607,.14582574,.20508072,.0062855897,.015902359,-.42251104,-.53786826,-.73607951,.71241581,2,2,4,1,1,Matched (3)
215,LOUGA,KEBEMER,KEBEMER,KEBEMER,,.16535501,.0013728949,16.310036,"ndande, kebemer",louga,kebemer,"ndande, kebemer",.8203643,3.7314782,1.3673227,.22875316,.32176301,.10283248,.57540452,.21816161,.25156668,.0011677708,.079230607,.14582574,.20508072,.0062855897,.015902359,-.42251104,-.53786826,-.73607951,.71241581,2,2,4,1,1,Matched (3)
316,LOUGA,KEBEMER,NDANDE,GUEOUL,NDANDE,.074878156,.00033124626,3.9331663,"ndande, kebemer",louga,kebemer,"ndande, kebemer",.8203643,3.7314782,1.3673227,.22875316,.32176301,.10283248,.57540452,.21816161,.25156668,.0011677708,.079230607,.14582574,.20508072,.0062855897,.015902359,-.42251104,-.53786826,-.73607951,.71241581,2,2,4,1,1,Matched (3)
321,LOUGA,KEBEMER,NDANDE,THIEPPE,NDANDE,.96615183,.038678583,459.13403,"ndande, kebemer",louga,kebemer,"ndande, kebemer",.8203643,3.7314782,1.3673227,.22875316,.32176301,.10283248,.57540452,.21816161,.25156668,.0011677708,.079230607,.14582574,.20508072,.0062855897,.015902359,-.42251104,-.53786826,-.73607951,.71241581,2,2,4,1,1,Matched (3)
319,LOUGA,KEBEMER,NDANDE,KAB GAYE,NDANDE,.6276592,.022753621,270.36496,"ndande, kebemer",louga,kebemer,"ndande, kebemer",.8203643,3.7314782,1.3673227,.22875316,.32176301,.10283248,.57540452,.21816161,.25156668,.0011677708,.079230607,.14582574,.20508072,.0062855897,.015902359,-.42251104,-.53786826,-.73607951,.71241581,2,2,4,1,1,Matched (3)
325,SAINT LOUIS,DAGANA,NDIAYE,NGNITH,NDIAYE,1.4433339,.075407244,892.4007,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",saint louis,dagana,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",.81236356,3.9663031,2.6504948,.21205831,.27525476,.081902705,.64284253,.20356135,.21922351,.003717202,.061513275,.15024947,.27119315,.0041676108,.021516202,.40585181,.37544021,-1.0969135,.0261137,1,4,2,2,5,Matched (3)
432,SAINT LOUIS,DAGANA,RICHARD TOLL,RICHARD TOLL,,.27038479,.002055058,24.284611,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",saint louis,dagana,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",.81236356,3.9663031,2.6504948,.21205831,.27525476,.081902705,.64284253,.20356135,.21922351,.003717202,.061513275,.15024947,.27119315,.0041676108,.021516202,.40585181,.37544021,-1.0969135,.0261137,1,4,2,2,5,Matched (3)
323,SAINT LOUIS,DAGANA,NDIAYE,ROSSO,NDIAYE,.25908256,.0038287921,45.243141,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",saint louis,dagana,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",.81236356,3.9663031,2.6504948,.21205831,.27525476,.081902705,.64284253,.20356135,.21922351,.003717202,.061513275,.15024947,.27119315,.0041676108,.021516202,.40585181,.37544021,-1.0969135,.0261137,1,4,2,2,5,Matched (3)
322,SAINT LOUIS,DAGANA,NDIAYE,ROSS BETHIO,NDIAYE,.58708674,.0098562669,116.58936,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",saint louis,dagana,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",.81236356,3.9663031,2.6504948,.21205831,.27525476,.081902705,.64284253,.20356135,.21922351,.003717202,.061513275,.15024947,.27119315,.0041676108,.021516202,.40585181,.37544021,-1.0969135,.0261137,1,4,2,2,5,Matched (3)
326,SAINT LOUIS,DAGANA,NDIAYE,RONKH,NDIAYE,1.5287602,.05207881,615.54974,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",saint louis,dagana,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",.81236356,3.9663031,2.6504948,.21205831,.27525476,.081902705,.64284253,.20356135,.21922351,.003717202,.061513275,.15024947,.27119315,.0041676108,.021516202,.40585181,.37544021,-1.0969135,.0261137,1,4,2,2,5,Matched (3)
324,SAINT LOUIS,DAGANA,NDIAYE,DIAMA,NDIAYE,2.360429,.11578356,1369.3182,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",saint louis,dagana,"ndiaye, richard-toll, rosso-senegal, ndombo sandjiry, ross-bethio",.81236356,3.9663031,2.6504948,.21205831,.27525476,.081902705,.64284253,.20356135,.21922351,.003717202,.061513275,.15024947,.27119315,.0041676108,.021516202,.40585181,.37544021,-1.0969135,.0261137,1,4,2,2,5,Matched (3)
329,KAOLACK,KAOLACK,NDIEDIENG,NDIEDIENG,NDIEDIENG,.61931676,.01243616,148.69286,ndiedieng,kaolack,kaolack,ndiedieng,.84806561,4.2997451,2.0158963,.23458827,.22397326,.13069086,.64533585,.24563594,.16895737,.0020414181,.096547075,.11491983,.28267637,.00024016685,.012488676,1.582094,-.076240562,-.6099627,-.73062509,1,4,2,2,6,Matched (3)
328,KAOLACK,KAOLACK,NDIEDIENG,NDIAFFATE,NDIEDIENG,1.0027889,.02504229,299.23056,ndiedieng,kaolack,kaolack,ndiedieng,.84806561,4.2997451,2.0158963,.23458827,.22397326,.13069086,.64533585,.24563594,.16895737,.0020414181,.096547075,.11491983,.28267637,.00024016685,.012488676,1.582094,-.076240562,-.6099627,-.73062509,1,4,2,2,6,Matched (3)
327,KAOLACK,KAOLACK,NDIEDIENG,KEUR SOCE,NDIEDIENG,.7634989,.015131417,180.89938,ndiedieng,kaolack,kaolack,ndiedieng,.84806561,4.2997451,2.0158963,.23458827,.22397326,.13069086,.64533585,.24563594,.16895737,.0020414181,.096547075,.11491983,.28267637,.00024016685,.012488676,1.582094,-.076240562,-.6099627,-.73062509,1,4,2,2,6,Matched (3)
334,DIOURBEL,DIOURBEL,NDINDY,TAIBA MOUTOUPHA,NDINDY,.4730151,.010343828,123.21241,ndindy,diourbel,diourbel,ndindy,.84484303,4.0022025,.58741736,.28049865,.37440899,.12618203,.49940899,.2725448,.27236575,.0051592565,.08663252,.12382216,.13156104,.0027945973,.018702306,.53248972,-1.0929724,.38232049,1.4892898,2,2,4,5,1,Matched (3)
335,DIOURBEL,DIOURBEL,NDINDY,TOUBA LAPPE,NDINDY,.38913158,.0065292432,77.708801,ndindy,diourbel,diourbel,ndindy,.84484303,4.0022025,.58741736,.28049865,.37440899,.12618203,.49940899,.2725448,.27236575,.0051592565,.08663252,.12382216,.13156104,.0027945973,.018702306,.53248972,-1.0929724,.38232049,1.4892898,2,2,4,5,1,Matched (3)
331,DIOURBEL,DIOURBEL,NDINDY,GADE ESCALE,NDINDY,.27531856,.0046247318,55.056446,ndindy,diourbel,diourbel,ndindy,.84484303,4.0022025,.58741736,.28049865,.37440899,.12618203,.49940899,.2725448,.27236575,.0051592565,.08663252,.12382216,.13156104,.0027945973,.018702306,.53248972,-1.0929724,.38232049,1.4892898,2,2,4,5,1,Matched (3)
332,DIOURBEL,DIOURBEL,NDINDY,KEUR NGALGOU,NDINDY,.45859471,.0079430975,94.580276,ndindy,diourbel,diourbel,ndindy,.84484303,4.0022025,.58741736,.28049865,.37440899,.12618203,.49940899,.2725448,.27236575,.0051592565,.08663252,.12382216,.13156104,.0027945973,.018702306,.53248972,-1.0929724,.38232049,1.4892898,2,2,4,5,1,Matched (3)
330,DIOURBEL,DIOURBEL,NDINDY,NDANKH SENE,NDINDY,.57011539,.01005007,119.66609,ndindy,diourbel,diourbel,ndindy,.84484303,4.0022025,.58741736,.28049865,.37440899,.12618203,.49940899,.2725448,.27236575,.0051592565,.08663252,.12382216,.13156104,.0027945973,.018702306,.53248972,-1.0929724,.38232049,1.4892898,2,2,4,5,1,Matched (3)
333,DIOURBEL,DIOURBEL,NDINDY,NDINDY,NDINDY,.62044138,.015520578,184.79768,ndindy,diourbel,diourbel,ndindy,.84484303,4.0022025,.58741736,.28049865,.37440899,.12618203,.49940899,.2725448,.27236575,.0051592565,.08663252,.12382216,.13156104,.0027945973,.018702306,.53248972,-1.0929724,.38232049,1.4892898,2,2,4,5,1,Matched (3)
338,FATICK,FATICK,NDIOP,MBELLACADIAO,NDIOP,.95855564,.020012977,238.91779,"ndiob, diakhao",fatick,fatick,"ndiob, diakhao",.86012852,4.2360358,2.2596109,.26842815,.25058934,.10772114,.64168954,.22902165,.19319896,.0013193953,.081731267,.10122129,.29847682,.0038318026,.020401431,1.3573546,.097225316,.12143485,-.33786315,1,4,2,2,6,Matched (3)
337,FATICK,FATICK,NDIOP,DIAOULE,NDIOP,.5431391,.0096955486,115.70256,"ndiob, diakhao",fatick,fatick,"ndiob, diakhao",.86012852,4.2360358,2.2596109,.26842815,.25058934,.10772114,.64168954,.22902165,.19319896,.0013193953,.081731267,.10122129,.29847682,.0038318026,.020401431,1.3573546,.097225316,.12143485,-.33786315,1,4,2,2,6,Matched (3)
339,FATICK,FATICK,NDIOP,NDIOP,NDIOP,.56057256,.010711584,127.73899,"ndiob, diakhao",fatick,fatick,"ndiob, diakhao",.86012852,4.2360358,2.2596109,.26842815,.25058934,.10772114,.64168954,.22902165,.19319896,.0013193953,.081731267,.10122129,.29847682,.0038318026,.020401431,1.3573546,.097225316,.12143485,-.33786315,1,4,2,2,6,Matched (3)
340,FATICK,FATICK,NDIOP,THIARE NDIALGUI,NDIOP,.84941208,.011914101,142.13409,"ndiob, diakhao",fatick,fatick,"ndiob, diakhao",.86012852,4.2360358,2.2596109,.26842815,.25058934,.10772114,.64168954,.22902165,.19319896,.0013193953,.081731267,.10122129,.29847682,.0038318026,.020401431,1.3573546,.097225316,.12143485,-.33786315,1,4,2,2,6,Matched (3)
336,FATICK,FATICK,NDIOP,DIAKHAO,NDIOP,.16304052,.00096840074,11.551877,"ndiob, diakhao",fatick,fatick,"ndiob, diakhao",.86012852,4.2360358,2.2596109,.26842815,.25058934,.10772114,.64168954,.22902165,.19319896,.0013193953,.081731267,.10122129,.29847682,.0038318026,.020401431,1.3573546,.097225316,.12143485,-.33786315,1,4,2,2,6,Matched (3)
343,KOLDA,MEDINA YORO FOULAH,NDORNA,KOULINTO,NDORNA,.94137919,.056575175,678.69305,"ndorna, fafacourou",kolda,medina yoro foulah,"ndorna, fafacourou",.66201597,3.6986833,.97552252,.23950973,.28338829,.30956307,.40704864,.24910484,.2127949,.039618541,.19283086,.091463119,.15754561,.0010833194,.012380794,-.53819776,-.81673533,-.50359267,.14613669,2,2,1,1,1,Matched (3)
159,KOLDA,MEDINA YORO FOULAH,FAFACOUROU,BADION,FAFACOUROU,.9465223,.032967284,395.41156,"ndorna, fafacourou",kolda,medina yoro foulah,"ndorna, fafacourou",.66201597,3.6986833,.97552252,.23950973,.28338829,.30956307,.40704864,.24910484,.2127949,.039618541,.19283086,.091463119,.15754561,.0010833194,.012380794,-.53819776,-.81673533,-.50359267,.14613669,2,2,1,1,1,Matched (3)
342,KOLDA,MEDINA YORO FOULAH,NDORNA,BOUROUCO,NDORNA,1.0573988,.047134373,565.02728,"ndorna, fafacourou",kolda,medina yoro foulah,"ndorna, fafacourou",.66201597,3.6986833,.97552252,.23950973,.28338829,.30956307,.40704864,.24910484,.2127949,.039618541,.19283086,.091463119,.15754561,.0010833194,.012380794,-.53819776,-.81673533,-.50359267,.14613669,2,2,1,1,1,Matched (3)
160,KOLDA,MEDINA YORO FOULAH,FAFACOUROU,FAFACOUROU,FAFACOUROU,.99703687,.033896092,406.67242,"ndorna, fafacourou",kolda,medina yoro foulah,"ndorna, fafacourou",.66201597,3.6986833,.97552252,.23950973,.28338829,.30956307,.40704864,.24910484,.2127949,.039618541,.19283086,.091463119,.15754561,.0010833194,.012380794,-.53819776,-.81673533,-.50359267,.14613669,2,2,1,1,1,Matched (3)
341,KOLDA,MEDINA YORO FOULAH,NDORNA,BIGNARABE,NDORNA,.90539902,.027544595,330.63141,"ndorna, fafacourou",kolda,medina yoro foulah,"ndorna, fafacourou",.66201597,3.6986833,.97552252,.23950973,.28338829,.30956307,.40704864,.24910484,.2127949,.039618541,.19283086,.091463119,.15754561,.0010833194,.012380794,-.53819776,-.81673533,-.50359267,.14613669,2,2,1,1,1,Matched (3)
344,KOLDA,MEDINA YORO FOULAH,NDORNA,NDORNA,NDORNA,1.4691336,.062796026,753.17908,"ndorna, fafacourou",kolda,medina yoro foulah,"ndorna, fafacourou",.66201597,3.6986833,.97552252,.23950973,.28338829,.30956307,.40704864,.24910484,.2127949,.039618541,.19283086,.091463119,.15754561,.0010833194,.012380794,-.53819776,-.81673533,-.50359267,.14613669,2,2,1,1,1,Matched (3)
345,DIOURBEL,DIOURBEL,DIOURBEL,DIOURBEL,,.26487234,.0026977961,32.154011,"ndoulo, diourbel",diourbel,diourbel,"ndoulo, diourbel",.83709604,3.8344412,2.1203918,.35083717,.25940672,.086859837,.65373343,.23061821,.1995828,.0029828246,.063845553,.15432031,.24633797,.00077986688,.0167096,-.05930125,-.0018650009,1.9025805,-.20774896,3,3,5,3,2,Matched (3)
346,DIOURBEL,DIOURBEL,NDOULO,NDOULO,NDOULO,.52050263,.0089586005,106.73517,"ndoulo, diourbel",diourbel,diourbel,"ndoulo, diourbel",.83709604,3.8344412,2.1203918,.35083717,.25940672,.086859837,.65373343,.23061821,.1995828,.0029828246,.063845553,.15432031,.24633797,.00077986688,.0167096,-.05930125,-.0018650009,1.9025805,-.20774896,3,3,5,3,2,Matched (3)
350,DIOURBEL,DIOURBEL,NDOULO,TOURE MBONDE,NDOULO,.47582585,.0086913425,103.5573,"ndoulo, diourbel",diourbel,diourbel,"ndoulo, diourbel",.83709604,3.8344412,2.1203918,.35083717,.25940672,.086859837,.65373343,.23061821,.1995828,.0029828246,.063845553,.15432031,.24633797,.00077986688,.0167096,-.05930125,-.0018650009,1.9025805,-.20774896,3,3,5,3,2,Matched (3)
347,DIOURBEL,DIOURBEL,NDOULO,NGOHE,NDOULO,.4768317,.010705804,127.61799,"ndoulo, diourbel",diourbel,diourbel,"ndoulo, diourbel",.83709604,3.8344412,2.1203918,.35083717,.25940672,.086859837,.65373343,.23061821,.1995828,.0029828246,.063845553,.15432031,.24633797,.00077986688,.0167096,-.05930125,-.0018650009,1.9025805,-.20774896,3,3,5,3,2,Matched (3)
349,DIOURBEL,DIOURBEL,NDOULO,TOCKY GARE,NDOULO,.55613893,.014005537,166.97569,"ndoulo, diourbel",diourbel,diourbel,"ndoulo, diourbel",.83709604,3.8344412,2.1203918,.35083717,.25940672,.086859837,.65373343,.23061821,.1995828,.0029828246,.063845553,.15432031,.24633797,.00077986688,.0167096,-.05930125,-.0018650009,1.9025805,-.20774896,3,3,5,3,2,Matched (3)
348,DIOURBEL,DIOURBEL,NDOULO,PATTAR,NDOULO,.53537315,.0094889309,113.0893,"ndoulo, diourbel",diourbel,diourbel,"ndoulo, diourbel",.83709604,3.8344412,2.1203918,.35083717,.25940672,.086859837,.65373343,.23061821,.1995828,.0029828246,.063845553,.15432031,.24633797,.00077986688,.0167096,-.05930125,-.0018650009,1.9025805,-.20774896,3,3,5,3,2,Matched (3)
351,KAOLACK,KAOLACK,NGOTHIE,DYA,NGOTHIE,.70946395,.010566692,126.1797,"ngothie, gandiaye, sibassor",kaolack,kaolack,"ngothie, gandiaye, sibassor",.84503841,4.2745671,2.9834318,.23397332,.21908492,.12130225,.65961283,.23210755,.16823365,.0019195583,.091227531,.10275402,.33006144,.0023393938,.020928703,1.4932768,.6124109,-.6232537,-.80276024,1,4,2,2,6,Matched (3)
