fid,2021-01_prec,2021-02_prec,2021-03_prec,2021-04_prec,2021-05_prec,2021-06_prec,2021-07_prec,2021-08_prec,2021-09_prec,2021-10_prec,2021-11_prec,2021-12_prec,2022-01_prec,2022-02_prec,2022-03_prec,2022-04_prec,2022-05_prec,2022-06_prec,2022-07_prec,2022-08_prec,2022-09_prec,2022-10_prec,2022-11_prec,2022-12_prec,2023-01_prec,2023-02_prec,2023-03_prec,2023-04_prec,2023-05_prec,2023-06_prec,2023-07_prec,2023-08_prec,2023-09_prec,2023-10_prec,2023-11_prec,2023-12_prec,2024-01_prec,2024-02_prec,2024-03_prec,2024-04_prec,2024-05_prec,2024-06_prec,2024-07_prec,2024-08_prec,2024-09_prec,2024-10_prec,2024-11_prec,2024-12_prec
1,0.093818009,0.170707434,0.0,0.499312788,0.769149899,84.36058044,207.7719421,333.1681824,239.3530273,96.56076813,2.276304007,0.0,0.0,0.0,0.0,0.499313086,42.12435532,147.2067413,145.770401,237.8233948,253.8221283,118.6704559,0.255276591,0.124184728,0.018843226,0.016508948,0.0,0.499313354,27.41537094,152.0487976,177.8697968,232.6273956,202.5157013,83.38352966,0.0,0.108336836,0.0,0.071289264,0.0,0.561147511,23.28025055,22.68451118,194.3691711,283.8044739,195.2690277,108.1951065,0.87182802,0.545385718
2,0.0,0.33645463,0.001682282,0.0,0.0,41.72878265,110.6820374,293.2470398,109.5069427,25.14812088,0.537876427,0.0,0.020415138,0.0,0.0,0.0,34.89859772,124.8783417,159.9425812,211.6458588,302.4517822,29.38190079,1.733679533,0.357894361,0.089853235,0.0,0.001361381,0.003487031,13.39265823,96.09625244,137.3019714,205.439682,152.2976379,34.29891205,0.0,0.0,0.0,0.157579437,0.0,0.0,0.0,1.828244328,202.8257446,153.6964417,256.0310364,38.33647919,0.0,0.556954026
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.217018723,0.144490898,0.0,0.0,0.0,18.98681068,61.6489563,336.8909607,70.69742584,8.326639175,0.237580895,0.0,0.046169076,0.0,0.0,0.0,28.08610535,84.87557983,136.1040497,205.6637573,151.3694,27.44349861,0.287103802,0.445299327,0.032375723,0.048768982,0.025820488,0.111358486,8.340569496,66.81324768,99.09612274,119.1491394,84.68593597,12.23503876,0.0,0.44724533,0.0,0.048598185,0.0,0.0,0.0,12.20525932,119.8644867,116.8999023,137.140564,23.54306602,0.352209926,0.994404376
5,0.0,0.0,0.0,0.0,38.18878555,123.9924088,176.2825928,452.7455444,264.2693787,169.7448425,4.026390076,0.025207773,0.0,0.0,0.0,0.356181502,50.74629593,203.6614685,202.4762115,262.8926086,251.7947235,88.54867554,1.187353015,0.0,0.0,0.0,0.093836635,0.641062975,63.1601181,169.7294617,335.0665283,211.8293915,371.0314636,162.294693,0.16295135,0.015356827,0.0,0.045884326,0.381828964,0.0,41.09447861,158.1863098,221.2715149,348.1149597,368.8259277,213.9175568,0.0,0.268505573
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.241589308,0.775493562,0.002174909,0.0,0.0,45.44699097,315.291687,1387.604614,257.4070129,14.07370186,0.465170741,0.338474244,0.377651989,0.0,0.044100642,0.0,97.32223511,289.2800293,496.6116638,845.5045776,545.6164551,108.8547668,4.650182724,1.393536329,0.356719375,0.346189916,0.164937079,1.212801695,20.40779495,198.4941254,415.2697144,516.21521,358.0949097,5.623106003,0.0,0.579393148,0.013961369,0.620045722,0.0,0.0,0.0,44.88786316,463.9963379,586.125061,451.9054565,74.92474365,0.793651819,4.536397934
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.121856764,0.039343517,0.002489846,2.08155489,85.240242,220.989624,301.6706238,223.9994812,111.903244,2.329724789,0.0,0.0,0.0,0.011180324,0.0,50.05888367,136.5780334,177.6216736,248.6025848,258.3018188,152.440567,0.009472814,0.159503847,0.008243345,0.0,0.0,0.1191663,19.34971619,182.8614044,282.5447693,185.8255615,228.6572266,90.32206726,0.0,0.161876693,0.0,0.010775335,0.0,0.0,25.25619698,61.54740143,272.0489807,247.4628754,359.3496399,193.6454468,0.977116823,1.049097061
11,0.169433773,0.141144708,0.0,0.0,0.0,84.23544312,148.8375244,312.809845,167.2935638,56.92533875,1.25980854,0.0,0.078698426,0.0,0.0152533,0.0,36.16507339,116.1737671,195.9052734,183.2607117,222.1829681,107.9473267,2.912201643,0.151611328,0.213564396,0.0,0.0,0.0,12.77195835,135.5708008,194.9257355,183.8652496,194.2961884,43.8219986,0.0,0.29957217,0.021908386,0.011822183,0.0,0.0,13.36271477,28.17726517,243.7189636,192.112854,251.4580383,136.100647,0.657427549,1.449676514
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.147107631,27.89983368,118.7212219,180.9163208,421.4778442,255.2625732,168.1716309,2.192813158,0.0,0.0,0.0,0.0,0.339220226,45.56494904,200.6517029,178.7953949,327.1877441,213.9057617,119.8501816,3.001192331,0.0,0.0,0.0,0.003379946,1.702336431,42.73023605,206.1951294,285.930603,299.8929443,367.7384338,171.292038,0.0,0.040583372,0.0,0.0,0.018407181,0.187539265,47.88025665,164.0114441,228.2825928,294.0435791,344.62146,209.3589935,0.0,0.431051791
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1.583141088,1.668271065,0.0,0.0,0.106928132,52.57103729,55.34615326,690.9793701,181.6474915,72.23251343,0.0,1.23784852,0.152328357,0.757530212,0.0,0.0,8.027488708,69.38600159,392.3352051,358.4010315,341.4675293,105.3027039,2.155185938,0.0,2.356611013,0.041927673,0.014146525,0.141655609,2.390357494,11.27161503,352.6266785,458.3335876,325.0719299,84.91760254,0.0,1.078749895,0.086580276,1.150752068,0.0,0.0,0.0,13.92814541,198.1720276,241.4424438,239.4923706,115.8294144,0.334243,4.518471718
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.00191785,0.11684905,0.455809265,0.0,117.2856293,780.4469604,1006.889343,2579.094482,1308.125,828.6337891,13.64276505,0.099391043,0.0,0.004660268,0.107644692,4.240297794,244.2893372,1235.262939,1088.744995,1362.450562,1261.056274,424.9220276,13.39523506,0.0,0.0,0.0,0.896199226,3.578334332,331.0717773,1041.594971,1473.585327,1021.657959,1574.021973,655.6194458,0.0,0.0,0.0,0.198375255,2.593107224,0.0,229.1321869,896.9424438,1360.526855,1771.51416,1903.570801,929.5405273,0.0,0.627080739
19,6.738603592,4.906769753,0.0,0.0,4.566971779,212.8381042,966.4908447,5022.643555,1442.328735,161.0621643,1.470915794,2.543384314,4.384242535,2.313994884,0.284655601,0.0,403.1682739,861.8243408,1362.13623,2442.627441,1784.005859,482.395813,19.29356003,1.595970988,4.012770653,3.032166958,0.315027714,3.922796249,91.42560577,383.7060547,1945.182373,2044.892578,1394.827148,34.91333008,0.0,2.50735569,0.711955428,3.365252018,0.0,0.0,0.0,216.145874,1663.877686,2211.399414,1676.030151,440.339386,0.040744096,14.50993919
20,5.254644394,3.5318501,0.0,0.0,0.600720465,151.004425,823.6837158,3626.063721,890.6818848,68.27233124,0.259232521,2.311237097,2.901786089,1.244851112,0.1970364,0.0,308.4578552,690.1357422,1064.543457,1887.975586,1285.205078,308.5778198,12.60259438,2.728750944,2.837026834,1.926331043,0.284237444,3.22767663,68.54232788,249.4743347,1432.53064,1593.138916,996.1641846,45.68993759,0.0,2.249856472,0.976206422,1.838309288,0.0,0.0,0.0,160.6979065,1245.807129,1697.72522,1220.906982,278.201416,0.0,11.91432381
21,1.373268962,1.262530684,0.0,0.0,0.0,18.58958435,276.688446,1058.102783,207.064682,1.950588584,0.282216221,0.497369289,0.711788595,0.405243099,0.0,0.0,79.8738327,248.793457,343.9246826,596.2060547,392.5127869,86.85083771,3.735005856,1.025756359,0.692585289,0.342461318,0.129339799,0.368682921,16.97083092,88.73571777,437.7890625,468.6488953,306.1018066,3.04346633,0.0,1.000215888,0.148679078,0.273245007,0.0,0.0,0.0,21.05838966,378.1196289,526.6966553,338.9516296,57.85218811,0.602816224,3.58274889
22,11.88959885,7.820477962,0.0,0.0,37.37678909,344.8931274,1234.08313,7296.544434,2517.591309,305.2574768,2.928328276,4.307393074,6.377958775,2.7854352,0.354233235,0.0,566.3718872,1163.793457,2086.702637,3510.066406,2709.637695,737.4915161,36.1618576,0.661051512,5.598047256,4.873234272,0.309502125,6.384266376,138.3621368,523.3898315,2977.348877,2860.766602,2219.854492,129.4444427,0.0,2.89583683,0.619836509,5.406728745,0.0,0.0,0.0,270.7658691,2658.501709,3031.210938,2330.823242,772.3564453,0.0,17.18695831
23,0.48012203,0.322248548,0.0,0.0,0.0,7.605026245,55.78363037,239.1724701,61.72141266,5.66599369,0.0,0.197596937,0.212578535,0.18724744,0.0,0.0,19.75015259,46.4672966,68.85900116,120.9692841,93.11542511,16.61672401,0.907547951,0.139756903,0.208032697,0.230942369,0.022238009,0.113740541,4.348985195,11.85869122,96.47822571,106.4384613,72.09779358,2.609023571,0.0,0.102891728,0.059866525,0.140511394,0.0,0.0,0.0,8.968446732,82.00111389,121.2829361,90.94108582,15.93575287,0.0,0.776499093
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1.103008866,1.388586879,0.043227226,0.0,0.0,7.830818176,15.87864685,401.6408081,126.3225632,31.98620224,0.0,0.31637159,0.533442438,0.0,0.0,0.0,0.0,20.35813904,170.3049927,248.0898438,250.6221008,65.87283325,2.075745344,0.0,1.961043715,0.111184783,0.042788539,0.051872853,0.804453075,2.541078091,56.29203033,223.755661,201.8169098,32.26600647,0.0,0.098545015,0.193853378,0.671496153,0.0,0.0,0.0,0.709237635,76.55336761,118.7014389,181.9758606,57.99401093,5.834077835,5.070548058
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3.8254807,2.871548176,0.001461769,0.0,0.065258071,154.2749481,156.3156586,1753.849487,450.0070496,150.5380859,0.0,2.646986723,0.838034093,1.153218031,0.0,0.0,28.36348534,200.1959534,679.0476685,989.7260132,830.6199341,134.3123169,6.023476124,0.0,3.915868998,0.016099174,0.038252056,0.0,13.96707153,30.90168762,821.2180176,1279.285034,767.2400513,164.1361389,0.0,2.30114007,0.236907244,1.913826108,0.0,0.0,8.22005558,36.64216614,554.4041748,540.8312988,660.7051392,280.7221069,1.766772985,7.813985348
30,2.188713551,1.441993952,0.011192286,0.0,0.0,92.11579895,88.36483765,962.0079956,263.6326294,92.14656067,0.0,1.276578307,0.504418552,0.538851023,0.0,0.0,16.53190041,124.4878235,374.2263184,568.5195313,479.7574768,71.92500305,2.637115717,0.0,2.113640547,0.029199991,0.049889266,0.004973684,9.629001617,21.83692551,458.8301392,716.5975342,419.5324097,81.60067749,0.0,1.111776471,0.231179401,0.872659385,0.0,0.0,5.329528809,10.27689838,317.4589844,299.2373047,387.2561035,176.202179,0.210956961,3.721513271
31,3.787262201,4.657845497,0.016210463,0.0,0.0,229.4192963,268.7678223,2698.67041,741.3215332,286.7538452,0.0,5.083361149,0.930023015,1.807300091,0.0,0.0,41.97919083,324.9382935,1132.52771,1531.654907,1508.94458,358.687561,9.930407524,0.0,5.698116302,0.15452525,0.031352371,0.054209594,14.18182755,63.88285065,1281.603027,1891.581543,1379.023438,337.9703979,0.0,3.935065746,0.387592167,2.996683121,0.0,0.0,11.57892227,70.32826233,921.0435181,932.3023071,1192.228027,577.8974609,6.575186729,14.4191761
32,2.351889133,6.076726437,1.264064431,0.363957584,0.0,4266.554688,7897.57959,12716.31836,6840.84082,4008.511963,157.4400635,0.0,0.0,0.08291541,3.31400156,0.0,2003.744263,6769.777344,5677.486328,9891.428711,10051.20117,3686.744385,66.64593506,8.593177795,0.765066028,1.047736168,3.063550234,7.537027359,848.7716064,5746.737793,7788.93457,8899.771484,7788.06543,3653.237549,0.0,4.13697052,0.281917572,7.978676796,3.507546902,0.0,1139.562012,1605.205566,9431.009766,11198.96777,7974.145508,4447.001953,3.846409321,27.87834167
33,0.418409616,4.793558121,1.552404523,1.736990213,0.0,3354.14209,6548.282227,12672.82813,7982.980469,3920.156738,21.10411835,0.0,0.0,0.0,1.143744826,0.107946314,1727.398193,6509.798828,5405.619629,8930.595703,9330.849609,3819.674316,32.4366951,1.756458402,0.054029342,0.023996113,1.512959003,15.23463821,706.4959106,5552.585449,7333.359863,8654.738281,8254.743164,3526.200928,11.81872463,1.715421677,1.304262996,5.225833893,0.562076032,0.119565755,1016.86676,2092.438232,7780.702148,11812.75391,7659.338867,5065.72168,26.1458683,17.67705917
34,0.496202469,2.282464504,0.231753439,1.61242485,3.030188084,1946.190186,4136.083984,6443.833984,4737.324707,2244.20459,34.94221497,0.0,0.0,0.0,1.189115047,1.348975658,919.0084229,3453.820557,3013.118164,4938.981445,5605.856934,2456.106689,27.97509766,2.034932613,0.073946372,0.024388399,0.35778594,2.135969877,463.456604,3187.394531,3945.283203,4510.951172,4619.477539,2091.665039,0.678227186,1.363517404,0.171187848,2.652630329,0.416065574,1.503572226,538.0863647,820.5703125,4687.659668,5843.695313,4273.136719,2614.941162,13.26677513,9.76290226
35,0.240228638,3.881570578,0.105305381,0.08382225,0.0,1081.795654,2055.834717,3251.936035,2157.1875,1085.450073,14.48804951,0.0,0.0,0.0,0.383639663,0.0,369.7276001,1382.372559,1958.374268,1816.671265,2650.495605,1400.788452,25.24464417,4.174151897,0.648023069,0.0,0.018816156,1.546980023,198.104126,1659.561157,2955.137207,2089.965576,2252.702148,768.2042847,0.0,4.065872669,0.0,0.22278671,0.0,0.0,211.2288055,428.8152466,2616.643555,2413.350586,3512.098633,1655.805786,15.65387821,14.0871172
36,0.221173748,7.125846863,0.0,0.005016466,2.507204533,1182.985962,2643.247803,4407.82959,2462.885254,1060.727783,4.063228607,0.0,0.009211572,0.0,1.27401197,0.0,349.0819092,1303.687866,2258.015381,2327.378662,3057.428223,1483.660645,39.24321747,8.127707481,0.70125252,0.0,0.025123697,1.070560932,255.6391602,1724.289917,2963.440186,3488.981934,2321.015625,635.0650635,0.0,7.268503666,0.030147538,0.763897002,0.0,0.0,224.9251404,309.41922,3052.980957,2986.199951,3272.364258,1522.791138,0.0,17.07089806
37,0.158732206,4.415727615,0.040011417,0.16715382,0.357569069,995.5244751,1992.604248,3162.047119,2105.311768,903.5476074,5.285431385,0.0,0.0,0.0,0.692747951,0.0,315.2296753,1168.135742,1820.534302,1765.426514,2463.89624,1194.104736,21.73588181,4.886808395,0.579292655,0.0,0.0137176,1.128047466,192.5157471,1466.111084,2954.697998,2450.048828,2037.66687,583.3883057,0.0,5.157849312,0.019220607,0.706776977,0.0,0.0,204.9145203,353.0656433,2539.695313,2519.934326,3151.28125,1406.920776,3.127110004,14.76466084
38,0.054165676,4.283224583,0.0,0.410507053,0.0,943.4016724,1875.219238,2931.657715,2024.218628,887.2908325,2.861254215,0.0,0.0,0.031441525,0.829322457,0.0,314.5836792,1121.338623,1570.830566,1689.500732,2192.716797,1097.591064,22.41072845,4.405385494,0.265340835,0.0,0.009399335,2.481031418,209.1268616,1467.675659,2313.148438,2285.416016,1807.319336,519.3251953,0.0,3.756463528,0.0,0.408132195,0.0,0.0,184.2030029,249.9191437,2055.05835,2275.764648,2583.393555,1264.619263,2.339809179,10.07897186
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1.051857471,0.931072593,0.0,0.0,0.0,15.86583138,27.89385033,461.2225342,138.0927277,33.5449295,0.0,0.986013472,0.228431985,0.129336759,0.0,0.0,2.645646095,41.74219894,216.4373169,269.4776001,264.5470886,62.07802582,1.121018171,0.0,2.040370941,0.065479904,0.011513188,0.0,0.935126245,3.854639292,103.8619156,252.3738708,259.2292175,33.86309052,0.0,0.737820387,0.072072759,0.427904636,0.0,0.0,2.052616119,6.849131107,106.7868195,131.8559875,212.3760986,70.64376831,1.630345345,3.613499165
41,0.006686419,0.51094687,0.046531644,2.364718437,818.1923828,3120.156738,4374.119141,11022.57617,6228.071289,4211.399414,61.58609009,1.212977409,0.0,0.0,0.022329334,7.888552666,1167.514648,5094.255859,4702.875,6450.257813,5652.013672,2269.009277,30.76722145,0.0,0.0,0.0,0.873647749,17.7658577,1591.146729,4477.633789,7614.140137,5355.508301,8747.907227,3975.622559,3.503113747,0.356213421,0.001277723,0.72805357,6.666905403,2.971094608,1054.448608,3755.290283,5273.675781,7974.538086,8343.464844,4807.712891,1.364464283,3.789328575
42,0.001061895,0.622230053,0.580053329,4.451016426,436.630188,1246.869141,1640.078857,4242.462891,2321.753906,1496.706421,66.4733963,1.328775644,0.0,0.0,0.025376154,3.196025372,402.4957581,1840.538208,1609.581299,2204.506348,1931.60791,801.4337769,19.14821815,0.0,0.0,0.0,1.604388952,11.15102386,650.8027344,1531.101318,2849.19043,2169.483887,2873.859863,1618.814941,11.01946449,0.335802019,0.0,0.473254532,4.410251617,1.900704145,444.1062012,1536.60022,1819.271484,2724.996826,2942.911133,1815.596558,1.289948702,0.833133876
43,0.597820103,0.433041602,0.05847726,12.96425819,1622.403442,9848.177734,13468.06836,33237.91016,19898.17188,11005.14453,69.96165466,1.07655108,0.0,0.0,0.038152099,19.22180176,4224.072754,15944.25781,14735.79199,23284.06641,17454.23438,9017.111328,108.9171371,0.186967462,0.032709353,0.0,0.88610369,60.73421097,3155.03125,16511.79688,21767.55859,21005.07227,26947.53516,10027.74121,2.302690506,2.07161665,0.080710039,0.080792218,3.306219578,11.1221981,3113.991211,11724.03223,17767.05078,24426.2832,25410.41016,16012.25684,11.22034454,42.286026
44,0.296015143,1.024388433,0.0,22.21664238,1527.200439,10354.63965,12516.95898,29608.63867,18000.71094,11721.47656,85.41916656,0.229865521,0.0,0.005181513,0.0,29.11845398,4381.781738,14958.74707,14006.63477,21144.94141,17390.54102,7509.041016,109.1859741,0.0,0.034624252,0.0,0.019872753,100.1153336,4022.348633,15115.85742,19849.17578,18265.35156,24740.07813,9953.467773,0.03903969,0.070980527,0.035338428,0.656811774,2.038125753,21.97669411,2211.454834,10484.60645,15451.22266,24756.01172,25641.00781,15264.00098,5.705270767,22.09186935
45,57.35617447,36.34739685,0.012641557,0.0,6.99585247,3633.656738,4013.476563,21400.70313,6920.286133,2534.836182,4.159259796,6.729872704,29.01260948,6.020098686,0.02053122,0.0,665.1751099,2333.314453,9261.632813,8076.547852,11763.67383,4363.588867,185.5801849,0.0,30.282444,14.65532207,1.335739851,0.26640451,461.2692871,870.4443359,12513.14844,12195.23242,8078.399414,1193.261963,0.0,13.76076031,1.709277034,20.39489937,0.0,0.0,180.4371643,313.7224121,10265.6748,6388.317383,10341.11133,4980.137695,0.199175403,74.17697144
46,35.11091232,13.64947891,0.035618719,0.0,0.142274201,2226.828369,1929.511719,11896.9834,5094.364258,1340.601807,1.278349876,0.481383771,26.38529968,1.601503849,0.57883364,0.0,513.4956055,2059.110107,3868.828369,4697.539551,6446.234375,2347.331543,109.332077,0.0,24.88621521,4.180691719,0.20759201,1.166215539,268.4936829,811.463501,4787.44043,7789.09375,5376.773926,1192.509033,0.0,15.88633537,2.341596842,8.007936478,0.0,0.0,182.5769196,111.9459076,4572.99707,3147.605469,7692.98877,3517.61084,1.236884594,52.47847366
47,32.10429764,20.29050255,0.0,0.0,2.50293684,1913.962646,1334.687134,10823.67773,4132.535156,1263.135132,0.271433711,7.641627789,19.18422318,5.894977093,0.0,0.0,311.8726196,1399.5177,3541.449219,4760.813477,5218.273926,1956.047607,96.75834656,0.0,22.15152359,4.666041374,0.437377185,0.355372787,197.5053253,353.9421692,4836.768066,7621.157227,4057.349365,915.4120483,0.0,15.21313095,2.131214142,14.15046501,0.0,0.0,115.4988861,13.50453377,3913.139648,3218.04834,5750.498047,2651.949219,1.284751177,71.35191345
48,52.64981842,19.65956497,0.044134036,0.0,4.918992996,4175.039063,6065.883301,18550.99805,8576.974609,3058.391113,29.50951576,0.560262978,53.06369019,0.652092993,0.58231622,0.0,1073.463745,3347.443115,9339.061523,6531.737793,12457.35156,6309.532715,203.9841003,0.0,41.26335907,2.177360058,0.357830286,1.254439354,569.4697266,2019.756714,11501.16016,13629.94629,9071.024414,1784.87085,0.0,28.61060524,5.708827019,11.67877007,0.0,0.0,398.262207,212.8280334,11710.12695,5537.063477,13733.49316,7218.561523,8.163625717,105.0373535
49,0.633586884,1.967596531,0.007676955,0.066159382,0.0,1968.435913,3714.381836,8608.753906,3479.507324,680.4810791,40.07152557,0.0,0.038583275,0.0,0.007379076,0.0,1083.23291,3182.630127,4939.730469,5747.648926,7696.119141,1145.729492,58.0098877,0.939617932,0.511849046,0.045246545,0.014875948,1.560369134,589.3061523,2855.699463,4331.960938,5678.241699,4732.441406,1328.822266,0.0,0.581115723,0.005059478,2.453545094,0.00625388,0.0,175.1579437,279.7162476,6236.211914,5363.806641,6662.181641,1263.067627,0.0,5.463499069
50,1.156540036,1.537092924,0.025802424,0.006433119,0.0,2724.183105,4327.851563,9145.267578,4000.527832,1148.114014,77.63149261,0.0,0.027864534,0.029169783,0.062322203,0.0,1577.367554,4019.853271,5209.152832,6367.418945,6805.771973,1917.10144,46.43453217,0.19685778,0.150330126,0.159377515,0.027046908,0.485921681,754.8382568,3926.770264,4601.194336,5258.164063,5437.269531,1777.765625,0.0,0.03659568,0.12740314,3.444235325,0.078293204,0.0,599.5177002,714.1696777,6654.09668,7213.336914,6709.270508,2028.469482,0.0,4.798377037
51,0.012248133,0.006201667,0.0,0.0,0.0,73.37566376,123.7503815,281.0533447,108.9110718,16.32764816,0.143657982,0.0,0.0,0.0,0.0,0.0,39.3274498,94.29577637,180.1322479,190.3593903,232.7748871,38.32101059,2.049275875,0.0,0.0,0.0,0.0,0.0,22.7191906,93.36673737,154.7547913,183.68927,155.8638,36.7997818,0.0,0.0,0.0,0.027197704,0.0,0.0,5.742696285,5.38274765,211.9907837,176.4920197,214.6755524,32.49452972,0.0,0.116945624
52,0.126855761,1.558982849,8.058603287,0.299572408,1055.875977,10241.14746,13403.6875,34688.51172,16903.57227,10007.14063,204.0934601,1.99434185,0.0,0.049634933,0.260488123,23.59769058,3346.401367,15859.38965,14246.92969,18755.14453,16077.7207,5769.341309,135.5314026,0.177219421,0.030265419,0.012723416,3.143279076,19.4849472,4639.189941,13305.95703,19066.40625,14814.22559,20811.78516,8777.689453,11.75670338,0.370934933,0.013525304,2.420074463,21.11957932,0.370876938,2840.493896,11920.13184,18478.20508,24182.95703,22854.04297,11874.31934,3.374937057,8.862295151
53,0.366382539,0.786936283,3.914485931,0.911793113,1119.178955,4658.311523,7748.939453,17628.10156,8146.989746,4716.661133,162.2708893,1.465093732,0.0,0.034941494,0.310145855,3.684224129,1676.164185,8004.564941,7656.777832,8919.605469,7095.95752,2588.413574,41.10795593,0.75708878,0.0,0.464206368,4.318768501,9.069601059,2363.582031,5923.044922,10366.5625,8002.812012,9761.244141,4513.930664,25.09157562,1.903103709,0.001442419,2.556859493,14.50161076,0.590879023,1710.648193,5764.364746,9858.631836,13441.28125,10132.65234,5505.60791,4.860219955,5.388907433
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
