MonthYear,GD_Conflict_SN1403,GD_Conflict_SN0701,GD_Conflict_SN0103,GD_Conflict_SN1102,GD_Conflict_SN0101,GD_Conflict_SN1001,GD_Conflict_SN1201,GD_Conflict_SN0502,GD_Conflict_SN1301,GD_Conflict_SN0902,GD_Conflict_SN0202,GD_Conflict_SN1002,GD_Conflict_SN0301,GD_Conflict_SN0802,GD_Conflict_SN1401,GD_Conflict_SN0302,GD_Conflict_SN1202,GD_Conflict_SN1204,GD_Conflict_SN0801,GD_Conflict_SN0603,GD_Conflict_SN1302,GD_Conflict_SN0303,GD_Conflict_SN0104,GD_Conflict_SN0102,GD_Conflict_SN0201,GD_Conflict_SN0803,GD_Conflict_SN1003,GD_Conflict_SN1203,GD_Conflict_SN1303,GD_Conflict_SN0403,GD_Conflict_SN0401,GD_Conflict_SN0601,GD_Conflict_SN0703,GD_Conflict_SN0203,GD_Conflict_SN0402,GD_Conflict_SN0702,GD_Conflict_SN0901,GD_Conflict_SN0503,GD_Conflict_SN1103,GD_Conflict_SN1101,GD_Conflict_SN0105,GD_Conflict_SN0404,GD_Conflict_SN1402,GD_Conflict_SN0903,GD_Conflict_SN0501,GD_Economic_SN1403,GD_Economic_SN0701,GD_Economic_SN0103,GD_Economic_SN1102,GD_Economic_SN0101,GD_Economic_SN1001,GD_Economic_SN1201,GD_Economic_SN0502,GD_Economic_SN1301,GD_Economic_SN0902,GD_Economic_SN0202,GD_Economic_SN1002,GD_Economic_SN0301,GD_Economic_SN0802,GD_Economic_SN1401,GD_Economic_SN0302,GD_Economic_SN1202,GD_Economic_SN1204,GD_Economic_SN0801,GD_Economic_SN0603,GD_Economic_SN1302,GD_Economic_SN0303,GD_Economic_SN0104,GD_Economic_SN0102,GD_Economic_SN0201,GD_Economic_SN0803,GD_Economic_SN1003,GD_Economic_SN1203,GD_Economic_SN1303,GD_Economic_SN0403,GD_Economic_SN0401,GD_Economic_SN0601,GD_Economic_SN0703,GD_Economic_SN0203,GD_Economic_SN0402,GD_Economic_SN0702,GD_Economic_SN0901,GD_Economic_SN0503,GD_Economic_SN1103,GD_Economic_SN1101,GD_Economic_SN0105,GD_Economic_SN0404,GD_Economic_SN1402,GD_Economic_SN0903,GD_Economic_SN0501,GD_Governance_SN1403,GD_Governance_SN0701,GD_Governance_SN0103,GD_Governance_SN1102,GD_Governance_SN0101,GD_Governance_SN1001,GD_Governance_SN1201,GD_Governance_SN0502,GD_Governance_SN1301,GD_Governance_SN0902,GD_Governance_SN0202,GD_Governance_SN1002,GD_Governance_SN0301,GD_Governance_SN0802,GD_Governance_SN1401,GD_Governance_SN0302,GD_Governance_SN1202,GD_Governance_SN1204,GD_Governance_SN0801,GD_Governance_SN0603,GD_Governance_SN1302,GD_Governance_SN0303,GD_Governance_SN0104,GD_Governance_SN0102,GD_Governance_SN0201,GD_Governance_SN0803,GD_Governance_SN1003,GD_Governance_SN1203,GD_Governance_SN1303,GD_Governance_SN0403,GD_Governance_SN0401,GD_Governance_SN0601,GD_Governance_SN0703,GD_Governance_SN0203,GD_Governance_SN0402,GD_Governance_SN0702,GD_Governance_SN0901,GD_Governance_SN0503,GD_Governance_SN1103,GD_Governance_SN1101,GD_Governance_SN0105,GD_Governance_SN0404,GD_Governance_SN1402,GD_Governance_SN0903,GD_Governance_SN0501,GD_Political_SN1403,GD_Political_SN0701,GD_Political_SN0103,GD_Political_SN1102,GD_Political_SN0101,GD_Political_SN1001,GD_Political_SN1201,GD_Political_SN0502,GD_Political_SN1301,GD_Political_SN0902,GD_Political_SN0202,GD_Political_SN1002,GD_Political_SN0301,GD_Political_SN0802,GD_Political_SN1401,GD_Political_SN0302,GD_Political_SN1202,GD_Political_SN1204,GD_Political_SN0801,GD_Political_SN0603,GD_Political_SN1302,GD_Political_SN0303,GD_Political_SN0104,GD_Political_SN0102,GD_Political_SN0201,GD_Political_SN0803,GD_Political_SN1003,GD_Political_SN1203,GD_Political_SN1303,GD_Political_SN0403,GD_Political_SN0401,GD_Political_SN0601,GD_Political_SN0703,GD_Political_SN0203,GD_Political_SN0402,GD_Political_SN0702,GD_Political_SN0901,GD_Political_SN0503,GD_Political_SN1103,GD_Political_SN1101,GD_Political_SN0105,GD_Political_SN0404,GD_Political_SN1402,GD_Political_SN0903,GD_Political_SN0501,GD_Social_SN1403,GD_Social_SN0701,GD_Social_SN0103,GD_Social_SN1102,GD_Social_SN0101,GD_Social_SN1001,GD_Social_SN1201,GD_Social_SN0502,GD_Social_SN1301,GD_Social_SN0902,GD_Social_SN0202,GD_Social_SN1002,GD_Social_SN0301,GD_Social_SN0802,GD_Social_SN1401,GD_Social_SN0302,GD_Social_SN1202,GD_Social_SN1204,GD_Social_SN0801,GD_Social_SN0603,GD_Social_SN1302,GD_Social_SN0303,GD_Social_SN0104,GD_Social_SN0102,GD_Social_SN0201,GD_Social_SN0803,GD_Social_SN1003,GD_Social_SN1203,GD_Social_SN1303,GD_Social_SN0403,GD_Social_SN0401,GD_Social_SN0601,GD_Social_SN0703,GD_Social_SN0203,GD_Social_SN0402,GD_Social_SN0702,GD_Social_SN0901,GD_Social_SN0503,GD_Social_SN1103,GD_Social_SN1101,GD_Social_SN0105,GD_Social_SN0404,GD_Social_SN1402,GD_Social_SN0903,GD_Social_SN0501
01/12/2010,0,0,0,0,0,5.633100698,0,0,0,0,6.602287191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2011,0,0,0,0,0,6.20114643,0,0,0,0,5.97976081,9.749057362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2011,4.60251046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.564694905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2011,7.61328125,0,0,8.306709265,0,0,0,0,0,0,4.065934066,0,7.2265625,8.720620547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.917888563,0,0,0,0,0,0,0,0,7.917888563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2011,0,0,0,0,8.185840708,5.672287188,0,0,0,0,0,0,0,0,2.543507363,2.801598837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2011,0,0,0,2.966298014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.968500983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/2011,0,5.635245902,0,0,0,0,0,5.131569899,0,3.425326824,0,0,0,0,0,0,3.069767442,3.303964758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.635245902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96350365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/07/2011,0,0,0,0,0,4.343764596,0,0,0,0,0,6.234658812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.687292355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31474104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/08/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.280254777,0,0,0,0,0,0,0,0,0,8.356581851,0,0,6.094182825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2011,15.80797408,0,0,0,0,0,0,3.200170844,0,0,0,0,0,0,0,0,7.592592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.23098056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.255474453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.782237404,0,0,0,0,0,0,2.303172738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/10/2011,3.797699854,6.382459949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.286166843,0,4.849884527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.849884527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/11/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.513189448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/2011,3.81016923,0,0,0,0,0,0,0,0,0,0,0,0,4.527162978,0,0,0,0,0,0,2.399399546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.720338983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2012,2.7698352,0,0,0,0,0,0,0,7.908163265,0,0,4.623848854,0,0,0,0,0,0,0,0,0,4.36100393,4.990253411,3.435114504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23176362,0,0,6.695120202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98897874,0,0,4.714293038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.617977528,0,0,3.111111111,0,0,0,4.560030384,0,0,0,0,0,0,0,0,3.563435776,4.001719681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2012,3.907518334,0,3.876678877,0,0,0,0,3.672591753,0,0,0,3.977081514,3.349932782,3.96039604,6.257135922,0,0,0,3.875408708,0,5.869877128,0,5.508889759,0,3.181818182,5.278644692,5.100660216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.210822274,0,0,0,0,7.42637644,0,0,0,7.615378393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.054837466,0,0,0,3.794591056,0,0,6.904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84226876,0,0,0,0,3.349932782,5.74912892,8.486642909,0,0,0,0,0,4.096385542,0,3.691886584,0,3.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.335750544,0,4.608915914,0,0,0,0,0,0,0,0,5.407160835,0,0,0,0,0,0,3.825312537,0,0,0,0,0,0,3.924333272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2012,6.060606061,0,0,0,0,5.150976909,0,6.060606061,0,0,0,0,4.103892366,0,6.486768177,0,0,0,0,0,0,0,5.105094658,0,0,0,0,4.757656183,4.246761267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.044905009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.249314007,0,0,0,0,0,6.782334385,0,0,0,6.355568279,0,0,7.196029777,0,3.27336539,2.510460251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2012,0,0,0,0,0,0,0,0,0,0,0,0,4.036862904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.592039801,4.8247416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.186020293,0,0,0,0,0,0,3.751914242,0,0,0,2.488042893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.186020293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.408853196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.977968629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2012,0,0,0,0,0,0,0,0,7.608695652,0,0,0,0,0,0,0,0,7.608695652,0,8.581235698,0,0,0,0,6.41788492,0,0,0,0,0,6.707317073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41788492,0,0,0,0,0,6.707317073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.608695652,3.2546786,0,4.378818737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.353437877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/2012,4.130162703,0,0,0,0,0,5.591397849,5.921052632,0,0,0,0,5.864661654,0,0,0,5.244755245,0,0,0,2.821316614,0,0,0,0,0,0,0,0,0,6.040268456,8.213552361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/07/2012,0,0,0,0,0,0,0,0,0,0,0,7.722007722,0,0,0,0,6.470294265,0,0,0,3.047091413,0,0,0,5.233380481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16271722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16271722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882352941,0,0,8.583106267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/08/2012,11.57024793,0,0,0,0,4.237288136,0,4.107424961,0,4.237288136,0,0,11.3594041,0,0,0,0,0,0,0,0,0,0,0,6.341635128,0,0,0,0,0,0,3.740996977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.936507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.107424961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.585900068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/10/2012,2.876757324,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05982906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00734949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.076121232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
