month_year,SN0101,SN0102,SN0103,SN0104,SN0201,SN0202,SN0203,SN0301,SN0302,SN0303,SN0401,SN0402,SN0403,SN0404,SN0501,SN0502,SN0503,SN0601,SN0602,SN0603,SN0701,SN0702,SN0703,SN0801,SN0802,SN0803,SN0901,SN0902,SN0903,SN1001,SN1002,SN1003,SN1101,SN1102,SN1103,SN1201,SN1202,SN1203,SN1204,SN1301,SN1302,SN1303,SN1401,SN1402,SN1403
09_2011,75.22821045,0,88.32821655,100.0095317,120.2947349,127.5430786,116.6521382,125.5755657,144.7788039,144.6461839,143.7496305,131.2229288,123.207224,135.7211822,153.5230207,138.1031634,126.0596354,204.7846388,247.483619,160.4499222,240.8886015,190.3247039,239.8387841,107.070944,122.0310808,72.29201762,127.600428,84.2687818,127.3005314,43.22080182,69.79188689,88.36947737,201.1697998,257.9225911,260.340595,124.6682309,144.3873536,124.9205927,181.0172015,111.5177434,107.2606348,94.3130111,264.4341999,286.5266029,296.578639
10_2011,6.864543915,0,6.575833321,9.614656448,20.71363084,24.54871063,36.08206337,19.47623838,31.61101525,35.86359738,42.78506057,57.18752271,42.10646459,45.38884231,39.72246868,29.01932713,41.61858398,31.0615443,36.01729461,20.56577205,57.91832066,41.06885077,51.84435775,21.21969352,31.56271723,7.544672648,18.4843605,8.87922491,26.64320279,4.447972724,3.472947361,6.048376675,66.23442586,88.97849935,96.14036745,15.16917149,19.72399319,35.30711405,36.18416743,17.39263822,22.10741699,15.77859183,73.20098105,59.95635776,91.5463289
11_2011,0,0,0,0.144570043,3.193089911,3.159394455,3.757166009,5.570590315,7.747344674,5.453885201,6.494988931,5.944514785,4.393059981,6.575130823,7.953297685,7.343866567,4.624819336,3.278624967,2.899081569,2.681609757,0.412666149,2.427365248,2.665183372,1.780902031,3.664463073,1.618790309,1.799025532,2.51932153,5.650801864,0.289798513,1.74803139,0.795921589,3.046242078,2.482049052,3.840674767,0.515045661,1.099918285,3.138444983,1.513805851,3.115151743,3.176185913,1.812000453,3.619796578,5.710978541,5.493302195
12_2011,1.862792253,0,0.915577054,0.822158178,0.394646421,0.310352945,0.407218632,0.38270639,0.268838753,0.355577811,0.445696857,0.277497536,0.182632798,0.300688636,0.457222543,0.420037004,0.188109741,0,0,0.001182571,0.099104134,0.031472968,0.005407976,0.556041861,0.462946734,0.61120824,0.203129507,0.398980606,0.20668713,0.986503763,0.398093871,1.459149591,0.030664091,0.186327775,0.100056784,0.011399143,0.028429808,0.087253836,0.01372552,0.549280255,0.693125229,0.600472424,0.028061979,0.068326391,0.105993647
01_2012,0.483031571,0,0.418704212,0.600413958,0.19967487,0.232198358,0.297084156,0.248347008,0.190634163,0.285065186,0.180626856,0.107302444,0.044975532,0.204032664,0.144252754,0.152954227,0.111330872,0.00033337,0.000604363,0.000299661,0.007325356,0,0.002186529,0.438446791,0.496901294,0.460721016,0.051540154,0.226400619,0.223922681,0.563567872,0.379534377,0.635796646,0.008517836,0.000553513,0.001295716,0.013476534,0.011272077,0.022330156,0.002227687,0.26960502,0.32343399,0.469927494,0.010835337,0,0
02_2012,1.452342987,0,1.188137174,0.826097091,0.497578235,0.379163289,0.372629141,0.344884982,0.24971812,0.273163184,0.159235001,0.219697686,0.469916444,0.335041622,0.210928917,0.161407799,0.097190056,0.114302912,0.085018773,0.077482304,0.329277726,0.200377823,0.471796401,0.88681363,1.020522951,1.047106266,0.981289401,1.340587084,1.153765648,1.439549061,0.882280604,1.950875118,0.094877114,0.464268303,0.347434201,0.348928542,0.489195902,0.652573892,0.483416296,0.507077848,0.702468719,0.923216276,0.180559838,0.086970132,0.37640948
03_2012,0.015151349,0,0.021836415,0.012750704,0.001380524,0.001633313,0.007795589,0.006927342,0.012656139,0.017533503,0.021641341,0.012431896,0.014526235,0.021263827,0.025881776,0.008805542,0.005797535,0.003162242,0.00233462,0.00872661,0.000207133,0.006393477,0.000269332,0.006486869,0.008085318,0.001033666,0.026836685,0.031342601,0.015915907,0.005429234,0.013114218,0.004580125,0.002719647,0.002103791,0.004298672,0.017160077,0.048526727,0.030695955,0.017922791,0.024019188,0.00944082,0.005320782,0.015467207,0.020579182,0.010186238
04_2012,0.022305425,0,0,0.005531377,0.00827431,0.008538552,0.03791406,0.016302183,0.018783248,0.053148771,0.015735302,0.027533698,0.033764205,0.052334997,0.067196317,0.008935803,0.026406507,3.36379405,4.120171824,5.283799913,0.714034622,0.88573655,1.561769851,0.028632799,0.040030059,0.017794915,0.303431747,0.341322433,0.246337793,0.030840219,0.091166942,0.003789747,0.01934538,0.003612346,0.011250368,0.656248745,0.108462631,0.380466727,0.639722542,0.052117781,0.018002927,0.047001513,0.182980077,0.046733227,0.006895363
05_2012,0,0,0.049884737,0.056861495,0.009879318,0,0.002267556,0.356384847,3.121944094,0.094629544,3.759157748,5.862933492,9.149218108,2.255770413,1.190898616,2.541122937,6.847076823,50.46885851,50.1290362,48.45719214,49.0727759,37.62736365,55.81366356,0.000991467,0.019924038,0.012113811,10.04785317,1.208912872,4.937442739,0.023678612,0.000494309,0.016185314,16.68026733,21.02543538,22.47257308,24.01078446,22.3249283,15.35068784,38.29278044,0.369741293,0.121114712,0.00325821,11.68284379,6.384468868,12.58338687
06_2012,7.541313648,0,6.962486267,8.308015188,15.01341994,21.04641724,25.80816008,40.75487439,86.52479331,37.08342097,73.44351774,63.82453102,56.47815584,39.58584998,50.64920565,70.87672099,104.6471289,154.9675982,160.3529171,148.4103807,177.8670115,154.2053643,124.5360705,13.36937834,14.36695393,6.003744125,105.3732209,34.94237713,50.41075177,2.7139964,6.062431868,2.566640393,150.6547648,176.7528971,172.6593407,105.0612317,117.7591793,66.27413383,108.0565268,22.2015625,11.28950928,6.99578344,120.0537109,60.9572333,87.98130397
07_2012,114.2479248,0,110.0763931,138.4264323,165.6483959,157.8914551,159.9619269,203.5867008,250.5609451,174.2411734,203.6523965,168.4727698,141.8421567,141.112102,190.098347,218.8275166,225.5896615,261.9654614,278.1421686,258.2324892,292.2107088,255.881867,218.2122881,132.0737782,166.3967304,119.8930155,121.6031482,73.22818632,160.9115805,96.69930186,98.98188095,105.6429065,300.6320394,312.9431315,335.5470682,189.9898201,167.2059034,126.4665506,181.9363789,176.275631,163.5347266,132.8724536,394.3146103,423.8275862,402.505294
08_2012,288.6517944,0,280.8029785,283.0860799,316.672623,277.3049561,215.1178428,293.3934986,338.7846632,226.5690355,254.9574008,222.8960302,179.8706697,193.6048054,272.5349181,290.5726178,277.1294271,323.3123331,332.0050088,311.6885776,276.0309333,248.9059266,258.7961686,184.8744273,169.3780758,105.2811483,372.4130569,271.0180778,292.7618937,76.13499418,139.5770349,103.5107085,271.2017822,338.1895182,344.2815505,312.7593682,301.1169933,204.0889266,254.220782,314.365024,308.6480859,223.0910485,545.0900682,522.3689723,519.2010691
09_2012,186.5904541,0,203.8158569,219.5024821,266.2817071,260.43125,200.3774671,237.7514368,294.2702708,215.3625801,208.3852407,204.1641533,166.6223659,171.4582105,222.3875286,211.7131788,228.7325781,294.3170072,353.0383695,246.1639877,303.2147734,261.0574244,309.0928358,233.9530956,148.1955893,172.947876,163.9638511,89.10217569,149.9707989,127.4841049,98.08887751,219.6618737,251.821228,363.6404297,333.6099974,206.2453328,240.6775813,174.0732507,259.3876822,230.43122,239.5022461,223.1921729,403.7693517,410.3761113,428.1862664
10_2012,11.69190216,0,10.25055504,11.0734787,39.8703873,49.65158081,67.40207391,45.15676634,75.94235437,59.1079665,49.22841005,46.42494663,41.15171734,46.65387308,58.32587414,56.05411117,58.61834635,123.2211205,139.8295111,87.20408285,94.61382672,74.98447452,116.88782,42.03753157,74.21779651,34.79341888,34.16508096,29.99866574,55.12633262,12.5267334,34.7225076,9.453764817,85.84709676,98.39246419,99.85776528,45.52911932,51.48102892,46.07432914,79.23756306,37.2516564,37.65905273,20.95993584,107.4933773,152.0991548,154.175884
11_2012,0,0,0,0,0,0,0,0,0.25793307,0,0.270801931,0.309084183,0.418905961,0.09711002,0.045912033,0.221922984,0.124485842,22.32120977,34.5551049,13.95608275,22.23935679,7.50184505,15.65533967,0.088034343,0.049299683,0.00166408,0.768745951,0.20861985,0.495335984,0,0.013056618,0.000154029,3.952431997,21.55250041,12.16244742,4.119485698,4.337055039,0.765911467,7.482208389,0,0,0.031469938,11.69483895,13.62847269,17.42652973
12_2012,0.751690269,0,0.667155802,0.582024773,0.370909021,0.374441576,0.389587503,0.529818831,0.389269745,0.421780806,0.462166967,0.46605292,0.493951245,0.391447679,0.458035074,0.469487519,0.447976074,1.015409355,1.677297285,0.551588329,1.280253367,0.727523464,1.140408942,0.448388035,0.389868549,0.292649666,0.493079258,0.394654607,0.339804058,0.290850923,0.2535282,0.522353205,0.530380567,0.471106021,0.455123818,0.257544101,0.323714218,0.510994256,0.558622591,0.567657823,0.611711426,0.44624735,0.184135218,0.020303358,0.028208212
01_2013,1.442371368,0,1.258080363,1.576856295,0.786826438,0.789585304,0.817172653,0.933040224,0.831095501,0.828052227,0.90598627,0.628676481,0.273769328,0.655539891,0.851297239,0.857145591,0.497640584,0.00072943,0.00094392,0.000955673,0.001295596,0.022915366,0.000619858,0.761231042,0.663796132,0.311903477,0.059029607,0.174276685,0.242348352,0.109560875,0.204916182,0.135853989,0.09261483,0.003256935,0.09438084,0.005422347,0.010511701,0.107828389,0.005461818,1.316348384,1.190515366,0.947886957,0.160329852,0.283184907,0.262798284
02_2013,0,0,0,0,0,0.00328537,0.00800035,0.008031468,0.014417484,0.010686235,0.039690079,0.035615561,0.059759749,0.07685126,0.023088566,0.013677916,0.013323433,0.004154393,0.003147843,0.003128485,0.028510074,0.004582506,0.02050831,0.001028617,0.016399385,0.000227452,0.029337905,0.115371593,0.157783004,0,3.44E-05,0,0.001842439,0.076227832,0.051314826,0.00063459,0.002369107,0.01091269,0.00764851,0.002594221,0,0.00107024,0.042052839,0.048285953,0.086878601
03_2013,0,0,0,0.000799398,0.000154837,0,7.40E-05,0.00418029,0.012518216,0.001599308,0.003836864,0.005027998,0.016599476,0.009953383,0.002553094,0.004623419,0.003409253,0.181377639,0.046173569,0.368703499,0.002100462,0.003973356,0.002598369,0.002656838,0.000987788,0.004810159,0.055187471,0.001281964,0.025260144,0.004665911,0.000983563,0.020256967,0.004651666,0.072594515,0.029312113,0.019169359,0.079390035,0.037395585,0.016989759,0.001667842,0.000193399,0.001905507,0.023500303,0.071837606,0.076796143
04_2013,0.05322922,0,0.030054849,0.010207471,0.004326848,0.000964816,0.002348649,0.002313353,0.000830588,0.002138358,0,0,0.000474394,0.000262452,0.00066617,0,0,0.578596392,0.553362754,0.295871223,0.05025044,0.017271914,0.242053539,0.001905349,0.000414313,0.000563779,2.71E-05,0.002270316,0.003450501,0.000332855,0.00089316,0.000674718,0.00451206,0.713337262,0.246268555,0.053171059,0.007675512,0.001038176,0.098368281,0.016798544,0.009055828,0.029962644,0.05758713,0.16444887,0.450781571
05_2013,0,0,0,0.051383014,3.038371634,3.666938782,3.759736714,4.440547548,5.877293263,4.782142052,7.20141684,7.568186205,8.301020572,6.577154196,5.691075767,6.40810707,7.494275716,38.07136001,40.41205425,36.81528751,29.13336457,18.04384268,27.57876392,0.437649203,0.912135327,0,2.438674776,0,0.914497294,0,0.008834851,0,9.888543447,17.99853719,14.4352303,26.52988028,16.88380773,11.0951087,21.53512997,2.24336454,1.090880432,0.162053759,10.0671506,8.520021636,11.05506174
06_2013,1.628257513,0,2.660529375,4.051164945,14.48412956,18.67052917,16.52376516,23.86649156,38.66636169,23.10154372,49.57304753,62.61216842,83.29973402,58.41375848,30.73420529,41.06408091,55.75580729,165.0729501,172.1927766,156.5639517,102.3766716,101.0025503,126.6774954,13.79472271,24.58202741,9.992336273,56.89468595,16.89207991,52.50458089,2.113152687,7.041796049,0.174712082,66.76658122,60.62486979,62.06280585,107.4821598,103.2432332,91.50922215,112.7970327,18.88212515,9.593981323,6.398055317,35.66532249,33.23594087,47.8007941
07_2013,38.36212921,0,45.50780869,61.74636841,86.79986702,86.91130371,90.93372225,87.58935547,105.5918348,91.60693985,121.4052207,106.5703579,103.2967208,87.55776459,97.47728301,111.1505987,124.7150521,256.8218149,253.7883852,280.1703185,151.4676239,138.159161,142.79781,77.22151081,97.35563023,68.56602987,140.2873221,73.27029206,144.4857409,48.38801737,70.77497357,65.32586039,162.7520345,199.1547689,206.3518415,225.686553,190.4091479,119.8242867,152.9319647,78.54667218,77.32570801,77.90032674,266.4496677,353.6153017,320.7074167
08_2013,288.9666138,0,287.1556396,303.5541585,282.2888963,258.8269531,236.9578022,310.9974183,393.0482782,265.523738,349.607897,311.2962164,227.1760382,243.114571,281.9232565,328.3825884,374.948151,441.5681424,434.8431515,408.4157687,397.2721706,392.5030852,410.531624,202.8336613,149.0067667,148.1173503,217.3468441,91.64801167,160.9439965,118.6921958,65.17952233,168.9364224,396.0876872,349.1567057,404.3752576,242.9948762,310.0554792,255.0559613,357.6596833,313.3005409,307.4293359,231.3737223,639.8922414,623.570986,524.9611431
09_2013,144.5287781,0,155.1777649,165.4351807,183.3687874,165.6247437,142.3045333,158.8235902,165.5790731,167.9510717,180.9994193,172.8882177,144.3683568,151.0974075,175.2300638,173.566022,176.3880729,299.7449252,324.9264743,228.1061123,220.7453899,202.5710465,254.4296875,160.176119,136.1840244,142.161438,197.6749433,135.9942996,168.1146722,110.3655045,98.54220071,178.5965282,191.4443359,226.2274089,230.9325421,210.2932562,242.5767955,164.5421196,237.9539658,162.314363,191.2526953,172.7581958,295.528107,302.2469356,313.6246402
10_2013,31.32636452,0,23.55220032,27.65639242,38.02168177,60.24609375,58.41961349,61.41480334,70.74945009,63.17047276,67.94798485,58.71374228,33.57836914,42.96231482,78.81565001,76.15894755,59.76141927,91.87990785,100.4435248,63.10216116,73.72623698,57.9773338,82.28862097,30.38126138,40.46522053,14.69712575,25.16955929,17.26172443,40.43475147,6.79784442,12.55592007,1.187413709,80.62540181,124.660498,112.9282495,27.72615666,46.82187351,42.87125934,58.39423784,47.05594576,44.07195801,18.9899697,132.7985251,171.9400929,198.2781147
11_2013,0.061866336,0,0.035767458,0.030788121,0.166145903,0.117559922,0.168727398,0.544971335,1.784127393,0.382505955,1.736232036,1.158227255,1.3006905,0.836498189,0.631374731,1.304087279,3.347286784,7.341186523,6.454024776,8.784271357,11.76554582,9.312743363,7.771800589,0.317060255,0.232237763,0.167349815,2.151273117,1.808588782,1.969731248,0.855027381,1.125127877,0.656657975,7.277793248,11.12678528,9.960064228,3.413225182,5.158598978,2.423024319,5.787200243,0.458663706,0.218978672,0.121159206,8.116334411,10.74059217,10.95585391
12_2013,1.854899764,0,1.594735384,0.910569827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027957219,0.028681105,0.029481221,0.037820507,4.10E-05,0.152150357,0.367384488,0.167763267,0.385151704,0,0.070249901,0.015510619,0.421798463,0.192679149,0.83879313,0,0,0,0,0.000192125,0,0.011158711,0.013536074,0.103038216,0.397987294,0.001334798,0,0
01_2014,0.60555464,0,0.551127911,0.141738633,0.056462263,0.038829553,0.050442379,0.142072623,0.075927114,0.103746402,0.049579823,0.024438553,0.011422189,0.043060253,0.154876662,0.070923657,0.022673814,4.46E-06,1.93E-05,2.76E-05,0,1.32E-05,0,0.314559535,0.114787109,0.454035401,0.001065436,0.041421474,0.009307432,0.606680687,0.220810146,0.786931005,0,0,0,3.27E-05,0,0.000218917,1.79E-05,0.158369358,0.12398262,0.219169724,0.000707491,0.000331563,0
02_2014,0.142159134,0,0,0.016609366,0,0.00449757,0.003489326,0.016756399,0.007251418,0.004699521,0.002088612,0.00499146,0.026029985,0.016051637,0.009398917,0.00363746,0,0.000918659,0,0.000474124,0.001607061,0,0.004902582,0.034555406,0.017295011,0.064500779,0.093892101,0.001581606,0.0505246,0.094612314,0.021270008,0.022066971,0,0,0,0.015017378,0.004207783,0.028116496,0.001522305,0.00261255,0.000748562,0.050542836,0,0,0
03_2014,0,0,0,0.000198124,0.0006321,0.000500876,0.000514091,0.003465273,0.005452334,0.001555417,0.00156796,0.002601955,0.003998163,0.002430888,0.002854318,0.004094587,0.002955111,0.017388213,0.018981314,0.032619816,0.000498025,0.001797107,0.007003952,0.000515861,0.002399328,0.004095168,0.00468825,0.005570685,0.006428634,0.007399307,0.002806282,0.005411374,0.004235893,0.126492071,0.056270143,0.003038441,0.066638626,0.002753953,0.006133428,0.008650362,0.001029304,0.000252048,0.025087576,0.074509925,0.089893052
04_2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441455808,0.169199774,0.526710306,0.010005195,0.000915894,0.223530404,0,0,5.51E-05,0,0.000675335,1.67E-05,0.000182769,0.001914262,0,0,0,0,0.053644428,0.011163464,0,0.092202054,0,0,0,0.005802386,0,0
05_2014,0.236123681,0,0.320962131,0.337790648,0.732322044,0.684023428,0.839587714,0.767655384,2.316461952,0.918856792,1.592631469,1.746241547,0.940130736,0.989371462,1.513334135,1.907333249,1.744495239,100.1613916,105.9274666,91.91671157,18.96589949,24.45512478,59.00112201,0.383976642,0.471766915,0.213777224,10.91671501,0.469028783,3.901446833,0.177843784,0.141048262,0.238993924,9.269044876,20.62409261,17.7691087,41.36008523,48.0650469,8.320026962,58.30004554,0.701392834,0.353230362,0.452599285,3.136611412,3.813087463,7.784489682
06_2014,0.606401861,0,0,0.047643721,2.791611692,5.831301117,8.42020617,9.683167205,30.52630556,12.20815179,28.78990709,38.79679267,51.1269724,34.40722887,15.82908072,23.34486664,35.68212891,113.513772,125.0652643,113.9071779,110.2007672,85.07387042,97.6906998,0.43727172,4.239516371,0.012891387,19.84264613,3.180813102,19.50159915,0,0.511244179,0,51.74923706,105.5666829,80.52295458,100.2116985,110.9720662,57.22252038,88.58867888,3.273828595,0.560195313,0.054123941,47.2463407,36.43387998,58.59503495
07_2014,7.792170048,0,7.478425026,14.19034322,38.18821164,34.62738342,52.32036711,34.51362136,57.24059466,53.54475911,87.55336122,74.20963163,93.97006065,63.21851047,59.58744403,62.12751745,86.39763021,187.4505208,200.7646484,182.7901102,173.9386613,149.9035878,145.6865546,39.53730028,66.50918123,39.23755391,113.8144854,64.16112713,134.5060051,32.13520196,48.79291094,28.54785156,117.6608378,132.4913493,135.201408,129.1754177,124.9266402,109.0696332,124.3383811,29.90798152,26.2352417,33.58002108,133.9858567,169.4313207,169.5843699
08_2014,108.3225861,0,105.6512146,120.1557821,175.3067445,178.4125977,172.9951943,193.673222,253.809997,184.2251603,213.879025,202.9128815,176.3782381,194.6826356,199.0079911,214.9320409,206.701862,259.6849626,249.710906,245.1726533,204.9887035,194.1000199,216.4061046,133.2953477,137.9729331,92.60535685,146.6434612,119.9097929,140.3689033,83.95099007,92.02469279,80.13626414,248.0099894,308.4961263,324.051511,183.713846,182.2303866,174.7027853,198.2414868,165.2796875,157.4871777,130.6442209,557.3408764,744.737069,623.3679585
09_2014,102.5708466,0,124.8499985,135.6074829,132.6365006,131.4166016,110.1671335,170.7167969,231.8560755,134.2319211,163.2663376,142.2600609,95.99909411,119.7315835,153.4782774,173.2839395,172.4310156,249.3555355,250.8518775,240.5359046,243.4186374,208.3092904,242.2951712,98.23642358,84.706047,63.67096965,153.4356951,109.7187727,124.7397305,38.69207634,55.16514436,55.6428391,247.5950928,337.3382161,324.6026356,158.1536458,158.5552402,109.8745754,178.864017,144.3582181,134.8938867,96.93356637,388.2593391,445.1570582,469.72831
10_2014,7.861764908,0,13.32234383,17.46737925,30.02378034,45.66259766,54.33905351,57.33563443,71.86203921,71.69479292,79.88415857,84.76226381,71.66475637,76.4245283,83.35184237,81.53620485,72.17983073,138.2824018,175.866778,92.38098659,134.6515519,99.56451533,142.61485,41.25529767,52.30978562,41.92813619,45.65329453,8.24626621,52.37967667,24.10075216,9.457652699,41.05315952,68.02740987,89.05644531,80.71132383,65.73229505,90.30104266,91.40752378,109.9383058,36.16379207,36.34437744,25.54485799,72.69989785,73.67383654,88.11357679
11_2014,0,0,0,0,0.006138685,0.002121983,0,0,0.005820626,0,0,0.00431292,0.100231647,0,0,0,0.045657489,0.23282413,0.729556853,0.080647472,0.34208363,0.086479375,0.326949404,0.286862538,0.367938244,0.119536926,0.017469905,0.228484132,0.281085862,0,0.176651582,0,0.179257751,0.770645841,0.351216976,0.00033311,0.000122641,0.512564883,0.149468837,0,0.104088135,0.093313779,1.794494454,1.227848053,1.047420401
12_2014,3.478715897,0,2.860758781,2.390779177,1.032468268,0.874020958,0.972355792,1.20292418,1.263037228,0.807500106,1.202949936,0.631697411,0.150494412,0.539505905,0.894497011,1.039834695,0.830947978,0.000124371,0,0.000485732,0.452573553,0.300002031,0.03688759,0.578914958,0.726775102,0.332814535,0.012300188,0.130980492,0.057981235,0.277663109,0.250101392,0.271219352,0.224973877,0.617663956,0.453113849,0.002057564,0.007247422,0.094760265,0.020798672,1.724520991,1.94602356,1.040404774,1.272084203,1.302546797,0.84392909
01_2015,1.784854174,0,2.231265068,2.169382572,0.776990769,0.620997143,0.822032125,0.692691233,0.666109844,0.661749473,0.77312686,0.599653909,0.50920376,0.818158923,0.604309873,0.614458803,0.473672841,0.0020145,0.002122963,0.005444383,0.108057125,0.046798105,0.036376537,1.26280155,1.031329057,1.31754144,0.17711929,0.541665853,0.516581456,1.576902024,0.869904661,1.423091757,0.12387223,0.190209675,0.143681097,0.032173997,0.038086353,0.286005468,0.051399441,1.159317017,1.529525757,1.752393491,0.281757223,0.158604786,0.221372153
02_2015,0.042013519,0,0.175735787,0.088823497,0.081745655,0.038602853,0.087265724,0.044823814,0.003834256,0.015677367,0,0,0.000371911,0,7.90E-05,0.000985464,0,0,0,0,0,0.001688898,0.002014354,0.251144036,0.283598502,0.494468808,0.005132584,0.049424726,0.029204674,0.636812413,0.377360402,0.762575544,0.000427023,0,0,0.062514161,0.058940745,0.008384517,0.031877,0.040972988,0.045717845,0.250919057,0.000530032,0,0
03_2015,0.01277701,0,0.027454194,0.001125026,0.002825655,0.000914948,0.001282332,0.005427081,0.005418596,0.000701022,0.000797355,0.001458742,0.00113434,0.001417755,0.001530274,0.003136985,0.002111459,0.002722411,0.000297553,0.006544211,2.34E-05,0.001329999,0.000897146,0.017173643,0.018240309,0.031428526,0.007024851,0.01974181,0.006286849,0.022228982,0.013566687,0.030360968,0.002613794,0.091664553,0.037698832,0.001896653,0.115280253,0.001058653,0.003359229,0.007034102,0.00408782,0.009802756,0.004557272,0.014537756,0.029154087
04_2015,0.026374802,0,0.0689741,0.011916673,0.038101267,0.009767263,0.025402176,0.061865417,0.104244936,0.022964566,0.024866318,0.039129529,0.069068808,0.054709057,0.029605325,0.071861126,0.045889889,2.11060731,1.842246025,2.079138277,0.163952733,0.444615455,0.867078416,0.045524138,0.036592521,0.022634394,0.172920366,0.057654619,0.06987333,0.013108586,0.042720141,0.002074968,0.219465593,0.281090196,0.412499187,0.488018085,0.394421317,0.068842299,0.663245231,0.092162961,0.084500237,0.057392562,0.304110516,0.268483787,0.156242044
05_2015,0.078615382,0,0.001159799,0,0,0,0.003169189,0.003053602,0.611209018,0.044983687,0.617580929,0.575784195,0.650000622,0.37523957,0.261921022,0.734378377,0.384590022,33.98345478,34.28084441,29.05749933,13.25799066,7.36002656,17.61936918,0.050006081,0.074067108,0.010962428,2.054672997,0.01073407,0.758212872,0.042040206,0.023989484,0.019180882,1.273368518,6.805125936,3.297605074,7.279900357,6.160962428,1.379761671,9.091314068,0,0.003879951,0.026431474,1.423459283,1.851234041,2.481227272
06_2015,0.854541898,0,0.638322711,0.110847354,4.770916229,6.40222702,4.502120972,6.006548301,10.6224306,3.938033275,4.174337851,9.114453693,7.910113686,3.209261336,2.187316895,3.956587745,12.66941976,77.58840812,80.27632781,72.08533884,80.40141997,59.52143461,93.72810007,4.199021418,3.502318134,2.964440982,6.415011667,2.028635424,3.274712601,2.2167149,1.23140544,2.096601552,48.21198527,59.30927734,54.93552541,31.76876606,47.07669097,16.78732061,62.48484357,2.977584135,1.718887939,2.766549084,35.72784213,29.08122096,45.24197548
07_2015,66.01277924,0,54.45828247,66.84546916,95.90861868,101.424707,86.69174034,103.2021821,201.2906933,96.14684746,146.0696527,139.7549964,128.1453536,94.64137124,117.1421613,168.8536437,200.5192969,264.986879,269.1696699,269.3618295,285.1108178,237.5278165,192.9512134,70.5717957,58.71445928,43.26144409,122.5182163,41.92145485,113.7282533,25.76985331,25.49291011,39.46000724,309.824056,332.8692708,371.8102679,200.3484341,180.9690039,131.0686226,172.9748634,87.88077674,82.81021484,80.45863756,397.2582615,359.5971848,403.5303762
08_2015,281.5178223,0,297.6521606,309.8866781,312.1203873,273.9120605,233.9390933,256.7695761,283.2008685,237.720002,264.4017103,255.35749,202.1694978,215.5413289,250.0190549,255.241355,283.6592969,565.3871528,561.4095262,497.930346,339.5000704,342.1705066,400.6522606,235.1532249,210.7026636,183.9429525,211.2526686,115.8000091,199.6479378,152.3333506,121.6410379,165.5696053,389.6800537,350.1894531,387.5979997,278.7811147,309.0496236,236.0410666,372.5409193,262.005018,329.603125,270.2042932,496.2398078,460.1295124,424.7450658
09_2015,176.4981689,0,193.9561462,209.4925537,232.9751496,217.1277344,178.3517167,266.8082795,326.8224363,219.7364784,270.9026077,243.5237782,178.4375771,219.8700066,250.3625667,278.2834593,262.7650521,323.4159989,360.3650454,270.1381705,270.0253906,244.6835191,279.3902718,165.0700482,149.4381305,120.4141744,195.5343183,128.873308,183.5036814,100.4107796,117.9657109,149.0280341,282.4174601,338.5387044,340.0104524,192.139881,203.6394001,166.8627887,244.6324271,256.6023137,235.4290234,177.0149314,426.8954741,414.1550714,443.7061061
10_2015,70.02922821,0,68.16403961,50.46526591,39.55321746,35.22941895,31.01503392,48.02222522,85.57769835,28.45422989,72.45936048,74.66908725,78.74708316,53.46447524,43.46744593,65.76583312,102.2258333,207.6581864,199.3245495,158.1042565,179.9546382,152.8055459,159.4662878,32.54533306,62.40633843,31.83416239,43.18180177,37.00138536,67.65683302,34.45168093,37.52418076,28.50007577,186.2325846,264.516569,244.5383328,63.65198441,86.97850442,75.83384851,124.0040289,54.42571364,54.94487305,34.30796172,248.3162042,281.1935614,302.8891859
11_2015,1.405955076,0,1.646870375,0.865266005,2.347276404,1.325996017,3.455450761,4.567188482,9.32309997,4.509239784,9.425218737,10.5828531,9.543320505,8.241319189,5.979006139,6.795305096,11.79105957,12.27411671,15.76969664,8.306700491,16.10310213,14.21557462,13.50723332,2.628348444,4.442236713,2.723231951,6.212130808,3.170583681,7.280117271,1.282469648,1.635088221,1.057188494,21.83090719,34.09929606,30.95292647,3.244086988,8.056948718,8.492922045,10.52336305,3.671575458,2.815150146,2.665381031,38.42045225,36.58271316,50.68409488
12_2015,3.786243439,0,3.300581217,3.172698339,1.497656802,1.075008202,0.952812396,1.67822213,1.707221022,0.898987403,1.88339852,1.123153864,1.016809062,0.962358223,1.275332009,1.591491324,1.323358765,0.412332029,0.823543056,0.13587997,1.905847498,0.742326384,1.532487261,1.117547975,0.871106966,0.680388848,1.382655178,1.269910413,0.807626297,0.749304345,0.595847648,1.519294213,1.107069174,1.42345047,1.283816411,0.175914104,0.298640264,0.891773522,0.384733944,2.571646822,2.7659729,1.774552532,1.201375326,1.119917771,1.001761687
01_2016,0.318704933,0,0.568847477,0.603620052,0.38698448,0.345546412,0.371501872,0.468341433,0.425105567,0.350163289,0.443562688,0.335922685,0.243594496,0.357218904,0.379247665,0.380871476,0.305900472,0.026080533,0.044850949,0.036442541,0.179388235,0.091786749,0.124994481,0.224361563,0.383757524,0.071430703,0.180679775,0.19711592,0.196464295,0.024844048,0.173636116,0.000820836,0.169933101,0.22347695,0.184895316,0.043762863,0.05572412,0.151039588,0.05524974,0.698211729,0.473262558,0.281753397,0.247592531,0.189042618,0.201527194
